,PA18:PM10,PA18:PM25,PA18:NO2,PA18:NO,PA18:NOX,PA18:O3
,PARIS 18ème,PARIS 18ème,PARIS 18ème,PARIS 18ème,PARIS 18ème,PARIS 18ème
,PA18,PA18,PA18,PA18,PA18,PA18
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote,ozone
,PM10,PM25,NO2,NO,NOX,O3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2023-04-07 06:00:00Z,11.7,6.1,53.1,6.8,63.6,28.0
2023-04-07 07:00:00Z,12.7,8.0,44.6,8.9,58.3,33.5
2023-04-07 08:00:00Z,13.2,7.6,41.8,15.5,65.4,34.0
2023-04-07 09:00:00Z,18.1,11.8,35.6,13.3,55.9,43.4
2023-04-07 10:00:00Z,20.2,14.0,28.0,9.5,42.6,55.2
2023-04-07 11:00:00Z,16.3,13.3,23.4,5.7,32.2,71.2
2023-04-07 12:00:00Z,14.0,10.9,19.8,4.3,26.5,76.6
2023-04-07 13:00:00Z,10.8,8.5,19.4,5.7,28.1,77.7
2023-04-07 14:00:00Z,10.1,6.5,19.9,4.7,27.1,78.6
2023-04-07 15:00:00Z,8.3,6.8,19.1,4.0,25.2,81.1
2023-04-07 16:00:00Z,21.6,7.6,23.4,4.8,30.8,72.2
2023-04-07 17:00:00Z,15.1,5.1,22.0,4.4,28.8,77.1
2023-04-07 18:00:00Z,11.6,5.2,23.9,3.3,29.1,76.4
2023-04-07 19:00:00Z,7.8,6.2,29.2,3.1,34.0,70.4
2023-04-07 20:00:00Z,8.4,7.0,28.3,2.2,31.7,65.8
2023-04-07 21:00:00Z,8.1,5.7,34.7,2.5,38.5,55.5
2023-04-07 22:00:00Z,10.4,9.5,30.3,1.8,33.1,53.3
2023-04-07 23:00:00Z,11.4,9.9,35.1,3.9,41.1,44.1
2023-04-08 00:00:00Z,11.0,10.9,29.4,1.5,31.7,48.4
2023-04-08 01:00:00Z,8.6,5.7,21.6,1.1,23.3,57.4
2023-04-08 02:00:00Z,8.6,5.9,19.1,1.7,21.7,56.6
2023-04-08 03:00:00Z,8.9,7.8,16.1,0.8,17.5,58.5
2023-04-08 04:00:00Z,10.0,8.8,24.3,1.8,27.1,48.0
2023-04-08 05:00:00Z,9.9,9.9,38.1,4.0,44.3,33.5
2023-04-08 06:00:00Z,12.0,10.9,39.4,4.9,46.9,32.3
2023-04-08 07:00:00Z,12.6,11.5,34.5,6.3,44.2,39.4
2023-04-08 08:00:00Z,10.7,13.9,23.0,5.5,31.4,54.6
2023-04-08 09:00:00Z,14.5,14.0,18.8,4.6,25.8,65.2
2023-04-08 10:00:00Z,14.7,13.1,19.6,5.1,27.4,69.9
2023-04-08 11:00:00Z,14.0,13.6,16.0,4.6,23.0,77.9
2023-04-08 12:00:00Z,10.7,12.9,13.5,4.0,19.6,83.9
2023-04-08 13:00:00Z,11.3,10.0,16.2,4.4,22.9,84.1
2023-04-08 14:00:00Z,10.7,10.2,16.0,4.7,23.1,87.5
2023-04-08 15:00:00Z,11.9,10.3,14.4,3.4,19.6,92.7
2023-04-08 16:00:00Z,11.8,10.3,17.2,4.3,23.8,89.9
2023-04-08 17:00:00Z,14.4,10.7,26.3,4.6,33.4,80.6
2023-04-08 18:00:00Z,14.8,11.5,25.7,3.7,31.3,78.9
2023-04-08 19:00:00Z,19.3,13.7,34.2,2.6,38.2,63.7
2023-04-08 20:00:00Z,15.9,15.0,23.5,1.4,25.9,62.5
2023-04-08 21:00:00Z,11.2,,25.4,1.2,27.3,56.1
2023-04-08 22:00:00Z,13.9,,46.5,2.4,50.1,34.6
2023-04-08 23:00:00Z,15.7,,56.2,3.4,61.4,25.4
2023-04-09 00:00:00Z,17.3,,59.6,3.5,65.0,20.2
2023-04-09 01:00:00Z,17.4,,56.7,4.6,63.7,22.1
2023-04-09 02:00:00Z,19.3,,53.9,2.7,58.1,21.3
2023-04-09 03:00:00Z,19.3,,45.3,2.4,49.1,28.7
2023-04-09 04:00:00Z,18.4,,37.7,3.0,42.4,32.4
2023-04-09 05:00:00Z,19.1,,35.1,1.9,38.1,31.8
2023-04-09 06:00:00Z,18.8,,36.4,5.9,45.6,24.1
2023-04-09 07:00:00Z,23.5,,42.1,11.9,60.3,18.1
2023-04-09 08:00:00Z,26.6,,40.1,15.1,63.2,20.2
2023-04-09 09:00:00Z,28.1,,40.9,17.4,67.6,28.9
2023-04-09 10:00:00Z,25.0,24.5,24.6,6.5,34.6,61.4
2023-04-09 11:00:00Z,17.5,16.4,15.7,3.3,20.7,78.5
2023-04-09 12:00:00Z,16.6,13.2,9.9,1.5,12.1,91.8
2023-04-09 13:00:00Z,14.2,13.3,7.9,1.6,10.3,99.1
2023-04-09 14:00:00Z,12.1,11.6,8.7,1.4,10.9,100.8
2023-04-09 15:00:00Z,12.0,9.4,9.6,1.3,11.6,97.7
2023-04-09 16:00:00Z,8.5,6.2,9.1,0.9,10.3,98.8
2023-04-09 17:00:00Z,8.0,10.4,11.1,0.8,12.3,96.0
2023-04-09 18:00:00Z,8.7,8.9,15.2,1.0,16.9,88.8
2023-04-09 19:00:00Z,10.3,11.0,19.2,0.7,20.3,82.1
2023-04-09 20:00:00Z,12.2,11.5,20.4,0.6,21.4,75.9
2023-04-09 21:00:00Z,12.4,12.4,23.5,0.6,24.6,72.6
2023-04-09 22:00:00Z,12.8,12.9,24.9,0.5,25.8,69.0
2023-04-09 23:00:00Z,11.5,11.8,24.6,0.4,25.3,67.4
2023-04-10 00:00:00Z,11.0,11.3,27.0,0.6,27.9,63.9
2023-04-10 01:00:00Z,9.7,11.9,30.6,0.6,31.5,57.9
2023-04-10 02:00:00Z,10.4,10.2,25.3,0.6,26.2,59.4
2023-04-10 03:00:00Z,10.0,10.0,25.3,0.6,26.2,53.2
2023-04-10 04:00:00Z,10.1,9.8,23.0,0.6,23.9,57.6
2023-04-10 05:00:00Z,,10.1,27.2,0.7,28.2,48.1
2023-04-10 06:00:00Z,9.2,9.8,31.6,1.3,33.6,41.4
2023-04-10 07:00:00Z,10.6,9.7,35.0,2.7,39.1,38.1
2023-04-10 08:00:00Z,14.1,12.0,37.0,5.1,44.8,35.1
2023-04-10 09:00:00Z,13.7,9.8,27.6,4.8,35.0,48.0
2023-04-10 10:00:00Z,13.2,12.4,20.6,3.2,25.5,55.6
2023-04-10 11:00:00Z,11.4,10.7,21.3,3.0,25.9,59.1
2023-04-10 12:00:00Z,10.3,6.9,18.0,2.7,22.2,68.0
2023-04-10 13:00:00Z,7.5,7.5,14.2,1.7,16.8,77.5
2023-04-10 14:00:00Z,9.6,8.7,12.2,1.8,15.0,73.1
2023-04-10 15:00:00Z,13.2,5.6,10.5,1.3,12.6,66.2
2023-04-10 16:00:00Z,8.0,4.0,12.4,1.7,14.9,53.4
2023-04-10 17:00:00Z,5.6,4.8,13.4,1.7,16.1,53.8
2023-04-10 18:00:00Z,6.3,6.3,13.7,1.5,16.1,71.6
2023-04-10 19:00:00Z,7.9,5.2,18.4,1.2,20.1,65.6
2023-04-10 20:00:00Z,7.6,,24.0,1.3,26.0,55.6
2023-04-10 21:00:00Z,3.3,,20.3,1.1,22.0,56.5
2023-04-10 22:00:00Z,2.7,,10.1,1.1,11.8,80.3
2023-04-10 23:00:00Z,4.6,3.7,9.0,0.6,10.0,81.5
2023-04-11 00:00:00Z,7.0,4.2,7.3,0.6,8.3,78.4
2023-04-11 01:00:00Z,5.5,4.2,6.0,0.8,7.4,77.4
2023-04-11 02:00:00Z,4.7,6.3,5.0,0.8,6.2,78.4
2023-04-11 03:00:00Z,6.9,5.6,5.9,0.6,6.8,76.5
2023-04-11 04:00:00Z,7.0,6.8,7.8,0.8,9.0,72.4
2023-04-11 05:00:00Z,10.0,5.4,14.3,1.1,16.0,64.2
2023-04-11 06:00:00Z,9.0,5.2,23.3,2.4,27.0,55.9
2023-04-11 07:00:00Z,9.4,4.1,25.4,3.2,30.4,54.2
2023-04-11 08:00:00Z,12.5,7.2,21.8,3.9,27.6,58.0
2023-04-11 09:00:00Z,13.9,7.8,16.5,3.1,21.2,67.4
2023-04-11 10:00:00Z,16.0,10.0,11.8,2.7,16.0,74.6
2023-04-11 11:00:00Z,,6.2,10.1,2.6,14.2,
2023-04-11 12:00:00Z,,8.2,,,,
2023-04-11 13:00:00Z,11.7,9.5,,,,81.0
2023-04-11 14:00:00Z,12.7,8.7,,,,81.0
2023-04-11 15:00:00Z,17.0,7.0,10.7,1.9,13.6,80.7
2023-04-11 16:00:00Z,11.0,5.3,9.8,1.5,12.1,82.4
2023-04-11 17:00:00Z,8.6,4.7,15.8,1.6,18.3,70.8
2023-04-11 18:00:00Z,6.3,7.2,18.5,1.3,20.3,69.5
2023-04-11 19:00:00Z,6.7,6.1,23.8,1.0,25.3,62.7
2023-04-11 20:00:00Z,8.5,6.7,29.3,1.1,31.0,51.8
2023-04-11 21:00:00Z,9.4,6.9,20.1,1.0,21.7,56.9
2023-04-11 22:00:00Z,8.4,6.1,18.8,1.1,20.5,52.9
2023-04-11 23:00:00Z,8.4,6.2,13.4,0.6,14.4,57.3
2023-04-12 00:00:00Z,6.3,5.7,9.6,0.5,10.3,59.9
2023-04-12 01:00:00Z,7.6,4.1,7.9,0.6,8.8,65.8
2023-04-12 02:00:00Z,8.6,4.7,6.8,0.7,7.8,68.7
2023-04-12 03:00:00Z,5.7,5.6,6.3,0.6,7.1,69.4
2023-04-12 04:00:00Z,4.7,3.6,7.3,0.9,8.6,74.8
2023-04-12 05:00:00Z,3.1,1.7,19.3,1.3,21.3,66.4
2023-04-12 06:00:00Z,0.6,0.8,30.4,2.9,34.9,61.8
2023-04-12 07:00:00Z,3.1,2.3,32.7,3.7,38.5,62.2
2023-04-12 08:00:00Z,8.2,2.3,32.7,3.6,38.2,67.1
2023-04-12 09:00:00Z,5.3,7.4,25.2,5.0,32.9,74.9
2023-04-12 10:00:00Z,4.2,4.8,12.8,3.4,18.1,84.6
2023-04-12 11:00:00Z,7.5,4.2,10.3,2.6,14.3,88.2
2023-04-12 12:00:00Z,8.7,6.4,8.5,2.2,11.9,90.4
2023-04-12 13:00:00Z,10.9,2.6,7.7,2.2,10.9,92.1
2023-04-12 14:00:00Z,5.4,3.3,8.0,2.1,11.3,93.7
2023-04-12 15:00:00Z,3.4,2.6,8.9,1.8,11.8,91.7
2023-04-12 16:00:00Z,4.7,3.4,8.1,1.8,10.9,93.5
2023-04-12 17:00:00Z,3.9,1.4,9.1,1.6,11.5,92.5
2023-04-12 18:00:00Z,1.2,,15.3,1.8,18.0,85.5
2023-04-12 19:00:00Z,2.9,3.5,20.6,1.5,22.9,74.1
2023-04-12 20:00:00Z,6.4,3.1,13.6,1.2,15.5,82.1
2023-04-12 21:00:00Z,4.3,2.8,12.2,1.0,13.8,79.5
2023-04-12 22:00:00Z,4.4,1.4,10.2,0.8,11.4,84.4
2023-04-12 23:00:00Z,5.2,2.1,7.8,0.7,8.9,84.4
2023-04-13 00:00:00Z,7.4,2.1,7.2,0.6,8.3,81.7
2023-04-13 01:00:00Z,8.7,5.0,6.3,0.8,7.4,83.0
2023-04-13 02:00:00Z,11.8,4.5,6.0,0.8,7.3,83.7
2023-04-13 03:00:00Z,14.0,6.5,6.7,0.6,7.7,83.2
2023-04-13 04:00:00Z,13.2,5.2,7.5,0.6,8.5,81.1
2023-04-13 05:00:00Z,11.0,7.3,14.0,1.2,15.8,74.0
2023-04-13 06:00:00Z,9.5,9.3,21.8,2.1,25.0,64.4
2023-04-13 07:00:00Z,12.4,6.9,22.8,3.7,28.5,62.7
2023-04-13 08:00:00Z,14.3,8.2,15.0,3.5,20.4,74.0
2023-04-13 09:00:00Z,19.0,5.4,13.9,3.6,19.5,76.4
2023-04-13 10:00:00Z,15.9,7.6,9.9,2.9,14.5,85.7
2023-04-13 11:00:00Z,14.8,8.3,9.8,2.3,13.3,87.0
2023-04-13 12:00:00Z,13.9,3.6,12.6,3.2,17.5,84.6
2023-04-13 13:00:00Z,10.7,3.4,11.0,2.9,15.4,87.6
2023-04-13 14:00:00Z,7.7,5.5,8.4,2.2,11.8,89.9
2023-04-13 15:00:00Z,12.4,4.0,17.1,5.3,25.3,82.4
2023-04-13 16:00:00Z,9.5,8.0,27.7,6.2,37.2,69.4
2023-04-13 17:00:00Z,9.3,9.1,29.7,4.2,36.2,69.1
2023-04-13 18:00:00Z,6.0,4.5,14.9,1.4,17.1,81.1
2023-04-13 19:00:00Z,6.7,5.4,19.8,1.7,22.4,72.3
2023-04-13 20:00:00Z,5.7,,19.3,1.7,21.9,69.0
2023-04-13 21:00:00Z,6.0,,25.9,1.6,28.5,63.3
2023-04-13 22:00:00Z,6.5,4.8,17.8,1.3,19.8,69.6
2023-04-13 23:00:00Z,3.4,5.0,17.0,1.0,18.6,69.8
2023-04-14 00:00:00Z,2.3,2.2,15.7,0.7,16.9,69.2
2023-04-14 01:00:00Z,1.9,3.6,17.6,1.1,19.4,63.8
2023-04-14 02:00:00Z,4.1,4.0,16.0,1.0,17.6,57.6
2023-04-14 03:00:00Z,3.2,3.9,18.0,0.8,19.2,51.5
2023-04-14 04:00:00Z,3.7,4.6,22.2,1.1,23.9,42.6
2023-04-14 05:00:00Z,5.8,5.8,38.1,2.1,41.4,19.9
2023-04-14 06:00:00Z,6.7,5.0,51.3,12.4,70.2,6.0
2023-04-14 07:00:00Z,10.3,7.8,48.6,23.2,84.4,8.5
2023-04-14 08:00:00Z,13.1,8.6,43.4,20.5,74.8,16.0
2023-04-14 09:00:00Z,12.9,9.6,36.4,11.8,54.5,28.2
2023-04-14 10:00:00Z,10.6,8.2,25.2,5.3,33.3,48.7
2023-04-14 11:00:00Z,8.6,5.9,21.5,3.1,26.4,58.1
2023-04-14 12:00:00Z,9.3,5.8,18.6,2.7,22.8,63.2
2023-04-14 13:00:00Z,8.9,5.1,18.0,2.6,22.0,69.0
2023-04-14 14:00:00Z,6.2,3.4,23.5,3.2,28.6,59.3
2023-04-14 15:00:00Z,4.5,4.5,20.9,2.6,24.9,62.3
2023-04-14 16:00:00Z,5.4,4.0,21.2,2.7,25.2,61.0
2023-04-14 17:00:00Z,4.5,3.7,22.8,2.8,27.2,56.1
2023-04-14 18:00:00Z,4.5,4.0,24.4,1.7,27.0,52.0
2023-04-14 19:00:00Z,7.9,5.3,27.6,1.4,29.9,46.0
2023-04-14 20:00:00Z,9.0,10.3,30.7,1.6,33.1,40.8
2023-04-14 21:00:00Z,10.6,10.3,25.4,1.7,28.0,42.9
2023-04-14 22:00:00Z,8.6,9.4,22.1,1.1,23.9,41.9
2023-04-14 23:00:00Z,11.7,11.3,25.9,1.1,27.6,36.8
2023-04-15 00:00:00Z,11.4,8.7,25.2,1.0,26.8,33.8
2023-04-15 01:00:00Z,10.4,8.5,25.5,1.5,27.6,29.5
2023-04-15 02:00:00Z,10.1,8.4,22.8,1.4,24.9,29.1
2023-04-15 03:00:00Z,7.2,8.3,28.7,2.2,32.0,19.7
2023-04-15 04:00:00Z,8.0,,31.5,2.9,35.8,20.8
2023-04-15 05:00:00Z,2.8,,15.4,1.6,17.9,45.6
2023-04-15 06:00:00Z,2.8,,21.1,3.2,26.1,48.6
2023-04-15 07:00:00Z,2.9,3.7,18.8,3.2,23.8,40.6
2023-04-15 08:00:00Z,3.2,2.5,26.5,7.4,37.9,29.4
2023-04-15 09:00:00Z,2.4,2.2,20.9,4.9,28.3,43.7
2023-04-15 10:00:00Z,3.8,4.0,17.6,5.0,25.3,52.4
2023-04-15 11:00:00Z,3.8,4.8,24.3,6.5,34.2,50.9
2023-04-15 12:00:00Z,5.3,5.1,22.6,5.8,31.5,53.0
2023-04-15 13:00:00Z,4.8,3.8,23.6,5.1,31.3,59.0
2023-04-15 14:00:00Z,4.2,4.7,19.4,5.1,27.3,65.5
2023-04-15 15:00:00Z,6.7,3.4,21.7,5.5,30.1,63.7
2023-04-15 16:00:00Z,3.9,6.4,20.4,4.9,28.0,69.9
2023-04-15 17:00:00Z,6.9,9.1,26.7,4.6,33.8,68.6
2023-04-15 18:00:00Z,12.3,11.8,36.0,5.4,44.2,55.8
2023-04-15 19:00:00Z,15.7,10.8,37.6,2.9,41.9,54.1
2023-04-15 20:00:00Z,18.1,15.8,29.5,1.7,32.2,60.7
2023-04-15 21:00:00Z,20.2,18.1,45.0,3.2,50.0,42.2
2023-04-15 22:00:00Z,20.7,19.3,35.0,2.2,38.4,55.8
2023-04-15 23:00:00Z,15.2,15.5,34.1,2.1,37.3,57.4
2023-04-16 00:00:00Z,12.9,15.2,30.2,1.9,33.1,58.6
2023-04-16 01:00:00Z,11.9,12.6,27.1,2.7,31.4,60.4
2023-04-16 02:00:00Z,10.8,9.4,28.2,1.5,30.4,59.6
2023-04-16 03:00:00Z,11.8,10.4,26.7,1.2,28.6,57.7
2023-04-16 04:00:00Z,10.0,11.0,24.2,1.3,26.0,53.5
2023-04-16 05:00:00Z,10.1,9.7,28.0,2.1,31.3,52.1
2023-04-16 06:00:00Z,13.8,15.8,25.1,3.2,30.0,54.2
2023-04-16 07:00:00Z,19.5,18.2,25.1,3.7,30.9,55.1
2023-04-16 08:00:00Z,20.6,15.8,16.6,3.2,21.5,67.5
2023-04-16 09:00:00Z,19.3,18.5,15.4,3.5,20.8,72.0
2023-04-16 10:00:00Z,16.9,18.7,14.4,3.6,19.9,76.5
2023-04-16 11:00:00Z,13.6,15.4,12.4,3.5,17.7,84.1
2023-04-16 12:00:00Z,11.1,13.5,9.1,2.3,12.5,91.4
2023-04-16 13:00:00Z,10.2,11.7,10.2,2.8,14.5,90.7
2023-04-16 14:00:00Z,8.9,8.9,11.2,2.8,15.5,91.8
2023-04-16 15:00:00Z,9.9,7.1,11.1,2.4,14.8,93.2
2023-04-16 16:00:00Z,9.0,6.3,13.8,2.8,18.0,91.4
2023-04-16 17:00:00Z,6.8,6.6,16.5,2.7,20.6,92.7
2023-04-16 18:00:00Z,5.9,,20.6,3.0,25.3,86.4
2023-04-16 19:00:00Z,8.5,,30.0,2.3,33.6,77.0
2023-04-16 20:00:00Z,8.8,9.7,31.1,2.1,34.3,72.2
2023-04-16 21:00:00Z,9.7,9.0,41.6,2.5,45.6,61.6
2023-04-16 22:00:00Z,8.8,9.3,37.2,1.9,40.2,62.0
2023-04-16 23:00:00Z,8.0,9.5,34.1,1.9,37.0,60.2
2023-04-17 00:00:00Z,7.8,5.9,36.1,1.1,37.8,54.1
2023-04-17 01:00:00Z,6.2,5.9,30.4,1.2,32.4,56.3
2023-04-17 02:00:00Z,9.4,7.4,23.2,1.4,25.3,57.5
2023-04-17 03:00:00Z,7.9,10.6,24.1,1.3,25.9,49.1
2023-04-17 04:00:00Z,11.4,9.6,32.3,2.0,35.2,41.5
2023-04-17 05:00:00Z,12.2,10.4,50.9,7.3,62.0,22.9
2023-04-17 06:00:00Z,17.0,13.8,59.0,10.2,74.7,14.5
2023-04-17 07:00:00Z,18.6,15.7,59.6,16.7,85.2,12.9
2023-04-17 08:00:00Z,,18.0,54.2,15.3,77.7,17.5
2023-04-17 09:00:00Z,,19.7,41.6,9.9,56.6,28.0
2023-04-17 10:00:00Z,,24.0,32.8,9.5,47.4,36.8
2023-04-17 11:00:00Z,,27.0,27.1,7.5,38.5,43.2
2023-04-17 12:00:00Z,,26.6,24.2,7.1,35.1,49.0
2023-04-17 13:00:00Z,,26.4,27.1,7.2,38.1,48.6
2023-04-17 14:00:00Z,,25.7,24.7,6.0,33.9,53.0
2023-04-17 15:00:00Z,,25.8,30.3,6.2,39.8,51.0
2023-04-17 16:00:00Z,,25.7,26.8,5.8,35.8,59.0
2023-04-17 17:00:00Z,,25.4,27.2,4.7,34.3,60.1
2023-04-17 18:00:00Z,,22.6,26.6,3.1,31.3,56.3
2023-04-17 19:00:00Z,,25.5,26.7,2.7,30.9,52.0
2023-04-17 20:00:00Z,,26.3,24.6,2.0,27.7,50.8
2023-04-17 21:00:00Z,,27.2,29.5,2.7,33.6,44.5
2023-04-17 22:00:00Z,,33.5,29.8,2.9,34.4,40.4
2023-04-17 23:00:00Z,,34.8,25.4,1.6,27.8,44.8
2023-04-18 00:00:00Z,,29.8,20.1,1.3,22.1,48.8
2023-04-18 01:00:00Z,,34.7,18.3,1.0,19.9,46.0
2023-04-18 02:00:00Z,,38.1,17.2,1.0,18.7,44.1
2023-04-18 03:00:00Z,,42.0,21.5,1.1,23.3,40.7
2023-04-18 04:00:00Z,,41.8,27.3,1.3,29.2,34.0
2023-04-18 05:00:00Z,,43.5,43.0,6.1,52.4,16.9
2023-04-18 06:00:00Z,,42.6,47.8,15.3,71.1,12.0
2023-04-18 07:00:00Z,,40.8,44.1,14.4,66.1,16.6
2023-04-18 08:00:00Z,,42.6,35.0,10.4,50.9,29.0
2023-04-18 09:00:00Z,,42.4,27.9,8.6,41.0,41.5
2023-04-18 10:00:00Z,,39.4,24.0,8.0,36.3,52.2
2023-04-18 11:00:00Z,38.2,37.7,21.5,6.1,30.7,62.0
2023-04-18 12:00:00Z,34.5,36.4,19.6,4.0,25.9,77.4
2023-04-18 13:00:00Z,29.1,27.3,22.5,4.7,29.7,80.0
2023-04-18 14:00:00Z,29.6,24.1,25.4,4.8,32.9,87.3
2023-04-18 15:00:00Z,25.1,17.5,19.7,2.6,23.6,93.5
2023-04-18 16:00:00Z,18.4,12.0,17.1,2.3,20.6,90.0
2023-04-18 17:00:00Z,14.7,11.3,22.6,2.0,25.6,81.0
2023-04-18 18:00:00Z,13.2,11.1,23.8,1.6,26.1,72.6
2023-04-18 19:00:00Z,12.8,10.4,25.1,1.2,26.9,70.3
2023-04-18 20:00:00Z,11.2,12.7,22.6,1.1,24.3,63.2
2023-04-18 21:00:00Z,14.1,15.2,23.1,1.0,24.5,55.0
2023-04-18 22:00:00Z,17.0,16.8,24.4,1.1,26.1,50.9
2023-04-18 23:00:00Z,17.7,17.1,25.9,1.0,27.4,47.2
2023-04-19 00:00:00Z,16.9,18.0,36.7,1.7,39.3,32.1
2023-04-19 01:00:00Z,17.6,20.7,31.2,1.1,33.0,35.2
2023-04-19 02:00:00Z,15.7,16.3,21.2,1.2,22.9,40.6
2023-04-19 03:00:00Z,12.1,13.4,21.6,1.5,23.8,37.5
2023-04-19 04:00:00Z,11.5,10.9,27.6,2.7,31.8,30.8
2023-04-19 05:00:00Z,11.8,11.4,47.4,13.9,68.8,14.3
2023-04-19 06:00:00Z,15.2,12.0,50.2,12.5,69.4,12.7
2023-04-19 07:00:00Z,14.6,12.0,36.9,10.7,53.2,24.4
2023-04-19 08:00:00Z,14.9,14.0,27.8,9.6,42.6,31.8
2023-04-19 09:00:00Z,16.9,13.9,20.1,6.8,30.6,39.9
2023-04-19 10:00:00Z,17.9,14.2,19.7,7.3,30.8,44.6
2023-04-19 11:00:00Z,17.8,13.2,16.7,6.2,26.3,56.1
2023-04-19 12:00:00Z,18.9,10.1,12.8,3.6,18.4,71.8
2023-04-19 13:00:00Z,13.5,10.4,11.5,2.9,16.0,79.2
2023-04-19 14:00:00Z,12.5,10.4,10.7,2.4,14.4,81.4
2023-04-19 15:00:00Z,10.3,9.8,13.8,3.9,19.9,80.7
2023-04-19 16:00:00Z,9.2,7.7,14.0,2.7,18.2,77.9
2023-04-19 17:00:00Z,10.4,8.4,17.6,2.6,21.5,73.3
2023-04-19 18:00:00Z,7.9,9.1,17.2,1.6,19.7,72.2
2023-04-19 19:00:00Z,8.2,8.0,21.3,1.3,23.5,66.9
2023-04-19 20:00:00Z,10.2,6.7,27.9,1.3,29.9,59.0
2023-04-19 21:00:00Z,11.1,10.4,26.9,1.3,28.8,59.8
2023-04-19 22:00:00Z,14.1,11.1,19.8,0.9,21.1,79.1
2023-04-19 23:00:00Z,16.7,11.8,19.4,0.7,20.5,78.5
2023-04-20 00:00:00Z,15.0,10.4,17.2,0.8,18.4,80.5
2023-04-20 01:00:00Z,13.4,13.3,14.3,0.6,15.4,81.4
2023-04-20 02:00:00Z,12.7,11.6,15.3,0.7,16.4,77.2
2023-04-20 03:00:00Z,13.6,9.8,18.5,0.6,19.4,70.9
2023-04-20 04:00:00Z,14.4,7.4,30.1,0.9,31.6,59.2
2023-04-20 05:00:00Z,13.0,9.1,54.8,3.2,59.8,38.1
2023-04-20 06:00:00Z,13.9,7.0,48.0,4.2,54.3,43.8
2023-04-20 07:00:00Z,18.1,8.1,46.6,8.5,59.7,45.8
2023-04-20 08:00:00Z,17.8,10.7,29.5,6.9,40.0,62.7
2023-04-20 09:00:00Z,17.7,11.7,25.5,5.6,34.1,72.4
2023-04-20 10:00:00Z,17.6,13.0,21.4,4.4,28.2,89.6
2023-04-20 11:00:00Z,,11.6,18.8,4.0,24.9,90.9
2023-04-20 12:00:00Z,,14.5,22.1,4.2,28.5,81.5
2023-04-20 13:00:00Z,,12.9,20.5,5.7,29.2,79.7
2023-04-20 14:00:00Z,25.8,15.0,25.8,5.6,34.3,70.7
2023-04-20 15:00:00Z,22.7,15.6,23.5,4.3,30.1,73.2
2023-04-20 16:00:00Z,19.6,13.9,21.7,3.2,26.6,74.8
2023-04-20 17:00:00Z,17.7,12.7,24.4,4.0,30.6,71.7
2023-04-20 18:00:00Z,18.8,14.4,25.5,3.5,30.8,70.5
2023-04-20 19:00:00Z,20.0,14.9,29.8,2.9,34.4,62.8
2023-04-20 20:00:00Z,19.8,14.7,29.5,2.2,32.9,62.2
2023-04-20 21:00:00Z,15.7,13.2,30.5,1.8,33.2,57.6
2023-04-20 22:00:00Z,15.3,12.7,37.6,2.5,41.5,44.4
2023-04-20 23:00:00Z,14.5,13.5,33.5,2.0,36.5,45.6
2023-04-21 00:00:00Z,17.1,9.9,34.8,2.1,38.0,41.4
2023-04-21 01:00:00Z,17.1,14.8,28.5,1.9,31.4,43.4
2023-04-21 02:00:00Z,17.5,15.9,25.1,1.6,27.6,44.7
2023-04-21 03:00:00Z,14.4,16.5,22.9,1.3,25.0,51.4
2023-04-21 04:00:00Z,14.6,11.6,21.1,0.9,22.5,56.1
2023-04-21 05:00:00Z,14.4,13.4,40.1,3.7,45.7,38.5
2023-04-21 06:00:00Z,18.0,14.0,44.8,6.7,55.2,31.4
2023-04-21 07:00:00Z,17.7,16.4,33.0,5.5,41.4,44.0
2023-04-21 08:00:00Z,24.2,16.8,38.7,9.2,52.7,43.5
2023-04-21 09:00:00Z,22.2,14.3,29.2,8.0,41.5,64.4
2023-04-21 10:00:00Z,22.0,13.1,24.6,6.4,34.4,70.1
2023-04-21 11:00:00Z,19.7,15.7,19.6,3.5,25.0,81.1
2023-04-21 12:00:00Z,14.8,16.1,16.4,2.8,20.7,87.0
2023-04-21 13:00:00Z,15.1,13.7,26.5,5.7,35.2,80.7
2023-04-21 14:00:00Z,19.8,14.5,25.2,5.5,33.7,83.6
2023-04-21 15:00:00Z,19.5,15.6,27.1,5.4,35.3,86.8
2023-04-21 16:00:00Z,21.3,14.8,30.0,5.6,38.7,84.2
2023-04-21 17:00:00Z,20.6,15.4,38.1,5.5,46.5,77.8
2023-04-21 18:00:00Z,23.3,17.7,38.6,2.7,42.7,77.4
2023-04-21 19:00:00Z,26.8,18.0,54.8,3.0,59.4,61.5
2023-04-21 20:00:00Z,27.9,21.1,58.1,2.1,61.3,52.3
2023-04-21 21:00:00Z,22.9,19.3,49.0,1.1,50.7,52.3
2023-04-21 22:00:00Z,25.8,19.4,73.3,4.9,80.7,26.5
2023-04-21 23:00:00Z,35.7,25.2,94.3,11.3,111.8,5.0
2023-04-22 00:00:00Z,47.5,34.4,80.9,7.3,92.1,10.3
2023-04-22 01:00:00Z,35.5,31.7,71.4,3.8,77.2,17.0
2023-04-22 02:00:00Z,24.2,23.7,56.1,2.4,59.7,27.8
2023-04-22 03:00:00Z,22.0,20.6,42.3,0.9,43.7,37.2
