,PA18:PM10,PA18:PM25,PA18:NO2,PA18:NO,PA18:NOX,PA18:O3
,PARIS 18ème,PARIS 18ème,PARIS 18ème,PARIS 18ème,PARIS 18ème,PARIS 18ème
,PA18,PA18,PA18,PA18,PA18,PA18
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote,ozone
,PM10,PM25,NO2,NO,NOX,O3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2023-06-15 08:00:00Z,37.6,19.1,59.9,11.4,77.4,57.1
2023-06-15 09:00:00Z,44.6,18.0,42.5,7.8,54.4,84.0
2023-06-15 10:00:00Z,30.8,17.8,29.6,4.8,36.9,109.3
2023-06-15 11:00:00Z,30.3,15.1,22.0,3.0,26.5,127.8
2023-06-15 12:00:00Z,29.5,17.7,20.1,2.7,24.2,142.6
2023-06-15 13:00:00Z,23.5,15.6,20.8,2.5,24.6,145.7
2023-06-15 14:00:00Z,25.3,11.3,17.4,1.6,19.9,151.7
2023-06-15 15:00:00Z,26.1,20.6,20.4,2.4,23.9,152.8
2023-06-15 16:00:00Z,25.0,13.5,19.2,2.0,22.2,146.1
2023-06-15 17:00:00Z,22.3,12.6,17.0,1.8,19.7,142.2
2023-06-15 18:00:00Z,25.3,11.3,19.5,1.7,22.0,136.2
2023-06-15 19:00:00Z,22.7,9.3,19.0,0.8,20.3,130.5
2023-06-15 20:00:00Z,18.2,15.3,26.2,1.1,27.8,119.8
2023-06-15 21:00:00Z,20.7,14.5,23.2,0.2,23.6,112.6
2023-06-15 22:00:00Z,19.6,16.3,44.9,0.9,46.4,83.2
2023-06-15 23:00:00Z,23.2,14.5,47.8,1.0,49.2,69.9
2023-06-16 00:00:00Z,22.6,16.2,47.9,0.7,49.0,66.9
2023-06-16 01:00:00Z,18.1,15.9,39.4,0.5,40.0,69.8
2023-06-16 02:00:00Z,18.2,14.2,28.6,0.6,29.5,76.0
2023-06-16 03:00:00Z,18.0,14.3,27.1,0.9,28.5,73.8
2023-06-16 04:00:00Z,19.8,16.4,30.7,1.2,32.5,67.5
2023-06-16 05:00:00Z,24.9,15.2,51.9,3.4,57.0,47.0
2023-06-16 06:00:00Z,29.7,21.3,63.4,7.5,74.9,41.6
2023-06-16 07:00:00Z,36.0,20.4,67.0,11.7,85.0,46.5
2023-06-16 08:00:00Z,45.8,21.6,69.9,14.0,91.2,51.2
2023-06-16 09:00:00Z,50.0,24.8,66.1,13.7,87.2,71.2
2023-06-16 10:00:00Z,42.6,21.6,30.3,3.5,35.7,122.6
2023-06-16 11:00:00Z,28.6,16.6,21.2,2.7,25.5,136.0
2023-06-16 12:00:00Z,24.9,18.8,19.9,2.3,23.5,145.5
2023-06-16 13:00:00Z,24.0,20.7,20.2,2.1,23.4,153.9
2023-06-16 14:00:00Z,22.8,17.6,18.2,1.6,20.7,159.2
2023-06-16 15:00:00Z,23.2,19.1,16.7,1.2,18.6,164.2
2023-06-16 16:00:00Z,25.6,14.6,17.4,1.4,19.4,165.4
2023-06-16 17:00:00Z,27.1,14.7,19.3,1.4,21.4,160.0
2023-06-16 18:00:00Z,26.7,14.5,20.8,0.7,21.9,151.4
2023-06-16 19:00:00Z,24.2,11.4,20.3,0.4,20.9,143.7
2023-06-16 20:00:00Z,25.0,12.4,24.1,0.5,24.8,130.0
2023-06-16 21:00:00Z,22.7,17.4,31.6,0.4,32.2,111.9
2023-06-16 22:00:00Z,25.8,17.8,32.8,0.5,33.6,104.8
2023-06-16 23:00:00Z,25.6,18.4,29.2,0.5,30.2,107.7
2023-06-17 00:00:00Z,24.5,19.4,21.4,0.6,22.4,117.4
2023-06-17 01:00:00Z,24.1,15.5,20.7,0.3,21.1,113.4
2023-06-17 02:00:00Z,22.4,14.3,17.5,0.2,17.9,111.5
2023-06-17 03:00:00Z,22.3,16.1,14.2,0.5,15.0,110.5
2023-06-17 04:00:00Z,21.0,12.7,13.5,0.6,14.4,107.2
2023-06-17 05:00:00Z,22.7,12.9,18.8,0.7,20.0,94.8
2023-06-17 06:00:00Z,25.0,12.1,21.7,0.9,23.1,92.0
2023-06-17 07:00:00Z,23.5,16.5,25.0,1.4,27.2,91.9
2023-06-17 08:00:00Z,23.6,17.1,25.6,1.7,28.1,90.7
2023-06-17 09:00:00Z,23.8,16.2,31.9,2.6,35.8,90.4
2023-06-17 10:00:00Z,23.0,15.5,26.9,2.9,31.3,108.3
2023-06-17 11:00:00Z,24.1,19.1,16.0,1.7,18.6,137.0
2023-06-17 12:00:00Z,23.4,18.3,10.0,1.0,11.5,142.9
2023-06-17 13:00:00Z,23.2,6.7,9.8,1.1,11.4,138.2
2023-06-17 14:00:00Z,22.2,9.1,12.4,1.0,13.9,131.1
2023-06-17 15:00:00Z,23.3,13.3,9.9,1.0,11.4,124.1
2023-06-17 16:00:00Z,22.8,16.0,16.4,1.8,19.2,76.6
2023-06-17 17:00:00Z,18.0,13.2,27.0,2.8,31.3,81.0
2023-06-17 18:00:00Z,21.9,16.7,22.4,1.6,24.9,96.2
2023-06-17 19:00:00Z,20.5,17.8,27.4,1.2,29.3,88.9
2023-06-17 20:00:00Z,24.6,22.6,27.4,0.6,28.4,91.2
2023-06-17 21:00:00Z,25.0,20.0,30.5,0.6,31.5,82.7
2023-06-17 22:00:00Z,27.7,16.0,28.5,0.7,29.6,86.4
2023-06-17 23:00:00Z,31.0,17.6,27.0,0.6,27.9,86.9
2023-06-18 00:00:00Z,26.8,18.0,18.6,0.5,19.3,93.8
2023-06-18 01:00:00Z,21.5,16.6,23.0,0.4,23.7,83.3
2023-06-18 02:00:00Z,20.2,16.2,18.1,0.6,18.9,76.0
2023-06-18 03:00:00Z,31.3,,23.6,0.9,24.9,65.1
2023-06-18 04:00:00Z,44.5,,15.5,1.0,17.0,58.7
2023-06-18 05:00:00Z,17.0,11.3,20.2,1.2,22.0,49.1
2023-06-18 06:00:00Z,18.3,11.7,21.8,1.7,24.3,49.6
2023-06-18 07:00:00Z,13.4,11.3,17.4,1.3,19.5,56.3
2023-06-18 08:00:00Z,11.7,12.0,16.8,1.9,19.8,64.6
2023-06-18 09:00:00Z,16.9,10.9,13.1,1.5,15.4,76.7
2023-06-18 10:00:00Z,18.5,15.0,15.4,1.5,17.6,77.2
2023-06-18 11:00:00Z,17.9,13.4,13.2,1.5,15.5,86.5
2023-06-18 12:00:00Z,19.6,10.7,9.9,1.2,11.7,99.6
2023-06-18 13:00:00Z,18.7,6.7,8.4,0.9,9.8,101.0
2023-06-18 14:00:00Z,15.0,9.4,8.0,1.1,9.7,90.9
2023-06-18 15:00:00Z,14.8,13.0,9.3,1.0,10.7,91.0
2023-06-18 16:00:00Z,13.0,11.6,8.3,0.7,9.4,93.5
2023-06-18 17:00:00Z,8.8,3.7,10.5,0.3,10.9,87.9
2023-06-18 18:00:00Z,,14.0,12.7,0.6,13.6,74.2
2023-06-18 19:00:00Z,7.8,10.7,19.0,0.9,20.4,61.0
2023-06-18 20:00:00Z,9.6,9.6,14.8,1.0,16.3,59.5
2023-06-18 21:00:00Z,7.5,9.1,11.3,0.6,12.1,57.2
2023-06-18 22:00:00Z,6.4,8.4,11.6,0.6,12.5,58.6
2023-06-18 23:00:00Z,4.6,11.2,9.6,0.7,10.6,61.8
2023-06-19 00:00:00Z,9.1,9.6,7.3,0.5,8.0,55.8
2023-06-19 01:00:00Z,10.7,10.6,7.2,0.6,8.0,50.7
2023-06-19 02:00:00Z,13.7,11.4,6.2,0.6,7.2,48.6
2023-06-19 03:00:00Z,17.2,11.8,7.2,0.7,8.3,38.7
2023-06-19 04:00:00Z,19.1,9.9,8.8,0.7,10.0,36.1
2023-06-19 05:00:00Z,16.5,14.3,11.3,1.0,12.8,35.7
2023-06-19 06:00:00Z,17.7,13.2,16.6,3.4,21.8,34.3
2023-06-19 07:00:00Z,20.2,13.5,24.4,7.3,35.5,31.5
2023-06-19 08:00:00Z,29.1,14.5,35.5,14.1,57.2,19.4
2023-06-19 09:00:00Z,30.9,19.6,28.8,9.4,43.2,38.2
2023-06-19 10:00:00Z,,20.2,,,,58.1
2023-06-19 11:00:00Z,,15.2,,,,70.8
2023-06-19 12:00:00Z,,6.0,16.7,2.8,21.0,83.1
2023-06-19 13:00:00Z,,9.9,16.3,1.3,18.4,92.7
2023-06-19 14:00:00Z,,,25.4,2.2,28.8,81.8
2023-06-19 15:00:00Z,,,29.3,1.9,32.2,76.2
2023-06-19 16:00:00Z,,,32.7,2.5,36.6,73.9
2023-06-19 17:00:00Z,,,21.2,1.5,23.6,79.4
2023-06-19 18:00:00Z,,,16.1,1.4,18.4,65.8
2023-06-19 19:00:00Z,,,20.0,1.9,22.9,57.2
2023-06-19 20:00:00Z,,,16.3,0.8,17.5,58.5
2023-06-19 21:00:00Z,,,12.2,0.7,13.3,56.1
2023-06-19 22:00:00Z,,,10.0,0.5,10.8,65.2
2023-06-19 23:00:00Z,,7.9,9.7,0.6,10.6,66.2
2023-06-20 00:00:00Z,,7.9,15.8,0.6,16.8,53.3
2023-06-20 01:00:00Z,,4.0,12.3,0.5,13.2,47.5
2023-06-20 02:00:00Z,,6.2,11.1,0.5,11.9,40.7
2023-06-20 03:00:00Z,,6.4,12.6,0.7,13.6,35.0
2023-06-20 04:00:00Z,,3.8,15.4,0.7,16.5,28.6
2023-06-20 05:00:00Z,,9.5,22.1,1.7,24.7,20.4
2023-06-20 06:00:00Z,,8.3,26.7,4.1,32.9,21.9
2023-06-20 07:00:00Z,,6.7,26.5,6.0,35.6,27.0
2023-06-20 08:00:00Z,,13.9,27.1,5.2,35.0,34.6
2023-06-20 09:00:00Z,,15.2,19.5,3.9,25.5,50.8
2023-06-20 10:00:00Z,,10.7,14.1,2.8,18.4,61.3
2023-06-20 11:00:00Z,,11.0,13.9,2.8,18.4,80.4
2023-06-20 12:00:00Z,,,10.0,1.7,12.6,93.0
2023-06-20 13:00:00Z,,,7.9,1.6,10.4,94.9
2023-06-20 14:00:00Z,,13.6,11.2,1.8,14.0,92.6
2023-06-20 15:00:00Z,,,9.7,1.4,11.8,96.2
2023-06-20 16:00:00Z,,,10.8,1.0,12.5,96.5
2023-06-20 17:00:00Z,,,11.1,1.0,12.6,92.8
2023-06-20 18:00:00Z,,,11.7,1.3,13.8,90.3
2023-06-20 19:00:00Z,,,11.1,0.6,12.1,93.2
2023-06-20 20:00:00Z,,,10.1,0.6,10.9,91.4
2023-06-20 21:00:00Z,,7.5,12.4,0.5,13.2,81.7
2023-06-20 22:00:00Z,,10.6,12.6,0.7,13.8,79.1
2023-06-20 23:00:00Z,,6.2,12.5,0.7,13.7,77.0
2023-06-21 00:00:00Z,,7.8,11.7,0.5,12.5,72.9
2023-06-21 01:00:00Z,,9.7,9.2,0.2,9.5,71.6
2023-06-21 02:00:00Z,,5.3,7.2,0.6,8.0,69.5
2023-06-21 03:00:00Z,,2.2,6.2,0.4,7.0,65.3
2023-06-21 04:00:00Z,,2.7,10.1,0.9,11.4,55.9
2023-06-21 05:00:00Z,,3.3,14.7,1.2,16.4,48.2
2023-06-21 06:00:00Z,,9.8,21.3,4.1,27.6,38.4
2023-06-21 07:00:00Z,,7.5,31.0,10.1,46.5,31.9
2023-06-21 08:00:00Z,,10.1,27.7,6.6,37.8,57.4
2023-06-21 09:00:00Z,,4.8,25.3,5.8,34.2,62.3
2023-06-21 10:00:00Z,,8.8,26.6,5.0,34.1,70.6
2023-06-21 11:00:00Z,,6.1,21.2,2.9,25.8,88.0
2023-06-21 12:00:00Z,,,21.3,3.0,25.8,98.8
2023-06-21 13:00:00Z,,,17.3,2.1,20.5,116.1
2023-06-21 14:00:00Z,,,15.9,1.4,18.2,129.1
2023-06-21 15:00:00Z,,14.5,25.1,1.3,27.2,125.0
2023-06-21 16:00:00Z,20.5,16.9,32.5,1.6,34.9,116.1
2023-06-21 17:00:00Z,24.2,,38.8,2.0,41.9,107.5
2023-06-21 18:00:00Z,22.9,12.3,30.9,1.7,33.6,110.2
2023-06-21 19:00:00Z,22.9,8.7,22.5,1.0,24.1,96.2
2023-06-21 20:00:00Z,16.4,5.6,27.5,1.7,30.2,75.4
2023-06-21 21:00:00Z,15.0,6.3,23.7,1.1,25.3,70.3
2023-06-21 22:00:00Z,15.0,9.7,22.8,1.4,25.0,61.8
2023-06-21 23:00:00Z,12.9,8.9,18.7,1.0,20.2,55.7
2023-06-22 00:00:00Z,13.1,6.1,15.4,1.1,17.3,54.2
2023-06-22 01:00:00Z,12.5,10.3,14.6,0.9,15.9,52.3
2023-06-22 02:00:00Z,8.8,8.3,13.6,0.7,14.8,51.2
2023-06-22 03:00:00Z,12.5,7.5,14.0,1.0,15.5,49.5
2023-06-22 04:00:00Z,13.1,,18.4,1.0,20.0,47.1
2023-06-22 05:00:00Z,12.3,,29.0,2.5,32.8,40.7
2023-06-22 06:00:00Z,13.5,12.4,40.7,4.1,47.1,25.1
2023-06-22 07:00:00Z,18.9,9.6,41.7,5.5,50.2,19.8
2023-06-22 08:00:00Z,20.9,14.9,45.1,7.4,56.4,16.4
2023-06-22 09:00:00Z,24.1,22.6,35.9,6.0,45.0,25.9
2023-06-22 10:00:00Z,22.5,19.7,29.6,6.2,39.0,33.2
2023-06-22 11:00:00Z,16.9,17.7,24.0,6.0,33.3,50.1
2023-06-22 12:00:00Z,14.7,,16.6,3.6,22.1,72.3
2023-06-22 13:00:00Z,17.7,,19.0,4.8,26.5,72.1
2023-06-22 14:00:00Z,20.6,19.7,22.4,3.4,27.5,76.7
2023-06-22 15:00:00Z,23.4,16.0,22.5,2.7,26.6,81.8
2023-06-22 16:00:00Z,20.3,14.5,23.6,3.3,28.6,78.3
2023-06-22 17:00:00Z,20.1,10.0,19.6,2.9,24.0,84.0
2023-06-22 18:00:00Z,16.3,,19.8,3.1,24.5,76.7
2023-06-22 19:00:00Z,16.1,6.5,17.7,1.5,20.0,75.6
2023-06-22 20:00:00Z,12.9,6.8,18.7,0.9,20.1,71.8
2023-06-22 21:00:00Z,12.3,9.5,23.7,0.9,25.2,60.2
2023-06-22 22:00:00Z,15.6,10.1,29.5,1.5,31.8,53.7
2023-06-22 23:00:00Z,11.7,7.6,20.7,0.8,22.0,61.0
2023-06-23 00:00:00Z,11.4,6.3,14.0,0.5,14.7,68.0
2023-06-23 01:00:00Z,9.4,7.9,11.6,0.4,11.9,69.2
2023-06-23 02:00:00Z,13.6,6.4,10.8,0.4,11.4,65.2
2023-06-23 03:00:00Z,14.6,8.2,11.1,0.5,11.7,60.9
2023-06-23 04:00:00Z,12.4,11.2,12.7,0.6,13.7,52.2
2023-06-23 05:00:00Z,12.7,10.2,17.1,1.4,19.3,46.2
2023-06-23 06:00:00Z,14.4,7.7,20.9,4.1,27.1,42.3
2023-06-23 07:00:00Z,15.9,8.0,22.1,5.9,31.1,41.4
2023-06-23 08:00:00Z,20.5,10.3,25.0,8.2,37.4,43.4
2023-06-23 09:00:00Z,21.5,9.8,26.8,8.6,40.1,52.1
2023-06-23 10:00:00Z,24.2,,22.0,5.4,30.2,71.3
2023-06-23 11:00:00Z,16.0,,13.0,2.9,17.5,93.7
2023-06-23 12:00:00Z,12.8,,12.4,2.1,15.5,109.6
2023-06-23 13:00:00Z,14.7,,10.6,1.5,12.9,124.0
2023-06-23 14:00:00Z,14.2,4.5,12.7,1.2,14.6,128.5
2023-06-23 15:00:00Z,14.1,,12.6,1.1,14.4,131.6
2023-06-23 16:00:00Z,14.4,12.7,14.9,1.4,17.1,129.4
2023-06-23 17:00:00Z,12.8,6.7,11.5,1.0,12.9,128.3
2023-06-23 18:00:00Z,12.6,7.3,15.7,0.9,17.3,119.9
2023-06-23 19:00:00Z,13.0,11.6,18.9,0.9,20.4,109.1
2023-06-23 20:00:00Z,15.1,9.5,23.0,0.8,24.2,94.9
2023-06-23 21:00:00Z,15.1,8.2,20.0,0.7,21.1,81.2
2023-06-23 22:00:00Z,14.3,8.0,20.4,0.9,21.8,63.1
2023-06-23 23:00:00Z,13.9,6.1,25.1,1.5,27.5,53.6
2023-06-24 00:00:00Z,11.6,5.4,21.2,0.7,22.4,56.2
2023-06-24 01:00:00Z,9.4,5.7,23.2,0.8,24.5,51.7
2023-06-24 02:00:00Z,9.0,8.8,17.7,0.7,18.7,57.2
2023-06-24 03:00:00Z,9.7,5.7,18.7,1.3,20.7,52.3
2023-06-24 04:00:00Z,10.2,2.4,21.0,1.0,22.6,46.7
2023-06-24 05:00:00Z,10.4,5.1,31.0,2.4,34.6,37.2
2023-06-24 06:00:00Z,11.8,6.2,30.9,4.8,38.3,38.3
2023-06-24 07:00:00Z,11.0,4.6,29.9,5.7,38.6,48.7
2023-06-24 08:00:00Z,14.3,9.0,27.2,6.2,36.7,53.5
2023-06-24 09:00:00Z,15.4,8.6,29.3,7.5,40.6,58.8
2023-06-24 10:00:00Z,15.3,3.8,21.6,4.6,28.6,80.4
2023-06-24 11:00:00Z,23.9,7.7,17.2,2.9,21.6,108.2
2023-06-24 12:00:00Z,20.1,16.7,12.8,1.6,15.2,130.6
2023-06-24 13:00:00Z,17.4,15.2,12.6,1.4,14.8,138.1
2023-06-24 14:00:00Z,15.4,14.6,13.5,1.4,15.6,149.4
2023-06-24 15:00:00Z,21.0,16.9,15.2,1.9,18.0,148.7
2023-06-24 16:00:00Z,20.4,8.0,16.7,1.5,19.1,139.6
2023-06-24 17:00:00Z,17.8,8.7,17.6,1.7,20.2,134.9
2023-06-24 18:00:00Z,13.3,8.2,18.1,1.0,19.8,132.7
2023-06-24 19:00:00Z,12.1,8.6,18.2,0.7,19.3,117.7
2023-06-24 20:00:00Z,20.1,9.2,26.9,0.8,27.8,93.1
2023-06-24 21:00:00Z,15.8,8.0,30.9,1.0,32.5,80.4
2023-06-24 22:00:00Z,15.9,10.8,34.3,1.1,36.0,67.5
2023-06-24 23:00:00Z,15.2,10.4,27.2,1.0,28.6,68.3
2023-06-25 00:00:00Z,14.4,8.2,19.9,0.7,21.1,71.2
2023-06-25 01:00:00Z,14.5,10.7,24.7,0.7,25.8,61.6
2023-06-25 02:00:00Z,16.6,11.9,26.1,0.7,27.2,59.2
2023-06-25 03:00:00Z,16.9,11.5,23.8,0.6,24.7,56.8
2023-06-25 04:00:00Z,13.6,9.8,25.8,0.9,27.2,51.4
2023-06-25 05:00:00Z,14.2,8.2,32.7,1.5,35.1,40.5
2023-06-25 06:00:00Z,16.9,9.9,35.5,3.6,41.0,41.2
2023-06-25 07:00:00Z,15.9,8.7,13.5,1.3,15.6,84.5
2023-06-25 08:00:00Z,12.8,7.8,16.3,1.8,19.0,90.7
2023-06-25 09:00:00Z,15.6,11.1,16.8,2.1,20.1,105.9
2023-06-25 10:00:00Z,18.3,13.8,13.9,1.3,15.9,134.0
2023-06-25 11:00:00Z,15.1,10.1,9.5,1.0,11.2,149.3
2023-06-25 12:00:00Z,13.4,10.2,8.5,0.9,9.8,155.4
2023-06-25 13:00:00Z,15.9,13.3,8.7,0.6,9.8,154.8
2023-06-25 14:00:00Z,16.4,,6.7,0.6,7.7,144.5
2023-06-25 15:00:00Z,18.2,,6.5,0.7,7.5,139.1
2023-06-25 16:00:00Z,17.5,,6.3,0.6,7.3,143.8
2023-06-25 17:00:00Z,15.1,,7.4,0.8,8.6,142.3
2023-06-25 18:00:00Z,17.3,,9.2,0.5,10.1,138.7
2023-06-25 19:00:00Z,17.5,13.7,10.8,0.6,11.7,128.5
2023-06-25 20:00:00Z,17.4,13.1,12.7,0.3,13.3,117.8
2023-06-25 21:00:00Z,25.6,,11.4,0.5,12.3,90.1
2023-06-25 22:00:00Z,20.6,,10.0,0.6,11.0,80.9
2023-06-25 23:00:00Z,19.6,9.1,8.6,1.1,10.3,63.4
2023-06-26 00:00:00Z,10.2,3.9,6.8,0.5,7.5,55.9
2023-06-26 01:00:00Z,7.0,5.3,6.3,0.5,7.1,55.3
2023-06-26 02:00:00Z,10.4,6.0,8.6,0.5,9.4,51.5
2023-06-26 03:00:00Z,11.9,4.4,6.7,0.4,7.4,68.3
2023-06-26 04:00:00Z,13.0,2.1,6.3,0.6,7.3,75.0
2023-06-26 05:00:00Z,11.0,,8.4,0.7,9.5,72.4
2023-06-26 06:00:00Z,14.0,8.9,12.9,1.5,15.3,66.2
2023-06-26 07:00:00Z,17.7,,15.1,2.7,19.1,61.8
2023-06-26 08:00:00Z,19.1,,13.3,3.1,18.2,67.0
2023-06-26 09:00:00Z,19.9,,10.9,2.7,14.9,73.1
2023-06-26 10:00:00Z,18.3,,9.6,2.1,12.8,80.6
2023-06-26 11:00:00Z,16.7,,8.2,1.8,11.0,86.8
2023-06-26 12:00:00Z,14.7,9.0,9.9,2.1,13.1,91.7
2023-06-26 13:00:00Z,16.9,6.0,8.7,1.8,11.5,95.6
2023-06-26 14:00:00Z,17.9,4.0,10.3,1.9,13.2,97.7
2023-06-26 15:00:00Z,20.5,7.2,9.8,1.8,12.6,96.3
2023-06-26 16:00:00Z,18.7,7.6,13.3,2.1,16.6,92.0
2023-06-26 17:00:00Z,17.7,7.7,15.8,2.3,19.4,89.6
2023-06-26 18:00:00Z,19.7,6.9,14.4,1.5,16.9,85.0
2023-06-26 19:00:00Z,17.2,2.7,15.8,1.7,18.4,78.6
2023-06-26 20:00:00Z,12.1,5.1,12.9,1.0,14.6,78.6
2023-06-26 21:00:00Z,11.4,5.6,11.8,0.9,13.2,71.7
2023-06-26 22:00:00Z,13.3,7.4,15.0,0.7,16.1,66.0
2023-06-26 23:00:00Z,13.2,6.2,12.6,0.6,13.5,64.2
2023-06-27 00:00:00Z,13.4,8.5,12.0,0.8,13.3,63.6
2023-06-27 01:00:00Z,10.2,7.5,9.4,0.7,10.5,63.6
2023-06-27 02:00:00Z,11.6,9.7,7.4,0.3,8.0,64.9
2023-06-27 03:00:00Z,11.9,,7.1,0.6,8.0,64.8
2023-06-27 04:00:00Z,12.4,,7.0,0.5,7.8,66.7
2023-06-27 05:00:00Z,15.1,,15.3,1.2,17.0,57.5
2023-06-27 06:00:00Z,17.2,,21.7,2.3,25.2,53.8
2023-06-27 07:00:00Z,17.2,,23.3,4.8,30.6,52.6
2023-06-27 08:00:00Z,21.2,,22.5,6.1,31.7,55.7
2023-06-27 09:00:00Z,25.0,,19.1,5.1,27.1,63.2
2023-06-27 10:00:00Z,22.2,,11.9,2.9,16.3,77.8
2023-06-27 11:00:00Z,18.2,,11.4,2.5,15.1,86.5
2023-06-27 12:00:00Z,19.2,,12.5,2.8,16.8,93.0
2023-06-27 13:00:00Z,18.6,,12.7,2.7,16.6,90.9
2023-06-27 14:00:00Z,21.9,,13.7,2.7,17.9,95.1
2023-06-27 15:00:00Z,18.4,,8.0,1.1,9.7,103.6
2023-06-27 16:00:00Z,18.4,,12.2,2.3,15.9,101.7
2023-06-27 17:00:00Z,16.2,9.3,14.1,1.8,16.8,101.5
2023-06-27 18:00:00Z,19.9,12.0,15.8,2.2,19.3,91.1
2023-06-27 19:00:00Z,19.4,8.5,16.3,2.2,19.7,77.6
2023-06-27 20:00:00Z,19.1,9.7,15.3,1.4,17.5,74.9
2023-06-27 21:00:00Z,18.2,11.6,18.4,1.3,20.4,67.0
2023-06-27 22:00:00Z,17.5,10.3,15.9,1.1,17.7,62.9
2023-06-27 23:00:00Z,14.0,,15.2,1.2,17.2,60.6
2023-06-28 00:00:00Z,14.1,,11.5,0.6,12.4,62.9
2023-06-28 01:00:00Z,14.5,,12.7,0.3,13.2,60.5
2023-06-28 02:00:00Z,16.2,,11.3,0.5,12.1,59.8
2023-06-28 03:00:00Z,17.4,,9.8,0.4,10.4,62.1
2023-06-28 04:00:00Z,11.4,,13.4,0.6,14.2,55.1
2023-06-28 05:00:00Z,13.8,,21.5,1.6,23.9,54.6
2023-06-28 06:00:00Z,18.7,5.0,30.9,4.3,37.4,49.6
2023-06-28 07:00:00Z,23.3,12.1,30.2,4.9,37.7,52.3
2023-06-28 08:00:00Z,21.1,,21.1,4.9,28.7,58.7
2023-06-28 09:00:00Z,21.3,,20.7,5.0,28.4,59.7
2023-06-28 10:00:00Z,18.5,,15.3,4.0,21.5,72.9
2023-06-28 11:00:00Z,19.3,7.9,12.9,2.8,17.2,83.3
2023-06-28 12:00:00Z,23.0,15.3,10.5,1.7,13.2,101.7
2023-06-28 13:00:00Z,24.4,16.0,10.5,1.4,12.8,110.9
2023-06-28 14:00:00Z,25.6,15.5,13.4,1.4,15.7,111.9
2023-06-28 15:00:00Z,25.2,14.9,15.0,1.1,16.7,106.3
2023-06-28 16:00:00Z,28.1,14.4,18.9,1.3,21.0,95.0
2023-06-28 17:00:00Z,24.9,20.7,19.7,2.0,22.8,87.0
2023-06-28 18:00:00Z,25.1,18.1,17.3,1.7,19.9,84.5
2023-06-28 19:00:00Z,30.0,20.9,20.0,1.2,22.0,78.1
2023-06-28 20:00:00Z,31.6,23.9,21.1,0.8,22.3,72.1
2023-06-28 21:00:00Z,32.3,24.4,20.7,0.6,21.7,72.5
2023-06-28 22:00:00Z,30.5,24.5,25.7,0.5,26.5,62.3
2023-06-28 23:00:00Z,38.9,33.4,18.9,0.3,19.4,66.1
2023-06-29 00:00:00Z,42.0,39.8,15.8,0.6,16.7,65.8
2023-06-29 01:00:00Z,62.5,57.0,21.8,0.8,23.0,55.0
2023-06-29 02:00:00Z,127.4,109.6,23.3,0.8,24.5,50.0
2023-06-29 03:00:00Z,121.2,104.8,14.9,0.8,16.0,57.0
2023-06-29 04:00:00Z,65.3,58.6,21.9,1.2,23.8,38.0
2023-06-29 05:00:00Z,49.9,38.7,31.9,3.7,37.7,24.8
2023-06-29 06:00:00Z,42.9,33.6,39.5,6.7,49.8,12.6
2023-06-29 07:00:00Z,46.9,28.8,40.9,12.8,60.5,13.7
2023-06-29 08:00:00Z,52.2,28.9,43.1,16.3,68.0,14.1
2023-06-29 09:00:00Z,45.4,27.9,43.6,17.6,70.7,22.7
2023-06-29 10:00:00Z,45.0,25.8,37.7,10.6,54.0,39.1
2023-06-29 11:00:00Z,42.2,,23.3,4.5,30.3,63.5
2023-06-29 12:00:00Z,41.3,29.3,14.0,2.3,17.4,88.9
2023-06-29 13:00:00Z,42.0,36.2,15.2,2.7,19.3,87.7
2023-06-29 14:00:00Z,36.4,31.6,14.1,1.6,16.6,87.6
2023-06-29 15:00:00Z,30.7,23.3,17.9,1.9,20.8,71.8
2023-06-29 16:00:00Z,21.1,14.8,16.2,1.7,18.8,62.1
2023-06-29 17:00:00Z,16.9,12.7,15.5,1.8,18.2,55.6
2023-06-29 18:00:00Z,10.5,,14.8,1.9,17.7,56.0
2023-06-29 19:00:00Z,11.2,,15.3,1.2,17.1,57.4
2023-06-29 20:00:00Z,12.9,,12.4,0.9,13.8,56.9
2023-06-29 21:00:00Z,9.6,,10.6,0.9,12.0,56.3
2023-06-29 22:00:00Z,5.9,,12.1,1.1,13.8,55.0
2023-06-29 23:00:00Z,6.9,,9.7,0.8,11.0,51.3
2023-06-30 00:00:00Z,11.3,,10.8,1.0,12.4,40.4
2023-06-30 01:00:00Z,9.4,,7.6,1.1,9.3,48.2
2023-06-30 02:00:00Z,7.4,,6.2,0.7,7.4,55.1
2023-06-30 03:00:00Z,7.3,,6.8,0.5,7.5,54.0
2023-06-30 04:00:00Z,6.6,,9.4,0.9,11.0,51.7
2023-06-30 05:00:00Z,8.3,,17.2,1.8,19.9,43.8
2023-06-30 06:00:00Z,13.9,,23.3,3.7,29.1,37.5
2023-06-30 07:00:00Z,12.4,,23.3,6.2,32.7,39.6
2023-06-30 08:00:00Z,16.3,,26.4,8.3,39.2,46.4
2023-06-30 09:00:00Z,20.8,,24.4,6.3,34.2,65.6
2023-06-30 10:00:00Z,17.4,,14.2,3.2,19.1,82.8
2023-06-30 11:00:00Z,14.3,,9.5,1.7,12.1,94.2
