,PA18:PM10,PA18:NO2,PA18:NO,PA18:NOX,PA18:O3
2021-01-04 05:00:00Z,19.0,19.5,4.2,26.0,13.2
2021-01-04 06:00:00Z,23.2,30.2,16.9,56.0,5.4
2021-01-04 07:00:00Z,23.2,32.4,15.7,56.6,5.1
2021-01-04 08:00:00Z,19.9,34.7,19.5,64.6,3.0
2021-01-04 09:00:00Z,20.1,34.4,21.5,67.5,2.9
2021-01-04 10:00:00Z,19.5,31.9,21.6,65.0,3.9
2021-01-04 11:00:00Z,20.3,30.7,21.2,63.1,4.3
2021-01-04 12:00:00Z,20.6,26.6,15.0,49.5,7.4
2021-01-04 13:00:00Z,19.6,25.5,13.7,46.5,8.1
2021-01-04 14:00:00Z,17.5,29.2,19.8,59.6,5.3
2021-01-04 15:00:00Z,18.7,28.8,19.6,58.9,5.8
2021-01-04 16:00:00Z,18.6,29.8,15.8,53.9,6.1
2021-01-04 17:00:00Z,18.6,32.1,22.3,66.2,2.2
2021-01-04 18:00:00Z,17.4,29.0,21.6,62.0,1.9
2021-01-04 19:00:00Z,14.7,28.7,19.2,58.3,1.4
2021-01-04 20:00:00Z,15.4,29.7,20.5,61.2,1.0
2021-01-04 21:00:00Z,17.5,25.8,12.7,45.2,1.7
2021-01-04 22:00:00Z,16.5,23.5,9.4,37.8,1.1
2021-01-04 23:00:00Z,16.3,26.1,12.5,45.4,0.6
2021-01-05 00:00:00Z,16.4,25.8,10.3,41.5,0.5
2021-01-05 01:00:00Z,18.2,26.5,8.1,38.9,1.0
2021-01-05 02:00:00Z,18.8,25.2,5.8,34.0,1.7
2021-01-05 03:00:00Z,17.5,25.2,6.1,34.5,2.4
2021-01-05 04:00:00Z,20.6,25.7,7.0,36.5,2.9
2021-01-05 05:00:00Z,22.4,26.5,10.8,43.0,3.3
2021-01-05 06:00:00Z,21.0,30.7,18.9,59.6,1.5
2021-01-05 07:00:00Z,20.8,34.1,30.7,81.2,0.7
2021-01-05 08:00:00Z,22.6,31.2,29.6,76.5,1.2
2021-01-05 09:00:00Z,23.2,32.6,35.2,86.6,0.9
2021-01-05 10:00:00Z,25.8,31.3,31.7,79.9,1.8
2021-01-05 11:00:00Z,25.3,29.0,30.7,76.0,2.2
2021-01-05 12:00:00Z,29.6,28.0,27.4,70.2,2.3
2021-01-05 13:00:00Z,27.8,28.9,25.7,68.3,2.9
2021-01-05 14:00:00Z,32.5,27.9,27.0,69.3,3.1
2021-01-05 15:00:00Z,28.1,30.6,26.9,71.8,2.1
2021-01-05 16:00:00Z,28.9,31.2,26.5,71.9,1.5
2021-01-05 17:00:00Z,29.1,33.0,28.8,77.2,1.0
2021-01-05 18:00:00Z,28.6,35.9,29.5,81.0,1.0
2021-01-05 19:00:00Z,29.4,35.3,22.5,69.8,1.2
2021-01-05 20:00:00Z,30.3,34.6,21.4,67.3,1.6
2021-01-05 21:00:00Z,31.9,31.9,14.4,54.0,2.4
2021-01-05 22:00:00Z,32.1,30.0,11.4,47.4,3.1
2021-01-05 23:00:00Z,31.5,28.4,10.5,44.6,3.1
2021-01-06 00:00:00Z,31.2,27.7,9.3,42.0,2.6
2021-01-06 01:00:00Z,34.8,25.4,6.6,35.6,2.6
2021-01-06 02:00:00Z,33.8,23.8,5.9,32.8,1.9
2021-01-06 03:00:00Z,30.1,24.2,8.6,37.5,1.1
2021-01-06 04:00:00Z,29.0,25.1,8.1,37.6,0.9
2021-01-06 05:00:00Z,29.8,25.4,12.1,44.0,0.9
2021-01-06 06:00:00Z,29.0,29.6,23.5,65.7,0.8
2021-01-06 07:00:00Z,30.3,34.6,43.0,100.5,0.4
2021-01-06 08:00:00Z,26.1,32.0,32.7,82.2,1.0
2021-01-06 09:00:00Z,26.1,29.7,28.0,72.7,1.3
2021-01-06 10:00:00Z,28.1,29.9,29.1,74.5,2.0
2021-01-06 11:00:00Z,29.3,31.2,22.4,65.6,4.6
2021-01-06 12:00:00Z,27.2,29.5,21.4,62.3,5.0
2021-01-06 13:00:00Z,33.2,31.0,23.2,66.6,4.7
2021-01-06 14:00:00Z,37.1,33.8,27.9,76.7,3.8
2021-01-06 15:00:00Z,32.9,34.3,31.0,81.8,3.2
2021-01-06 16:00:00Z,24.7,35.7,32.8,86.1,1.3
2021-01-06 17:00:00Z,23.2,37.3,38.6,96.6,0.8
2021-01-06 18:00:00Z,22.7,39.4,37.7,97.1,0.7
2021-01-06 19:00:00Z,22.8,38.0,29.7,83.6,0.9
2021-01-06 20:00:00Z,25.2,36.6,22.0,70.5,0.9
2021-01-06 21:00:00Z,26.3,33.5,19.5,63.3,1.3
2021-01-06 22:00:00Z,25.5,30.9,13.2,51.2,2.0
2021-01-06 23:00:00Z,24.2,31.3,13.2,51.5,1.4
2021-01-07 00:00:00Z,25.9,28.6,9.7,43.5,4.7
2021-01-07 01:00:00Z,22.9,24.3,4.9,31.7,9.8
2021-01-07 02:00:00Z,23.2,21.5,3.6,27.0,11.8
2021-01-07 03:00:00Z,21.3,19.8,3.3,25.1,15.7
2021-01-07 04:00:00Z,20.1,22.6,4.2,29.0,13.8
2021-01-07 05:00:00Z,19.7,25.2,5.5,33.6,9.7
2021-01-07 06:00:00Z,21.1,30.9,9.1,44.9,5.6
2021-01-07 07:00:00Z,25.3,35.1,15.6,59.0,3.5
2021-01-07 08:00:00Z,27.2,41.0,31.0,88.4,0.7
2021-01-07 09:00:00Z,26.8,45.9,34.0,98.1,1.9
2021-01-07 10:00:00Z,27.0,38.0,27.5,80.2,3.1
2021-01-07 11:00:00Z,30.9,,,,
2021-01-07 12:00:00Z,,,,,
2021-01-07 13:00:00Z,,,,,
2021-01-07 14:00:00Z,25.8,39.7,18.1,67.5,10.7
2021-01-07 15:00:00Z,25.2,35.9,13.4,56.2,17.0
2021-01-07 16:00:00Z,19.7,37.9,9.3,52.1,21.3
2021-01-07 17:00:00Z,17.0,46.2,10.6,62.5,14.2
2021-01-07 18:00:00Z,13.1,49.6,9.9,64.7,15.4
2021-01-07 19:00:00Z,12.3,57.4,13.5,78.1,6.9
2021-01-07 20:00:00Z,18.6,53.7,12.6,73.1,8.9
2021-01-07 21:00:00Z,19.9,51.3,8.4,64.2,9.3
2021-01-07 22:00:00Z,17.7,37.1,4.4,43.7,19.6
2021-01-07 23:00:00Z,19.3,36.7,4.2,43.2,19.5
2021-01-08 00:00:00Z,18.4,30.8,2.3,34.3,23.6
2021-01-08 01:00:00Z,16.9,31.5,2.3,35.0,21.9
2021-01-08 02:00:00Z,17.7,32.8,2.5,36.6,20.9
2021-01-08 03:00:00Z,17.2,32.7,2.6,36.7,20.2
2021-01-08 04:00:00Z,15.8,31.3,2.7,35.5,23.2
2021-01-08 05:00:00Z,14.9,29.8,3.1,34.5,25.5
2021-01-08 06:00:00Z,14.3,42.4,7.0,53.0,15.2
2021-01-08 07:00:00Z,14.4,57.0,17.7,84.2,6.2
2021-01-08 08:00:00Z,15.3,60.6,30.0,106.6,2.9
2021-01-08 09:00:00Z,17.3,54.8,25.7,94.1,8.3
2021-01-08 10:00:00Z,17.9,56.4,35.8,111.2,7.3
2021-01-08 11:00:00Z,22.7,54.7,33.6,106.1,7.1
2021-01-08 12:00:00Z,29.0,59.2,47.0,131.1,4.5
2021-01-08 13:00:00Z,30.7,52.5,37.1,109.4,8.8
2021-01-08 14:00:00Z,26.9,47.2,23.4,83.2,15.9
2021-01-08 15:00:00Z,25.9,52.3,18.0,79.9,16.1
2021-01-08 16:00:00Z,17.5,40.7,5.4,49.0,29.0
2021-01-08 17:00:00Z,10.9,40.1,4.2,46.5,29.3
2021-01-08 18:00:00Z,13.3,64.3,21.1,96.8,8.3
2021-01-08 19:00:00Z,26.6,70.6,30.2,116.9,2.4
2021-01-08 20:00:00Z,26.1,65.7,28.6,109.4,2.2
2021-01-08 21:00:00Z,32.4,71.0,64.0,169.0,3.9
2021-01-08 22:00:00Z,43.0,65.4,61.4,159.6,3.4
2021-01-08 23:00:00Z,40.3,66.6,90.8,205.7,3.2
2021-01-09 00:00:00Z,49.4,65.5,119.8,249.1,2.1
2021-01-09 01:00:00Z,44.0,56.4,63.3,153.3,1.5
2021-01-09 02:00:00Z,36.7,48.7,35.7,103.6,1.5
2021-01-09 03:00:00Z,34.1,44.1,19.3,73.7,1.2
2021-01-09 04:00:00Z,29.5,43.2,13.8,64.4,2.0
2021-01-09 05:00:00Z,28.9,48.2,30.4,95.0,1.1
2021-01-09 06:00:00Z,28.7,49.3,29.3,94.2,1.0
2021-01-09 07:00:00Z,28.6,39.9,19.9,70.4,1.6
2021-01-09 08:00:00Z,28.0,37.3,14.5,59.5,2.8
2021-01-09 09:00:00Z,26.6,32.0,16.5,57.2,5.8
2021-01-09 10:00:00Z,27.1,29.5,22.6,64.1,8.7
2021-01-09 11:00:00Z,28.1,28.6,24.8,66.6,11.5
2021-01-09 12:00:00Z,26.6,26.3,21.4,59.1,15.0
2021-01-09 13:00:00Z,25.1,27.7,17.9,55.3,19.8
2021-01-09 14:00:00Z,22.1,26.6,13.1,46.6,25.9
2021-01-09 15:00:00Z,17.7,29.3,11.4,46.9,23.4
2021-01-09 16:00:00Z,21.1,37.2,15.3,60.6,12.5
2021-01-09 17:00:00Z,23.8,48.3,28.3,91.7,3.9
2021-01-09 18:00:00Z,25.6,51.2,29.4,96.2,2.9
2021-01-09 19:00:00Z,27.8,50.3,26.8,91.5,3.2
2021-01-09 20:00:00Z,31.3,48.6,19.3,78.2,4.1
2021-01-09 21:00:00Z,30.0,44.3,13.2,64.5,6.1
2021-01-09 22:00:00Z,26.8,37.6,7.5,49.1,12.8
2021-01-09 23:00:00Z,23.2,28.2,3.4,33.4,22.9
2021-01-10 00:00:00Z,22.7,25.8,2.5,29.7,27.5
2021-01-10 01:00:00Z,23.5,24.8,2.8,29.1,27.1
2021-01-10 02:00:00Z,22.3,26.4,2.8,30.7,23.6
2021-01-10 03:00:00Z,24.2,30.8,3.3,35.9,18.2
2021-01-10 04:00:00Z,25.7,33.5,4.4,40.1,15.3
2021-01-10 05:00:00Z,23.0,30.1,3.4,35.2,20.1
2021-01-10 06:00:00Z,17.1,26.1,3.0,30.8,23.0
2021-01-10 07:00:00Z,15.9,28.1,4.8,35.5,22.0
2021-01-10 08:00:00Z,15.7,31.3,6.5,41.3,18.3
2021-01-10 09:00:00Z,15.9,34.5,9.9,49.7,17.2
2021-01-10 10:00:00Z,16.9,35.9,13.7,56.9,18.5
2021-01-10 11:00:00Z,20.0,35.3,13.0,55.2,21.6
2021-01-10 12:00:00Z,24.3,38.6,19.8,68.9,22.5
2021-01-10 13:00:00Z,25.2,42.7,22.2,76.8,24.5
2021-01-10 14:00:00Z,24.8,38.6,12.2,57.3,35.3
2021-01-10 15:00:00Z,22.6,37.5,8.5,50.5,37.4
2021-01-10 16:00:00Z,22.7,48.9,9.6,63.7,26.4
2021-01-10 17:00:00Z,27.4,66.5,17.4,93.2,7.7
2021-01-10 18:00:00Z,33.0,72.4,30.0,118.5,4.1
2021-01-10 19:00:00Z,42.7,74.9,34.2,127.4,3.9
2021-01-10 20:00:00Z,42.7,81.0,46.9,152.8,3.2
2021-01-10 21:00:00Z,42.2,81.1,38.9,140.8,4.8
2021-01-10 22:00:00Z,41.7,82.5,45.3,151.9,2.6
2021-01-10 23:00:00Z,34.4,78.6,36.2,134.1,3.2
2021-01-11 00:00:00Z,42.0,70.8,53.2,152.3,5.2
2021-01-11 01:00:00Z,56.1,55.4,27.4,97.4,2.2
2021-01-11 02:00:00Z,49.8,52.0,16.9,77.8,1.5
2021-01-11 03:00:00Z,47.2,49.7,18.0,77.3,2.0
2021-01-11 04:00:00Z,44.0,46.2,12.6,65.5,1.9
2021-01-11 05:00:00Z,37.9,52.3,22.0,85.9,1.4
2021-01-11 06:00:00Z,36.3,58.3,58.3,147.6,1.3
2021-01-11 07:00:00Z,35.2,61.5,27.0,102.8,2.2
2021-01-11 08:00:00Z,25.4,67.7,64.6,166.7,1.1
2021-01-11 09:00:00Z,32.0,69.9,38.7,129.4,3.7
2021-01-11 10:00:00Z,24.1,60.3,18.4,88.5,13.0
2021-01-11 11:00:00Z,20.8,50.4,10.5,66.4,20.2
2021-01-11 12:00:00Z,20.2,44.9,8.3,57.5,22.8
2021-01-11 13:00:00Z,20.3,44.7,11.3,62.0,19.4
2021-01-11 14:00:00Z,21.5,45.3,12.0,63.8,19.2
2021-01-11 15:00:00Z,21.2,44.5,10.3,60.3,19.2
2021-01-11 16:00:00Z,21.0,48.0,8.9,61.7,16.3
2021-01-11 17:00:00Z,18.1,49.8,7.1,60.5,15.1
2021-01-11 18:00:00Z,19.1,40.4,4.1,46.8,22.7
2021-01-11 19:00:00Z,19.0,42.0,4.8,49.4,21.4
2021-01-11 20:00:00Z,22.3,37.0,4.1,43.2,25.2
2021-01-11 21:00:00Z,22.0,31.5,3.1,36.1,27.4
2021-01-11 22:00:00Z,19.6,24.4,2.2,27.8,33.0
2021-01-11 23:00:00Z,19.7,21.0,1.9,23.9,38.0
2021-01-12 00:00:00Z,18.9,18.3,1.5,20.6,39.8
2021-01-12 01:00:00Z,18.1,18.4,1.2,20.2,38.7
2021-01-12 02:00:00Z,17.8,18.3,1.3,20.4,41.7
2021-01-12 03:00:00Z,14.2,15.7,1.2,17.6,47.3
2021-01-12 04:00:00Z,10.7,13.4,1.2,15.2,53.4
2021-01-12 05:00:00Z,8.9,14.1,1.1,15.8,52.8
2021-01-12 06:00:00Z,7.1,19.2,1.8,21.9,48.0
2021-01-12 07:00:00Z,6.5,25.1,2.7,29.3,44.1
2021-01-12 08:00:00Z,7.6,27.7,2.4,31.3,42.6
2021-01-12 09:00:00Z,7.6,29.5,2.8,33.9,43.8
2021-01-12 10:00:00Z,8.1,26.8,2.9,31.3,46.3
2021-01-12 11:00:00Z,7.0,25.7,3.4,31.0,47.7
2021-01-12 12:00:00Z,5.0,22.4,3.2,27.2,50.0
2021-01-12 13:00:00Z,4.7,23.0,3.3,28.1,48.7
2021-01-12 14:00:00Z,3.8,25.5,3.9,31.4,43.7
2021-01-12 15:00:00Z,3.8,31.8,4.8,39.2,36.2
2021-01-12 16:00:00Z,4.0,42.5,6.6,52.7,28.2
2021-01-12 17:00:00Z,3.7,52.2,9.9,67.4,25.2
2021-01-12 18:00:00Z,5.3,58.3,10.5,74.5,16.7
2021-01-12 19:00:00Z,9.2,63.8,12.2,82.4,11.1
2021-01-12 20:00:00Z,13.9,50.0,8.3,62.6,21.5
2021-01-12 21:00:00Z,14.0,42.9,5.8,51.7,26.8
2021-01-12 22:00:00Z,11.0,28.1,2.7,32.3,42.5
2021-01-12 23:00:00Z,9.0,26.0,1.6,28.6,42.3
2021-01-13 00:00:00Z,10.8,25.5,2.0,28.5,46.9
2021-01-13 01:00:00Z,8.7,19.0,1.5,21.3,53.2
2021-01-13 02:00:00Z,5.8,23.1,2.1,26.3,44.9
2021-01-13 03:00:00Z,9.7,29.1,2.2,32.4,30.7
2021-01-13 04:00:00Z,11.1,33.1,1.6,35.5,26.2
2021-01-13 05:00:00Z,14.6,28.3,2.5,32.2,35.5
2021-01-13 06:00:00Z,13.4,31.5,3.7,37.0,27.6
2021-01-13 07:00:00Z,12.5,45.1,5.9,54.3,17.3
2021-01-13 08:00:00Z,10.7,58.6,11.5,76.3,7.6
2021-01-13 09:00:00Z,14.5,60.7,19.9,91.2,4.5
2021-01-13 10:00:00Z,19.6,55.8,22.0,89.6,5.3
2021-01-13 11:00:00Z,13.9,47.6,14.9,70.4,12.3
2021-01-13 12:00:00Z,8.4,36.1,8.7,49.4,29.3
2021-01-13 13:00:00Z,7.2,33.1,4.9,40.6,41.2
2021-01-13 14:00:00Z,6.9,30.7,4.4,37.4,46.6
2021-01-13 15:00:00Z,5.3,29.8,3.5,35.1,45.3
2021-01-13 16:00:00Z,6.1,30.1,4.3,36.6,45.4
2021-01-13 17:00:00Z,5.9,28.6,3.2,33.5,50.7
2021-01-13 18:00:00Z,4.5,27.1,3.0,31.6,52.5
2021-01-13 19:00:00Z,3.4,23.1,2.5,27.0,55.3
2021-01-13 20:00:00Z,4.6,19.9,2.0,23.0,57.7
2021-01-13 21:00:00Z,5.1,15.1,1.5,17.6,62.0
2021-01-13 22:00:00Z,4.6,12.8,1.1,14.4,62.5
2021-01-13 23:00:00Z,5.1,11.2,1.0,12.8,64.0
2021-01-14 00:00:00Z,4.8,10.1,0.7,11.3,64.9
2021-01-14 01:00:00Z,3.7,9.3,0.7,10.5,66.3
2021-01-14 02:00:00Z,2.8,7.8,0.6,8.7,67.8
2021-01-14 03:00:00Z,3.4,7.9,0.7,9.0,68.4
2021-01-14 04:00:00Z,3.5,9.0,0.8,10.3,65.8
2021-01-14 05:00:00Z,1.4,10.8,1.0,12.3,61.0
2021-01-14 06:00:00Z,2.9,15.5,1.3,17.5,54.4
2021-01-14 07:00:00Z,4.8,22.1,2.1,25.5,49.2
2021-01-14 08:00:00Z,6.2,27.8,2.9,32.2,45.6
2021-01-14 09:00:00Z,6.3,29.3,2.8,33.6,44.7
2021-01-14 10:00:00Z,6.7,26.3,3.2,31.1,48.0
2021-01-14 11:00:00Z,6.8,25.4,2.8,29.6,46.5
2021-01-14 12:00:00Z,7.2,27.9,3.6,33.5,41.6
2021-01-14 13:00:00Z,6.3,26.3,4.0,32.5,43.5
2021-01-14 14:00:00Z,4.9,19.2,2.5,23.0,50.4
2021-01-14 15:00:00Z,3.9,19.3,3.1,24.1,47.6
2021-01-14 16:00:00Z,4.4,24.4,3.7,30.1,44.1
2021-01-14 17:00:00Z,4.4,24.0,2.9,28.5,44.8
2021-01-14 18:00:00Z,5.7,26.2,2.9,30.5,42.1
2021-01-14 19:00:00Z,7.0,24.9,2.9,29.4,40.4
2021-01-14 20:00:00Z,6.8,24.2,3.8,30.0,32.5
2021-01-14 21:00:00Z,7.7,21.6,3.5,27.0,30.0
2021-01-14 22:00:00Z,7.1,22.2,2.0,25.3,28.3
2021-01-14 23:00:00Z,3.0,16.3,2.2,19.8,38.6
2021-01-15 00:00:00Z,4.4,13.4,2.1,16.6,47.6
2021-01-15 01:00:00Z,6.6,13.5,1.6,15.9,48.5
2021-01-15 02:00:00Z,9.3,11.8,1.2,13.8,45.9
2021-01-15 03:00:00Z,8.7,16.1,1.9,19.0,32.6
2021-01-15 04:00:00Z,12.7,20.0,2.7,24.0,23.6
2021-01-15 05:00:00Z,16.1,22.8,4.2,29.2,20.4
2021-01-15 06:00:00Z,20.9,34.4,12.9,54.2,10.4
2021-01-15 07:00:00Z,26.3,40.0,20.9,71.9,7.7
2021-01-15 08:00:00Z,26.8,37.8,19.5,67.8,7.9
2021-01-15 09:00:00Z,29.0,38.9,19.4,68.7,8.3
2021-01-15 10:00:00Z,27.4,32.7,15.9,57.0,15.7
2021-01-15 11:00:00Z,25.5,33.0,17.2,59.2,18.4
2021-01-15 12:00:00Z,23.5,29.0,15.2,52.4,27.6
2021-01-15 13:00:00Z,16.9,25.4,11.5,43.0,35.0
2021-01-15 14:00:00Z,14.8,28.6,10.8,45.2,31.9
2021-01-15 15:00:00Z,18.6,32.3,10.4,48.1,29.3
2021-01-15 16:00:00Z,17.6,38.8,11.2,55.9,22.0
2021-01-15 17:00:00Z,19.1,40.1,11.5,57.7,20.0
2021-01-15 18:00:00Z,17.8,38.2,9.7,53.0,17.1
2021-01-15 19:00:00Z,19.6,29.8,6.5,39.8,23.6
2021-01-15 20:00:00Z,16.4,33.6,7.4,44.9,18.3
2021-01-15 21:00:00Z,19.7,37.1,6.2,46.6,15.2
2021-01-15 22:00:00Z,20.5,37.5,5.0,45.2,14.3
2021-01-15 23:00:00Z,22.2,39.4,5.4,47.7,12.2
2021-01-16 00:00:00Z,26.0,44.0,6.3,53.5,8.2
2021-01-16 01:00:00Z,28.6,44.8,9.2,58.9,6.8
2021-01-16 02:00:00Z,27.6,47.8,15.1,70.9,3.5
2021-01-16 03:00:00Z,30.4,47.1,19.9,77.6,3.0
2021-01-16 04:00:00Z,31.9,45.9,11.4,63.4,2.8
2021-01-16 05:00:00Z,26.1,38.9,6.1,48.2,8.2
2021-01-16 06:00:00Z,22.2,28.1,2.9,32.7,19.3
2021-01-16 07:00:00Z,18.8,24.4,3.1,29.2,22.6
2021-01-16 08:00:00Z,19.4,25.7,2.6,29.6,22.8
2021-01-16 09:00:00Z,19.7,28.6,4.4,35.5,18.2
2021-01-16 10:00:00Z,22.0,27.6,5.2,35.5,22.7
2021-01-16 11:00:00Z,20.1,30.1,5.8,39.1,19.8
2021-01-16 12:00:00Z,19.0,35.5,8.7,48.9,16.6
2021-01-16 13:00:00Z,22.1,36.9,8.9,50.5,18.5
2021-01-16 14:00:00Z,19.1,29.8,5.2,37.9,28.1
2021-01-16 15:00:00Z,17.0,30.1,4.7,37.3,26.7
2021-01-16 16:00:00Z,18.6,30.0,3.8,35.9,25.2
2021-01-16 17:00:00Z,17.9,34.1,4.1,40.4,20.8
2021-01-16 18:00:00Z,13.8,29.3,4.1,35.4,24.1
2021-01-16 19:00:00Z,14.6,28.2,4.2,34.7,20.8
2021-01-16 20:00:00Z,18.9,30.6,5.2,38.7,15.6
2021-01-16 21:00:00Z,22.0,36.8,8.4,49.8,10.2
2021-01-16 22:00:00Z,28.7,34.8,7.5,46.2,11.2
2021-01-16 23:00:00Z,27.0,34.5,7.8,46.5,10.2
2021-01-17 00:00:00Z,25.1,30.1,5.0,37.9,17.1
2021-01-17 01:00:00Z,21.0,32.6,4.4,39.5,15.7
2021-01-17 02:00:00Z,19.1,26.8,2.6,30.8,27.9
2021-01-17 03:00:00Z,19.2,21.5,2.3,25.1,31.8
2021-01-17 04:00:00Z,16.4,29.0,2.8,33.3,23.0
2021-01-17 05:00:00Z,14.5,26.3,2.4,30.0,28.3
2021-01-17 06:00:00Z,10.9,28.6,2.2,32.1,27.3
2021-01-17 07:00:00Z,12.5,29.5,2.3,33.1,33.1
2021-01-17 08:00:00Z,10.8,36.5,4.7,43.6,27.2
2021-01-17 09:00:00Z,13.5,39.7,5.7,48.3,27.7
2021-01-17 10:00:00Z,14.2,34.7,4.4,41.6,40.5
