,PA18:PM10,PA18:PM25,PA18:NO2,PA18:NO,PA18:NOX,PA18:O3
2022-06-18 11:00:00Z,,13.7,18.7,1.1,20.3,133.3
2022-06-18 12:00:00Z,,14.0,15.2,0.9,16.6,144.9
2022-06-18 13:00:00Z,34.1,14.7,12.7,0.9,14.1,129.6
2022-06-18 14:00:00Z,34.0,16.5,12.1,1.0,13.6,131.5
2022-06-18 15:00:00Z,33.1,15.9,12.0,0.7,13.0,130.9
2022-06-18 16:00:00Z,31.9,17.4,11.6,0.8,12.9,119.9
2022-06-18 17:00:00Z,37.4,18.4,14.1,1.0,15.7,111.9
2022-06-18 18:00:00Z,42.8,18.6,16.4,0.7,17.5,109.2
2022-06-18 19:00:00Z,40.2,19.5,26.3,0.9,27.7,95.6
2022-06-18 20:00:00Z,41.9,21.4,34.2,0.4,34.9,77.3
2022-06-18 21:00:00Z,46.8,25.4,51.1,0.3,51.5,54.9
2022-06-18 22:00:00Z,48.4,25.6,56.6,0.6,57.5,41.4
2022-06-18 23:00:00Z,50.1,27.7,64.5,0.8,65.8,25.4
2022-06-19 00:00:00Z,53.7,29.3,60.0,3.7,65.7,28.3
2022-06-19 01:00:00Z,46.6,26.1,17.8,0.2,18.1,69.7
2022-06-19 02:00:00Z,42.2,18.8,10.8,0.1,10.9,59.6
2022-06-19 03:00:00Z,43.7,15.3,9.8,0.2,10.0,56.6
2022-06-19 04:00:00Z,63.0,12.8,8.2,0.2,8.5,57.2
2022-06-19 05:00:00Z,39.1,,10.2,1.0,11.4,55.7
2022-06-19 06:00:00Z,39.2,,13.9,1.2,15.7,52.6
2022-06-19 07:00:00Z,30.8,,10.8,0.8,12.0,55.9
2022-06-19 08:00:00Z,32.4,,12.1,1.4,14.3,49.9
2022-06-19 09:00:00Z,28.5,,12.5,1.7,15.1,48.6
2022-06-19 10:00:00Z,24.2,9.4,15.2,3.7,20.9,45.9
2022-06-19 11:00:00Z,25.1,12.9,16.7,5.4,25.1,48.9
2022-06-19 12:00:00Z,25.2,15.3,11.8,3.6,17.3,55.5
2022-06-19 13:00:00Z,27.4,14.5,10.5,3.2,15.4,66.9
2022-06-19 14:00:00Z,25.8,12.4,12.5,2.5,16.4,79.1
2022-06-19 15:00:00Z,28.4,11.8,13.6,2.3,17.2,84.0
2022-06-19 16:00:00Z,32.2,13.5,13.4,1.9,16.4,84.6
2022-06-19 17:00:00Z,35.1,16.7,15.2,1.8,17.8,86.4
2022-06-19 18:00:00Z,33.7,17.1,17.8,1.9,20.7,84.9
2022-06-19 19:00:00Z,28.4,16.1,17.9,1.3,19.9,82.4
2022-06-19 20:00:00Z,24.7,14.5,16.4,0.8,17.7,75.1
2022-06-19 21:00:00Z,17.1,13.3,20.5,1.4,22.6,53.1
2022-06-19 22:00:00Z,18.2,9.4,18.6,0.8,19.7,42.9
2022-06-19 23:00:00Z,26.1,16.3,17.1,0.6,18.0,44.0
2022-06-20 00:00:00Z,25.8,12.2,15.1,0.1,15.1,42.8
2022-06-20 01:00:00Z,24.9,18.6,11.9,0.0,11.7,41.3
2022-06-20 02:00:00Z,21.5,16.8,12.3,0.0,11.9,38.1
2022-06-20 03:00:00Z,19.2,15.0,9.6,0.0,9.4,37.1
2022-06-20 04:00:00Z,13.4,13.5,11.8,0.1,11.9,33.3
2022-06-20 05:00:00Z,15.9,13.3,16.4,1.1,18.1,31.2
2022-06-20 06:00:00Z,18.5,13.4,25.4,3.8,31.2,26.3
2022-06-20 07:00:00Z,18.1,12.7,23.6,5.0,31.3,28.6
2022-06-20 08:00:00Z,18.9,10.3,24.1,5.3,32.3,28.5
2022-06-20 09:00:00Z,23.0,12.3,26.0,6.5,35.9,25.5
2022-06-20 10:00:00Z,24.5,13.4,19.3,5.3,27.4,30.5
2022-06-20 11:00:00Z,23.5,14.0,18.2,6.6,28.3,35.8
2022-06-20 12:00:00Z,25.7,14.6,18.9,5.6,27.5,43.1
2022-06-20 13:00:00Z,26.2,12.9,20.7,5.9,29.6,56.8
2022-06-20 14:00:00Z,25.5,13.1,17.6,4.2,24.1,66.2
2022-06-20 15:00:00Z,24.9,13.1,17.1,3.4,22.4,76.6
2022-06-20 16:00:00Z,24.8,12.6,16.4,3.0,21.0,81.6
2022-06-20 17:00:00Z,24.0,11.3,15.5,3.2,20.4,84.7
2022-06-20 18:00:00Z,14.9,6.2,17.1,2.5,21.0,76.3
2022-06-20 19:00:00Z,11.7,7.8,16.5,1.6,19.1,76.0
2022-06-20 20:00:00Z,13.3,8.1,17.3,0.7,18.4,73.5
2022-06-20 21:00:00Z,15.6,10.9,21.8,0.8,23.1,67.0
2022-06-20 22:00:00Z,16.3,12.9,23.7,0.2,23.9,63.4
2022-06-20 23:00:00Z,18.9,14.3,26.4,0.5,27.1,59.8
2022-06-21 00:00:00Z,19.8,12.0,24.9,0.3,25.4,57.3
2022-06-21 01:00:00Z,18.5,11.3,18.6,0.3,19.1,65.1
2022-06-21 02:00:00Z,19.0,13.3,12.4,0.3,12.8,64.3
2022-06-21 03:00:00Z,18.6,12.3,14.5,0.1,14.6,58.1
2022-06-21 04:00:00Z,19.3,12.9,23.7,0.7,24.8,44.4
2022-06-21 05:00:00Z,18.6,12.8,41.5,2.4,45.1,27.1
2022-06-21 06:00:00Z,19.3,12.4,43.6,8.4,56.5,23.2
2022-06-21 07:00:00Z,20.4,12.6,36.6,11.8,54.8,27.3
2022-06-21 08:00:00Z,23.6,10.0,24.8,7.4,36.0,40.1
2022-06-21 09:00:00Z,19.8,12.1,22.6,5.7,31.5,46.7
2022-06-21 10:00:00Z,24.9,16.2,24.1,5.4,32.2,53.1
2022-06-21 11:00:00Z,29.7,22.3,30.2,9.1,44.1,62.4
2022-06-21 12:00:00Z,25.5,14.5,30.5,7.9,42.6,73.5
2022-06-21 13:00:00Z,22.8,12.1,26.2,5.6,34.7,90.8
2022-06-21 14:00:00Z,18.9,12.5,21.2,3.2,26.2,106.0
2022-06-21 15:00:00Z,18.4,10.2,21.3,2.9,25.8,115.0
2022-06-21 16:00:00Z,19.0,10.2,22.1,2.9,26.5,113.5
2022-06-21 17:00:00Z,16.1,11.2,23.3,1.9,26.2,108.3
2022-06-21 18:00:00Z,18.4,12.1,20.6,1.3,22.5,104.9
2022-06-21 19:00:00Z,16.9,11.3,20.3,0.8,21.4,100.4
2022-06-21 20:00:00Z,15.6,11.9,24.7,0.6,25.6,88.6
2022-06-21 21:00:00Z,11.9,13.0,25.8,0.4,26.4,78.3
2022-06-21 22:00:00Z,21.3,14.7,22.3,0.3,22.9,71.6
2022-06-21 23:00:00Z,20.2,10.4,25.6,0.6,26.6,56.6
2022-06-22 00:00:00Z,22.9,14.3,27.1,0.7,28.3,47.6
2022-06-22 01:00:00Z,24.2,15.3,23.4,0.8,24.6,47.0
2022-06-22 02:00:00Z,21.4,13.7,22.0,0.8,23.1,46.0
2022-06-22 03:00:00Z,23.1,13.4,25.0,0.8,26.2,40.9
2022-06-22 04:00:00Z,22.0,13.9,27.6,1.5,29.9,36.1
2022-06-22 05:00:00Z,25.8,13.1,37.0,2.8,41.4,27.5
2022-06-22 06:00:00Z,27.3,14.7,41.8,8.9,55.5,22.6
2022-06-22 07:00:00Z,29.1,16.5,42.6,8.5,55.7,20.2
2022-06-22 08:00:00Z,31.9,18.4,38.8,9.5,53.4,25.0
2022-06-22 09:00:00Z,33.6,18.3,33.5,12.6,52.7,35.6
2022-06-22 10:00:00Z,31.0,17.8,34.0,9.2,48.2,44.4
2022-06-22 11:00:00Z,34.2,17.1,36.1,8.4,49.0,46.2
2022-06-22 12:00:00Z,32.2,16.3,29.1,6.2,38.6,70.1
2022-06-22 13:00:00Z,30.0,17.2,30.6,2.8,34.8,59.8
2022-06-22 14:00:00Z,27.8,18.2,26.8,4.1,33.0,75.0
2022-06-22 15:00:00Z,23.5,15.7,22.0,3.0,26.6,92.8
2022-06-22 16:00:00Z,24.2,12.6,21.3,2.6,25.2,105.4
2022-06-22 17:00:00Z,22.3,12.7,17.9,1.4,20.1,111.8
2022-06-22 18:00:00Z,18.6,13.5,20.2,1.3,22.2,111.8
2022-06-22 19:00:00Z,23.3,15.0,21.0,0.5,21.9,101.0
2022-06-22 20:00:00Z,18.8,16.4,18.8,0.1,18.9,88.7
2022-06-22 21:00:00Z,17.7,15.0,20.4,0.0,20.2,83.9
2022-06-22 22:00:00Z,18.9,15.3,24.7,0.0,24.3,81.2
2022-06-22 23:00:00Z,20.3,15.3,30.9,0.0,30.4,74.3
2022-06-23 00:00:00Z,19.6,14.0,34.8,0.0,34.1,70.4
2022-06-23 01:00:00Z,21.4,14.8,20.0,0.0,18.9,77.4
2022-06-23 02:00:00Z,20.1,19.0,14.4,0.0,13.4,76.3
2022-06-23 03:00:00Z,20.7,18.6,14.4,0.0,13.6,60.6
2022-06-23 04:00:00Z,19.8,16.6,12.6,0.0,11.7,53.1
2022-06-23 05:00:00Z,13.9,8.3,8.5,0.0,7.6,65.7
2022-06-23 06:00:00Z,16.4,9.0,11.8,0.5,12.5,60.5
2022-06-23 07:00:00Z,20.1,7.9,12.4,1.6,15.0,67.1
2022-06-23 08:00:00Z,17.9,8.3,12.8,2.8,17.1,67.0
2022-06-23 09:00:00Z,21.2,6.9,11.4,2.2,14.6,76.0
2022-06-23 10:00:00Z,21.9,7.0,10.2,2.0,13.3,88.4
2022-06-23 11:00:00Z,16.4,7.0,9.5,1.6,11.9,94.3
2022-06-23 12:00:00Z,15.6,6.9,9.2,1.3,11.1,99.0
2022-06-23 13:00:00Z,16.8,9.6,9.1,1.4,11.2,103.5
2022-06-23 14:00:00Z,15.3,10.1,9.8,1.5,12.1,103.7
2022-06-23 15:00:00Z,14.1,7.8,9.7,0.9,11.2,103.5
2022-06-23 16:00:00Z,16.4,8.9,9.0,0.8,10.2,106.1
2022-06-23 17:00:00Z,15.3,8.6,8.9,1.0,10.3,103.5
2022-06-23 18:00:00Z,17.7,6.8,11.8,1.0,13.2,96.9
2022-06-23 19:00:00Z,19.1,5.2,12.6,0.8,13.9,92.6
2022-06-23 20:00:00Z,17.8,5.3,14.6,0.3,15.0,84.5
2022-06-23 21:00:00Z,16.1,7.2,17.6,0.4,18.2,74.3
2022-06-23 22:00:00Z,15.4,7.6,21.4,0.4,22.0,65.8
2022-06-23 23:00:00Z,11.1,8.4,20.2,0.1,20.4,68.2
2022-06-24 00:00:00Z,10.9,7.9,20.5,0.0,20.4,61.2
2022-06-24 01:00:00Z,16.5,7.8,18.5,0.1,18.3,48.1
2022-06-24 02:00:00Z,15.2,8.7,10.5,0.0,10.5,58.7
2022-06-24 03:00:00Z,11.1,7.0,8.4,0.2,8.7,63.3
2022-06-24 04:00:00Z,7.7,6.8,7.6,0.2,7.8,69.2
2022-06-24 05:00:00Z,6.7,5.8,10.8,0.0,10.7,59.5
2022-06-24 06:00:00Z,7.1,6.4,15.6,1.0,17.2,49.5
2022-06-24 07:00:00Z,10.3,9.2,17.6,2.0,20.6,40.8
2022-06-24 08:00:00Z,15.3,8.3,16.5,3.7,22.2,42.3
2022-06-24 09:00:00Z,14.4,7.2,10.2,2.4,13.8,57.4
2022-06-24 10:00:00Z,11.7,4.8,8.7,2.2,12.0,67.1
2022-06-24 11:00:00Z,14.3,5.0,7.0,1.5,9.5,74.5
2022-06-24 12:00:00Z,9.9,3.7,7.0,1.6,9.4,77.7
2022-06-24 13:00:00Z,6.2,5.6,8.3,1.6,10.8,76.0
2022-06-24 14:00:00Z,9.4,5.0,8.6,1.5,11.1,80.7
2022-06-24 15:00:00Z,8.8,2.7,7.4,1.3,9.4,88.3
2022-06-24 16:00:00Z,9.9,4.1,11.1,1.2,13.0,85.8
2022-06-24 17:00:00Z,9.7,4.9,14.4,1.8,17.1,86.3
2022-06-24 18:00:00Z,10.2,6.3,9.0,0.8,10.3,87.6
2022-06-24 19:00:00Z,12.8,7.3,10.8,0.9,12.2,80.7
2022-06-24 20:00:00Z,14.0,7.9,10.0,0.6,11.1,79.9
2022-06-24 21:00:00Z,12.3,8.0,11.1,0.2,11.5,72.3
2022-06-24 22:00:00Z,10.4,5.8,9.3,0.3,9.9,63.6
2022-06-24 23:00:00Z,10.6,3.2,7.5,0.2,7.9,60.1
2022-06-25 00:00:00Z,11.2,5.0,6.8,0.1,6.8,58.9
2022-06-25 01:00:00Z,9.3,4.5,6.8,0.2,6.9,57.0
2022-06-25 02:00:00Z,11.0,6.1,6.7,0.3,7.1,54.8
2022-06-25 03:00:00Z,11.5,5.6,5.1,0.4,5.7,53.0
2022-06-25 04:00:00Z,9.2,2.4,5.9,0.1,6.1,53.7
2022-06-25 05:00:00Z,4.6,1.8,6.8,0.1,6.9,52.0
2022-06-25 06:00:00Z,3.6,1.3,6.2,0.4,6.7,49.0
2022-06-25 07:00:00Z,6.0,3.5,6.6,0.9,8.1,51.6
2022-06-25 08:00:00Z,7.0,4.0,7.8,1.0,9.4,53.2
2022-06-25 09:00:00Z,8.2,5.3,6.9,1.2,8.7,56.2
2022-06-25 10:00:00Z,,,8.8,1.6,11.2,59.0
2022-06-25 11:00:00Z,,,8.8,1.2,10.6,59.0
2022-06-25 12:00:00Z,,,8.8,1.1,10.6,61.7
2022-06-25 13:00:00Z,11.5,5.2,13.4,0.7,14.6,60.7
2022-06-25 14:00:00Z,8.2,5.3,12.1,0.8,13.2,79.3
2022-06-25 15:00:00Z,4.7,4.0,13.6,0.8,14.9,68.3
2022-06-25 16:00:00Z,4.3,5.9,13.4,0.9,14.9,72.1
2022-06-25 17:00:00Z,5.0,5.5,14.6,0.8,15.8,73.1
2022-06-25 18:00:00Z,6.2,1.9,12.2,0.8,13.2,74.9
2022-06-25 19:00:00Z,5.7,3.8,12.1,0.5,12.9,76.8
2022-06-25 20:00:00Z,6.7,2.8,13.1,0.3,13.5,74.1
2022-06-25 21:00:00Z,5.7,4.6,11.1,0.6,12.0,66.3
2022-06-25 22:00:00Z,8.6,5.2,11.4,0.2,11.7,58.9
2022-06-25 23:00:00Z,10.8,4.8,12.6,0.3,13.0,53.1
2022-06-26 00:00:00Z,11.2,6.6,12.5,0.3,13.1,49.9
2022-06-26 01:00:00Z,7.8,5.0,9.8,0.3,10.3,47.2
2022-06-26 02:00:00Z,8.3,4.7,8.9,0.2,9.1,45.3
2022-06-26 03:00:00Z,13.4,5.0,8.7,0.3,9.1,43.0
2022-06-26 04:00:00Z,11.0,6.2,8.4,0.4,9.0,41.4
2022-06-26 05:00:00Z,11.8,6.9,9.2,0.1,9.4,46.4
2022-06-26 06:00:00Z,9.8,5.8,10.2,0.6,11.2,49.3
2022-06-26 07:00:00Z,9.5,3.5,9.4,0.9,10.8,56.5
2022-06-26 08:00:00Z,11.2,5.8,6.6,1.0,8.1,65.8
2022-06-26 09:00:00Z,8.1,6.2,6.1,1.3,8.0,70.5
2022-06-26 10:00:00Z,11.2,5.5,7.8,1.5,10.0,74.2
2022-06-26 11:00:00Z,10.7,7.2,7.1,1.3,9.1,76.8
2022-06-26 12:00:00Z,10.3,5.8,10.0,1.9,13.0,73.3
2022-06-26 13:00:00Z,11.0,6.8,8.7,1.4,10.8,85.3
2022-06-26 14:00:00Z,11.8,8.0,7.4,1.2,9.1,87.2
2022-06-26 15:00:00Z,13.3,7.3,10.0,0.9,11.3,80.4
2022-06-26 16:00:00Z,15.9,9.0,9.0,0.9,10.3,83.0
2022-06-26 17:00:00Z,13.6,9.7,9.7,0.5,10.4,80.5
2022-06-26 18:00:00Z,14.6,7.8,12.5,0.4,13.2,69.0
2022-06-26 19:00:00Z,17.5,5.9,17.4,0.2,17.7,55.7
2022-06-26 20:00:00Z,14.1,8.2,16.1,0.3,16.6,54.7
2022-06-26 21:00:00Z,14.6,8.1,13.3,0.1,13.3,57.6
2022-06-26 22:00:00Z,16.1,4.1,14.7,0.0,14.6,58.4
2022-06-26 23:00:00Z,13.0,5.3,11.5,0.2,11.9,53.8
2022-06-27 00:00:00Z,12.3,6.2,9.5,0.0,9.3,53.7
2022-06-27 01:00:00Z,13.9,4.9,7.6,0.0,7.4,57.3
2022-06-27 02:00:00Z,12.2,6.6,6.6,0.0,6.3,59.6
2022-06-27 03:00:00Z,11.4,4.8,7.4,0.0,7.3,57.7
2022-06-27 04:00:00Z,10.5,5.0,8.2,0.0,7.7,55.8
2022-06-27 05:00:00Z,7.8,4.3,14.3,0.2,14.5,49.6
2022-06-27 06:00:00Z,6.5,6.0,16.8,1.0,18.4,48.8
2022-06-27 07:00:00Z,7.5,6.8,27.5,4.2,34.0,32.4
2022-06-27 08:00:00Z,15.7,8.4,24.7,6.4,34.5,35.0
2022-06-27 09:00:00Z,11.8,5.9,18.9,5.1,26.7,41.1
2022-06-27 10:00:00Z,14.0,8.6,14.9,4.7,22.2,58.4
2022-06-27 11:00:00Z,10.3,5.6,9.5,3.0,14.2,68.4
2022-06-27 12:00:00Z,7.2,6.0,7.4,1.8,10.3,74.5
2022-06-27 13:00:00Z,10.0,3.2,5.4,1.3,7.4,77.5
2022-06-27 14:00:00Z,12.8,2.4,5.4,1.0,6.9,79.2
2022-06-27 15:00:00Z,12.4,2.4,8.1,1.7,10.8,78.5
2022-06-27 16:00:00Z,9.2,2.9,9.2,1.7,11.8,77.9
2022-06-27 17:00:00Z,13.7,4.2,7.0,1.0,8.6,81.1
2022-06-27 18:00:00Z,11.0,7.2,8.2,1.1,10.0,80.7
2022-06-27 19:00:00Z,11.4,7.2,9.0,0.9,10.5,77.6
2022-06-27 20:00:00Z,8.9,7.1,10.4,0.7,11.6,75.2
2022-06-27 21:00:00Z,10.8,5.1,16.2,0.7,17.3,64.4
2022-06-27 22:00:00Z,13.7,6.2,17.0,0.6,18.0,54.5
2022-06-27 23:00:00Z,12.9,7.2,15.2,0.7,16.4,49.8
2022-06-28 00:00:00Z,12.7,6.2,13.8,0.1,13.9,48.1
2022-06-28 01:00:00Z,9.2,7.8,13.4,0.3,13.9,47.0
2022-06-28 02:00:00Z,8.1,5.5,13.0,0.1,13.0,46.7
2022-06-28 03:00:00Z,7.7,5.2,15.0,0.1,15.1,41.7
2022-06-28 04:00:00Z,9.3,6.5,28.5,0.8,29.8,25.6
2022-06-28 05:00:00Z,9.7,6.9,47.1,8.9,60.8,10.4
2022-06-28 06:00:00Z,14.0,6.9,49.9,21.7,83.1,11.8
2022-06-28 07:00:00Z,12.0,8.1,39.6,14.6,61.8,27.9
2022-06-28 08:00:00Z,13.5,7.0,27.6,8.0,39.9,40.8
2022-06-28 09:00:00Z,17.2,7.7,25.2,6.9,35.9,49.7
2022-06-28 10:00:00Z,13.7,6.2,18.0,4.3,24.6,69.2
2022-06-28 11:00:00Z,11.9,6.4,11.5,2.2,15.0,86.8
2022-06-28 12:00:00Z,14.6,3.7,10.7,1.7,13.3,97.8
2022-06-28 13:00:00Z,11.4,5.1,8.4,1.3,10.5,102.5
2022-06-28 14:00:00Z,13.4,4.1,9.0,1.3,11.0,105.8
2022-06-28 15:00:00Z,15.1,6.2,9.1,1.1,10.9,108.1
2022-06-28 16:00:00Z,14.4,7.9,8.9,1.0,10.4,106.3
2022-06-28 17:00:00Z,10.6,5.8,9.7,1.1,11.5,111.5
2022-06-28 18:00:00Z,11.0,7.3,12.0,0.9,13.4,111.6
2022-06-28 19:00:00Z,14.9,6.8,11.5,0.7,12.5,105.7
2022-06-28 20:00:00Z,13.1,7.6,13.5,0.3,13.9,95.6
2022-06-28 21:00:00Z,17.2,8.0,20.5,0.0,20.5,80.0
2022-06-28 22:00:00Z,18.4,7.4,21.3,0.2,21.7,66.1
2022-06-28 23:00:00Z,16.6,8.3,20.4,0.1,20.6,62.1
2022-06-29 00:00:00Z,15.2,7.4,23.0,0.1,23.2,52.0
2022-06-29 01:00:00Z,15.1,8.2,25.8,0.0,25.3,47.0
2022-06-29 02:00:00Z,15.0,8.6,21.9,0.0,21.2,49.2
2022-06-29 03:00:00Z,13.4,7.0,19.6,0.0,19.0,54.8
2022-06-29 04:00:00Z,13.7,4.7,28.8,0.0,28.2,39.1
2022-06-29 05:00:00Z,15.7,6.1,43.6,9.5,58.3,24.9
2022-06-29 06:00:00Z,21.2,11.0,49.1,18.0,76.7,22.0
2022-06-29 07:00:00Z,18.1,10.0,29.9,6.5,39.9,45.5
2022-06-29 08:00:00Z,19.7,10.1,22.4,5.3,30.5,61.9
2022-06-29 09:00:00Z,19.5,9.3,16.8,3.1,21.6,73.7
2022-06-29 10:00:00Z,16.2,6.0,,,,79.3
2022-06-29 11:00:00Z,12.4,5.8,,,,83.0
2022-06-29 12:00:00Z,11.2,6.4,,,,85.8
2022-06-29 13:00:00Z,14.6,4.6,,,,84.3
2022-06-29 14:00:00Z,11.0,5.2,,,,85.4
2022-06-29 15:00:00Z,15.5,4.1,,,,84.9
2022-06-29 16:00:00Z,10.6,4.7,,,,81.6
2022-06-29 17:00:00Z,11.1,5.2,,,,78.0
2022-06-29 18:00:00Z,11.9,4.2,,,,69.3
2022-06-29 19:00:00Z,14.7,5.2,,,,54.5
2022-06-29 20:00:00Z,15.4,6.4,,,,48.1
2022-06-29 21:00:00Z,14.7,4.9,,,,49.8
2022-06-29 22:00:00Z,6.4,2.7,,,,52.9
2022-06-29 23:00:00Z,6.3,4.1,,,,56.7
2022-06-30 00:00:00Z,6.3,2.6,,,,57.0
2022-06-30 01:00:00Z,5.4,1.3,,,,62.9
2022-06-30 02:00:00Z,3.5,1.7,,,,57.9
2022-06-30 03:00:00Z,5.1,1.3,,,,49.0
2022-06-30 04:00:00Z,6.0,4.7,,,,44.1
2022-06-30 05:00:00Z,7.4,1.8,,,,39.0
2022-06-30 06:00:00Z,6.3,5.8,,,,34.9
2022-06-30 07:00:00Z,7.7,6.0,,,,26.5
2022-06-30 08:00:00Z,10.3,5.3,,,,18.7
2022-06-30 09:00:00Z,11.9,6.2,,,,30.4
2022-06-30 10:00:00Z,4.4,6.9,,,,42.4
2022-06-30 11:00:00Z,7.1,4.0,,,,36.5
2022-06-30 12:00:00Z,7.7,5.7,,,,37.6
2022-06-30 13:00:00Z,4.5,9.7,,,,38.3
2022-06-30 14:00:00Z,3.3,6.9,,,,48.8
2022-06-30 15:00:00Z,7.4,4.8,,,,48.6
2022-06-30 16:00:00Z,8.4,6.1,,,,43.6
2022-06-30 17:00:00Z,,,,,,42.6
2022-06-30 18:00:00Z,,,,,,43.9
2022-06-30 19:00:00Z,,,,,,51.9
2022-06-30 20:00:00Z,7.7,5.8,,,,52.0
2022-06-30 21:00:00Z,8.2,6.0,,,,51.2
2022-06-30 22:00:00Z,6.1,6.3,,,,56.1
2022-06-30 23:00:00Z,5.4,5.3,,,,48.8
2022-07-01 00:00:00Z,6.7,5.1,,,,37.1
2022-07-01 01:00:00Z,9.5,5.6,,,,37.3
2022-07-01 02:00:00Z,5.5,4.4,,,,37.0
2022-07-01 03:00:00Z,6.9,4.9,,,,33.3
2022-07-01 04:00:00Z,8.8,5.4,,,,29.5
2022-07-01 05:00:00Z,7.8,4.7,,,,22.9
2022-07-01 06:00:00Z,9.6,3.8,,,,29.4
2022-07-01 07:00:00Z,10.5,3.4,,,,39.6
2022-07-01 08:00:00Z,10.7,4.8,,,,46.8
2022-07-01 09:00:00Z,8.1,3.6,,,,55.3
2022-07-01 10:00:00Z,9.3,5.6,,,,61.5
2022-07-01 11:00:00Z,10.1,5.8,,,,66.6
2022-07-01 12:00:00Z,7.8,5.7,,,,70.5
2022-07-01 13:00:00Z,8.3,3.7,,,,70.7
2022-07-01 14:00:00Z,8.6,5.1,,,,69.1
2022-07-01 15:00:00Z,6.5,4.0,,,,70.4
2022-07-01 16:00:00Z,7.0,3.3,,,,72.3
2022-07-01 17:00:00Z,11.1,3.3,,,,70.8
2022-07-01 18:00:00Z,5.3,4.2,,,,70.3
2022-07-01 19:00:00Z,7.9,2.3,,,,70.8
2022-07-01 20:00:00Z,9.7,4.4,,,,65.0
2022-07-01 21:00:00Z,9.6,5.3,,,,60.4
2022-07-01 22:00:00Z,10.8,5.5,,,,47.7
2022-07-01 23:00:00Z,13.8,8.1,,,,37.5
2022-07-02 00:00:00Z,13.4,9.0,,,,36.2
2022-07-02 01:00:00Z,17.1,10.7,,,,13.6
2022-07-02 02:00:00Z,15.2,8.8,,,,32.7
2022-07-02 03:00:00Z,13.4,6.8,,,,29.9
2022-07-02 04:00:00Z,13.4,7.3,,,,11.3
2022-07-02 05:00:00Z,13.8,7.9,,,,4.3
2022-07-02 06:00:00Z,21.1,11.7,,,,7.8
2022-07-02 07:00:00Z,24.0,12.1,,,,17.6
2022-07-02 08:00:00Z,17.9,9.8,,,,43.5
2022-07-02 09:00:00Z,13.0,6.6,,,,63.2
2022-07-02 10:00:00Z,7.6,6.2,,,,74.1
2022-07-02 11:00:00Z,9.4,4.9,,,,84.1
2022-07-02 12:00:00Z,10.3,5.5,,,,91.9
2022-07-02 13:00:00Z,8.0,5.0,,,,102.2
2022-07-02 14:00:00Z,12.1,3.8,,,,103.3
2022-07-02 15:00:00Z,12.7,6.8,,,,103.9
2022-07-02 16:00:00Z,6.6,6.2,,,,101.5
2022-07-02 17:00:00Z,8.0,6.0,,,,95.0
2022-07-02 18:00:00Z,9.3,5.7,,,,88.5
2022-07-02 19:00:00Z,9.1,5.7,,,,85.5
2022-07-02 20:00:00Z,12.1,6.4,,,,81.1
2022-07-02 21:00:00Z,16.1,8.9,,,,65.9
2022-07-02 22:00:00Z,19.4,10.5,,,,60.8
2022-07-02 23:00:00Z,14.8,8.9,,,,59.3
2022-07-03 00:00:00Z,10.7,6.2,,,,59.6
2022-07-03 01:00:00Z,6.8,5.0,,,,55.4
2022-07-03 02:00:00Z,3.8,5.3,,,,55.7
2022-07-03 03:00:00Z,9.6,3.7,,,,54.6
2022-07-03 04:00:00Z,5.9,3.8,,,,45.2
2022-07-03 05:00:00Z,8.0,4.1,,,,44.5
2022-07-03 06:00:00Z,8.0,4.0,,,,49.5
2022-07-03 07:00:00Z,7.9,3.8,,,,58.9
2022-07-03 08:00:00Z,9.9,3.9,,,,58.3
2022-07-03 09:00:00Z,9.5,6.0,,,,61.8
2022-07-03 10:00:00Z,9.0,3.3,,,,69.9
2022-07-03 11:00:00Z,10.2,4.7,,,,74.6
2022-07-03 12:00:00Z,10.6,7.3,,,,79.9
2022-07-03 13:00:00Z,8.3,5.7,,,,77.1
2022-07-03 14:00:00Z,8.4,2.9,,,,75.6
2022-07-03 15:00:00Z,10.2,3.0,,,,75.1
2022-07-03 16:00:00Z,10.8,2.4,,,,77.0
2022-07-03 17:00:00Z,7.2,3.0,,,,71.7
2022-07-03 18:00:00Z,12.6,5.3,,,,67.0
2022-07-03 19:00:00Z,11.8,4.9,,,,65.6
2022-07-03 20:00:00Z,10.9,6.9,,,,63.6
2022-07-03 21:00:00Z,13.5,6.4,,,,61.3
2022-07-03 22:00:00Z,12.7,4.7,,,,53.5
2022-07-03 23:00:00Z,9.3,4.9,,,,52.6
2022-07-04 00:00:00Z,8.6,4.6,,,,48.9
2022-07-04 01:00:00Z,8.5,6.3,,,,53.8
2022-07-04 02:00:00Z,6.0,4.9,,,,55.2
2022-07-04 03:00:00Z,3.8,5.2,,,,52.3
2022-07-04 04:00:00Z,5.7,3.7,,,,49.7
2022-07-04 05:00:00Z,10.3,1.5,,,,40.6
2022-07-04 06:00:00Z,12.8,3.6,,,,31.7
2022-07-04 07:00:00Z,15.4,6.3,,,,30.7
2022-07-04 08:00:00Z,23.3,8.8,,,,41.6
2022-07-04 09:00:00Z,18.4,8.0,,,,51.5
2022-07-04 10:00:00Z,13.5,6.7,,,,60.3
2022-07-04 11:00:00Z,15.5,6.5,,,,69.0
2022-07-04 12:00:00Z,16.8,9.7,,,,82.6
2022-07-04 13:00:00Z,13.9,7.8,,,,92.8
2022-07-04 14:00:00Z,13.1,2.1,,,,93.7
