,PA18:PM10,PA18:NO2,PA18:NO,PA18:NOX,PA18:O3
2018-01-04 05:00:00Z,3.2,29.0,0.0,30.1,33.0
2018-01-04 06:00:00Z,4.0,40.0,2.0,44.5,22.0
2018-01-04 07:00:00Z,3.9,37.0,4.0,44.5,20.0
2018-01-04 08:00:00Z,2.1,29.0,3.0,34.4,28.0
2018-01-04 09:00:00Z,0.1,25.0,2.0,29.2,34.0
2018-01-04 10:00:00Z,1.4,19.0,2.0,22.5,41.0
2018-01-04 11:00:00Z,5.3,20.0,3.0,25.4,39.0
2018-01-04 12:00:00Z,4.1,25.0,3.0,29.7,36.0
2018-01-04 13:00:00Z,5.5,20.0,2.0,23.4,41.0
2018-01-04 14:00:00Z,4.7,19.0,2.0,22.9,40.0
2018-01-04 15:00:00Z,2.8,20.0,2.0,24.4,40.0
2018-01-04 16:00:00Z,4.5,23.0,2.0,27.2,55.0
2018-01-04 17:00:00Z,10.3,25.0,1.0,27.8,56.0
2018-01-04 18:00:00Z,16.5,27.0,1.0,30.1,52.0
2018-01-04 19:00:00Z,18.6,34.0,2.0,37.3,46.0
2018-01-04 20:00:00Z,23.3,26.0,1.0,29.7,53.0
2018-01-04 21:00:00Z,25.5,22.0,1.0,24.4,57.0
2018-01-04 22:00:00Z,24.6,25.0,0.0,26.8,53.0
2018-01-04 23:00:00Z,23.4,24.0,0.0,25.8,51.0
2018-01-05 00:00:00Z,15.6,16.0,0.0,17.2,57.0
2018-01-05 01:00:00Z,13.6,12.0,0.0,11.5,64.0
2018-01-05 02:00:00Z,11.2,10.0,0.0,10.1,66.0
2018-01-05 03:00:00Z,10.8,8.0,0.0,9.1,69.0
2018-01-05 04:00:00Z,6.8,10.0,0.0,11.5,71.0
2018-01-05 05:00:00Z,7.8,18.0,0.0,19.6,68.0
2018-01-05 06:00:00Z,7.6,32.0,1.0,34.4,53.0
2018-01-05 07:00:00Z,9.8,50.0,2.0,54.0,38.0
2018-01-05 08:00:00Z,8.0,55.0,2.0,58.8,33.0
2018-01-05 09:00:00Z,11.5,49.0,3.0,54.5,38.0
2018-01-05 10:00:00Z,15.7,45.0,4.0,51.6,42.0
2018-01-05 11:00:00Z,16.4,39.0,4.0,45.0,47.0
2018-01-05 12:00:00Z,19.5,32.0,3.0,37.3,50.0
2018-01-05 13:00:00Z,17.1,28.0,3.0,33.0,54.0
2018-01-05 14:00:00Z,19.3,32.0,2.0,35.8,49.0
2018-01-05 15:00:00Z,20.8,31.0,1.0,33.5,51.0
2018-01-05 16:00:00Z,13.2,39.0,2.0,43.1,44.0
2018-01-05 17:00:00Z,9.4,48.0,2.0,52.6,34.0
2018-01-05 18:00:00Z,8.9,52.0,3.0,57.9,30.0
2018-01-05 19:00:00Z,10.2,56.0,4.0,62.2,26.0
2018-01-05 20:00:00Z,12.7,51.0,3.0,56.4,29.0
2018-01-05 21:00:00Z,14.1,53.0,2.0,57.4,27.0
2018-01-05 22:00:00Z,16.4,49.0,2.0,53.5,29.0
2018-01-05 23:00:00Z,19.2,64.0,4.0,69.8,14.0
2018-01-06 00:00:00Z,21.4,60.0,3.0,65.0,16.0
2018-01-06 01:00:00Z,19.2,40.0,1.0,43.0,30.0
2018-01-06 02:00:00Z,16.5,33.0,1.0,35.4,35.0
2018-01-06 03:00:00Z,14.5,22.0,0.0,22.5,47.0
2018-01-06 04:00:00Z,11.1,19.0,1.0,21.5,49.0
2018-01-06 05:00:00Z,10.2,17.0,0.0,18.6,52.0
2018-01-06 06:00:00Z,11.4,20.0,1.0,22.5,50.0
2018-01-06 07:00:00Z,12.9,27.0,1.0,30.1,43.0
2018-01-06 08:00:00Z,13.3,26.0,2.0,29.2,47.0
2018-01-06 09:00:00Z,13.6,35.0,2.0,38.3,39.0
2018-01-06 10:00:00Z,14.6,46.0,7.0,57.4,31.0
2018-01-06 11:00:00Z,17.1,67.0,23.0,102.8,12.0
2018-01-06 12:00:00Z,24.6,70.0,17.0,95.6,9.0
2018-01-06 13:00:00Z,27.0,67.0,20.0,98.0,10.0
2018-01-06 14:00:00Z,27.5,65.0,16.0,89.4,13.0
2018-01-06 15:00:00Z,27.6,62.0,11.0,80.8,15.0
2018-01-06 16:00:00Z,24.2,74.0,23.0,110.4,10.0
2018-01-06 17:00:00Z,23.9,62.0,13.0,83.2,9.0
2018-01-06 18:00:00Z,25.2,62.0,15.0,85.6,8.0
2018-01-06 19:00:00Z,27.4,55.0,12.0,74.1,9.0
2018-01-06 20:00:00Z,30.0,57.0,16.0,82.7,6.0
2018-01-06 21:00:00Z,30.5,52.0,13.0,72.7,9.0
2018-01-06 22:00:00Z,28.5,46.0,9.0,61.7,12.0
2018-01-06 23:00:00Z,29.7,40.0,8.0,52.1,13.0
2018-01-07 00:00:00Z,30.0,33.0,5.0,42.1,15.0
2018-01-07 01:00:00Z,32.0,30.0,5.0,37.3,19.0
2018-01-07 02:00:00Z,29.7,25.0,3.0,30.6,26.0
2018-01-07 03:00:00Z,27.3,24.0,2.0,28.7,23.0
2018-01-07 04:00:00Z,31.5,24.0,2.0,26.8,22.0
2018-01-07 05:00:00Z,31.6,28.0,2.0,32.0,18.0
2018-01-07 06:00:00Z,32.3,31.0,3.0,35.8,17.0
2018-01-07 07:00:00Z,31.3,30.0,3.0,35.8,18.0
2018-01-07 08:00:00Z,28.1,27.0,3.0,32.0,20.0
2018-01-07 09:00:00Z,28.2,25.0,3.0,30.1,23.0
2018-01-07 10:00:00Z,26.9,26.0,4.0,33.5,21.0
2018-01-07 11:00:00Z,25.4,26.0,7.0,36.8,18.0
2018-01-07 12:00:00Z,25.3,29.0,8.0,41.1,19.0
2018-01-07 13:00:00Z,19.2,25.0,6.0,34.4,23.0
2018-01-07 14:00:00Z,16.4,30.0,8.0,43.0,18.0
2018-01-07 15:00:00Z,12.2,28.0,8.0,40.2,17.0
2018-01-07 16:00:00Z,11.3,32.0,9.0,47.8,11.0
2018-01-07 17:00:00Z,12.6,32.0,8.0,45.9,10.0
2018-01-07 18:00:00Z,12.6,33.0,9.0,48.3,9.0
2018-01-07 19:00:00Z,11.7,33.0,10.0,49.7,
2018-01-07 20:00:00Z,14.6,33.0,10.0,48.8,8.0
2018-01-07 21:00:00Z,13.1,30.0,7.0,40.7,9.0
2018-01-07 22:00:00Z,12.6,28.0,6.0,39.2,10.0
2018-01-07 23:00:00Z,11.1,25.0,4.0,32.0,12.0
2018-01-08 00:00:00Z,12.2,26.0,4.0,32.0,10.0
2018-01-08 01:00:00Z,12.0,22.0,2.0,26.8,12.0
2018-01-08 02:00:00Z,12.0,21.0,3.0,26.8,11.0
2018-01-08 03:00:00Z,12.4,19.0,2.0,22.4,14.0
2018-01-08 04:00:00Z,11.3,20.0,2.0,23.9,14.0
2018-01-08 05:00:00Z,11.9,27.0,6.0,35.9,7.0
2018-01-08 06:00:00Z,12.3,39.0,20.0,69.3,3.0
2018-01-08 07:00:00Z,11.7,41.0,17.0,67.4,4.0
2018-01-08 08:00:00Z,14.0,44.0,33.0,96.1,2.0
2018-01-08 09:00:00Z,16.4,43.0,47.0,115.7,1.0
2018-01-08 10:00:00Z,21.4,41.0,51.0,120.0,2.0
2018-01-08 11:00:00Z,23.0,34.0,30.0,80.8,8.0
2018-01-08 12:00:00Z,20.6,22.0,11.0,39.7,16.0
2018-01-08 13:00:00Z,22.0,,,,14.0
2018-01-08 14:00:00Z,23.4,,,,13.0
2018-01-08 15:00:00Z,,32.0,23.0,67.4,8.0
2018-01-08 16:00:00Z,,33.0,17.0,60.2,7.0
2018-01-08 17:00:00Z,,42.0,26.0,82.2,2.0
2018-01-08 18:00:00Z,,47.0,49.0,123.3,1.0
2018-01-08 19:00:00Z,,45.0,39.0,104.2,1.0
2018-01-08 20:00:00Z,,40.0,26.0,81.8,2.0
2018-01-08 21:00:00Z,,40.0,26.0,80.3,1.0
2018-01-08 22:00:00Z,,37.0,18.0,65.5,1.0
2018-01-08 23:00:00Z,,35.0,16.0,60.7,1.0
2018-01-09 00:00:00Z,,35.0,20.0,66.9,0.0
2018-01-09 01:00:00Z,,35.0,23.0,70.7,0.0
2018-01-09 02:00:00Z,,34.0,22.0,67.4,0.0
2018-01-09 03:00:00Z,,33.0,22.0,67.4,0.0
2018-01-09 04:00:00Z,,33.0,25.0,71.7,0.0
2018-01-09 05:00:00Z,,32.0,22.0,66.5,1.0
2018-01-09 06:00:00Z,,33.0,23.0,69.8,0.0
2018-01-09 07:00:00Z,,35.0,39.0,96.1,0.0
2018-01-09 08:00:00Z,,37.0,58.0,127.6,0.0
2018-01-09 09:00:00Z,,41.0,73.0,153.9,1.0
2018-01-09 10:00:00Z,,37.0,63.0,134.8,0.0
2018-01-09 11:00:00Z,,37.0,80.0,161.1,1.0
2018-01-09 12:00:00Z,,31.0,50.0,108.5,3.0
2018-01-09 13:00:00Z,,28.0,31.0,76.5,3.0
2018-01-09 14:00:00Z,,29.0,33.0,80.3,2.0
2018-01-09 15:00:00Z,,32.0,34.0,84.6,3.0
2018-01-09 16:00:00Z,,39.0,29.0,84.6,2.0
2018-01-09 17:00:00Z,,40.0,22.0,75.1,1.0
2018-01-09 18:00:00Z,,43.0,14.0,66.0,4.0
2018-01-09 19:00:00Z,,41.0,8.0,53.5,9.0
2018-01-09 20:00:00Z,,40.0,6.0,48.8,11.0
2018-01-09 21:00:00Z,,37.0,4.0,44.0,13.0
2018-01-09 22:00:00Z,,33.0,3.0,38.3,18.0
2018-01-09 23:00:00Z,,23.0,1.0,24.9,29.0
2018-01-10 00:00:00Z,,23.0,1.0,25.3,31.0
2018-01-10 01:00:00Z,,23.0,1.0,24.9,31.0
2018-01-10 02:00:00Z,,20.0,0.0,22.0,32.0
2018-01-10 03:00:00Z,,19.0,0.0,20.1,33.0
2018-01-10 04:00:00Z,,21.0,1.0,22.5,32.0
2018-01-10 05:00:00Z,,24.0,1.0,26.8,30.0
2018-01-10 06:00:00Z,,35.0,2.0,39.2,21.0
2018-01-10 07:00:00Z,,47.0,6.0,58.3,11.0
2018-01-10 08:00:00Z,,53.0,10.0,69.3,7.0
2018-01-10 09:00:00Z,,49.0,10.0,65.5,10.0
2018-01-10 10:00:00Z,,,,,
2018-01-10 11:00:00Z,,45.0,8.0,58.0,
2018-01-10 12:00:00Z,,40.0,7.0,50.2,28.0
2018-01-10 13:00:00Z,15.9,31.0,5.0,39.7,40.0
2018-01-10 14:00:00Z,17.4,32.0,3.0,37.8,40.0
2018-01-10 15:00:00Z,16.4,37.0,3.0,43.0,35.0
2018-01-10 16:00:00Z,19.4,44.0,4.0,50.7,26.0
2018-01-10 17:00:00Z,19.4,53.0,4.0,59.8,20.0
2018-01-10 18:00:00Z,19.1,63.0,7.0,74.1,9.0
2018-01-10 19:00:00Z,18.8,60.0,7.0,71.7,10.0
2018-01-10 20:00:00Z,20.4,66.0,10.0,82.2,7.0
2018-01-10 21:00:00Z,23.0,60.0,7.0,72.2,8.0
2018-01-10 22:00:00Z,21.5,51.0,4.0,57.8,16.0
2018-01-10 23:00:00Z,19.5,55.0,4.0,61.7,11.0
2018-01-11 00:00:00Z,22.1,55.0,6.0,65.0,8.0
2018-01-11 01:00:00Z,24.0,43.0,1.0,45.9,19.0
2018-01-11 02:00:00Z,20.4,40.0,1.0,42.1,21.0
2018-01-11 03:00:00Z,21.5,41.0,2.0,45.9,16.0
2018-01-11 04:00:00Z,22.0,31.0,1.0,33.0,25.0
2018-01-11 05:00:00Z,18.4,31.0,1.0,34.4,24.0
2018-01-11 06:00:00Z,17.0,38.0,4.0,44.9,18.0
2018-01-11 07:00:00Z,16.9,62.0,16.0,87.0,4.0
2018-01-11 08:00:00Z,20.6,72.0,52.0,152.0,0.0
2018-01-11 09:00:00Z,25.8,67.0,41.0,130.5,2.0
2018-01-11 10:00:00Z,25.4,65.0,33.0,117.6,4.0
2018-01-11 11:00:00Z,33.5,58.0,28.0,101.3,8.0
2018-01-11 12:00:00Z,44.6,57.0,20.0,89.4,10.0
2018-01-11 13:00:00Z,42.1,52.0,15.0,75.5,17.0
2018-01-11 14:00:00Z,29.0,49.0,14.0,71.7,23.0
2018-01-11 15:00:00Z,26.0,51.0,16.0,77.5,18.0
2018-01-11 16:00:00Z,27.1,56.0,16.0,82.2,16.0
2018-01-11 17:00:00Z,23.4,47.0,10.0,63.6,16.0
2018-01-11 18:00:00Z,20.2,47.0,10.0,62.1,16.0
2018-01-11 19:00:00Z,22.4,55.0,15.0,78.4,11.0
2018-01-11 20:00:00Z,27.9,52.0,13.0,72.7,14.0
2018-01-11 21:00:00Z,27.2,49.0,11.0,66.9,14.0
2018-01-11 22:00:00Z,29.7,38.0,7.0,50.2,25.0
2018-01-11 23:00:00Z,24.1,34.0,6.0,44.5,27.0
2018-01-12 00:00:00Z,17.0,31.0,5.0,38.7,24.0
2018-01-12 01:00:00Z,17.3,28.0,5.0,36.8,22.0
2018-01-12 02:00:00Z,19.1,28.0,6.0,37.3,18.0
2018-01-12 03:00:00Z,22.5,31.0,6.0,41.2,13.0
2018-01-12 04:00:00Z,26.2,39.0,5.0,47.3,9.0
2018-01-12 05:00:00Z,25.8,43.0,10.0,59.8,8.0
2018-01-12 06:00:00Z,25.0,51.0,27.0,93.7,3.0
2018-01-12 07:00:00Z,30.0,57.0,44.0,123.8,1.0
2018-01-12 08:00:00Z,32.9,57.0,47.0,130.5,1.0
2018-01-12 09:00:00Z,34.8,57.0,39.0,117.1,1.0
2018-01-12 10:00:00Z,36.6,55.0,48.0,129.1,2.0
2018-01-12 11:00:00Z,37.2,53.0,44.0,121.9,3.0
2018-01-12 12:00:00Z,38.7,51.0,45.0,120.9,4.0
2018-01-12 13:00:00Z,41.2,54.0,46.0,125.7,4.0
2018-01-12 14:00:00Z,43.9,53.0,36.0,108.5,5.0
2018-01-12 15:00:00Z,41.2,59.0,42.0,124.8,3.0
2018-01-12 16:00:00Z,44.7,64.0,46.0,134.8,2.0
2018-01-12 17:00:00Z,42.1,65.0,46.0,135.3,1.0
2018-01-12 18:00:00Z,38.8,63.0,36.0,119.1,1.0
2018-01-12 19:00:00Z,38.5,63.0,38.0,122.4,1.0
2018-01-12 20:00:00Z,40.6,63.0,43.0,130.0,1.0
2018-01-12 21:00:00Z,43.9,63.0,52.0,144.9,1.0
2018-01-12 22:00:00Z,46.5,64.0,58.0,152.5,1.0
2018-01-12 23:00:00Z,46.2,62.0,61.0,155.8,1.0
2018-01-13 00:00:00Z,46.0,63.0,76.0,181.7,1.0
2018-01-13 01:00:00Z,47.6,61.0,79.0,183.1,1.0
2018-01-13 02:00:00Z,46.0,55.0,64.0,153.4,0.0
2018-01-13 03:00:00Z,44.6,50.0,50.0,127.6,1.0
2018-01-13 04:00:00Z,45.0,40.0,23.0,76.5,1.0
2018-01-13 05:00:00Z,44.2,40.0,19.0,70.7,1.0
2018-01-13 06:00:00Z,42.6,33.0,9.0,46.4,8.0
2018-01-13 07:00:00Z,36.5,29.0,4.0,36.3,12.0
2018-01-13 08:00:00Z,37.5,32.0,7.0,44.0,9.0
2018-01-13 09:00:00Z,37.9,30.0,7.0,41.1,12.0
2018-01-13 10:00:00Z,29.9,33.0,11.0,50.7,11.0
2018-01-13 11:00:00Z,25.8,32.0,12.0,50.7,13.0
2018-01-13 12:00:00Z,25.1,31.0,10.0,46.9,17.0
2018-01-13 13:00:00Z,27.5,32.0,8.0,45.4,18.0
2018-01-13 14:00:00Z,30.2,33.0,10.0,49.7,17.0
2018-01-13 15:00:00Z,35.8,36.0,8.0,49.7,18.0
2018-01-13 16:00:00Z,30.5,39.0,8.0,52.6,15.0
2018-01-13 17:00:00Z,29.2,49.0,13.0,69.8,7.0
2018-01-13 18:00:00Z,31.9,50.0,17.0,77.4,4.0
2018-01-13 19:00:00Z,35.4,48.0,14.0,71.2,7.0
2018-01-13 20:00:00Z,36.4,51.0,13.0,72.2,6.0
2018-01-13 21:00:00Z,37.8,48.0,10.0,64.1,9.0
2018-01-13 22:00:00Z,37.1,45.0,7.0,56.4,10.0
2018-01-13 23:00:00Z,35.8,46.0,9.0,60.2,9.0
2018-01-14 00:00:00Z,31.8,41.0,6.0,51.1,11.0
2018-01-14 01:00:00Z,31.1,46.0,8.0,59.3,7.0
2018-01-14 02:00:00Z,32.4,49.0,12.0,68.4,3.0
2018-01-14 03:00:00Z,32.8,50.0,17.0,77.0,1.0
2018-01-14 04:00:00Z,32.7,50.0,25.0,89.9,0.0
2018-01-14 05:00:00Z,31.5,50.0,35.0,103.7,0.0
2018-01-14 06:00:00Z,32.7,48.0,41.0,112.3,0.0
2018-01-14 07:00:00Z,35.9,48.0,47.0,120.0,0.0
2018-01-14 08:00:00Z,35.0,47.0,59.0,138.2,1.0
2018-01-14 09:00:00Z,39.0,51.0,76.0,167.3,2.0
2018-01-14 10:00:00Z,40.1,44.0,42.0,108.0,4.0
2018-01-14 11:00:00Z,39.2,46.0,39.0,106.6,7.0
2018-01-14 12:00:00Z,40.5,38.0,23.0,74.6,12.0
2018-01-14 13:00:00Z,41.2,46.0,36.0,101.4,13.0
2018-01-14 14:00:00Z,43.8,50.0,27.0,92.3,12.0
2018-01-14 15:00:00Z,42.1,52.0,19.0,81.3,12.0
2018-01-14 16:00:00Z,36.6,59.0,23.0,95.1,6.0
2018-01-14 17:00:00Z,39.0,65.0,25.0,104.2,1.0
2018-01-14 18:00:00Z,40.7,66.0,30.0,111.9,1.0
2018-01-14 19:00:00Z,44.5,59.0,30.0,106.1,2.0
2018-01-14 20:00:00Z,44.4,52.0,25.0,90.8,1.0
2018-01-14 21:00:00Z,45.4,50.0,16.0,74.1,3.0
2018-01-14 22:00:00Z,38.4,38.0,5.0,46.4,13.0
2018-01-14 23:00:00Z,30.5,30.0,3.0,36.3,20.0
2018-01-15 00:00:00Z,24.6,25.0,1.0,28.2,32.0
2018-01-15 01:00:00Z,18.2,20.0,1.0,22.0,40.0
2018-01-15 02:00:00Z,15.0,17.0,1.0,19.1,41.0
2018-01-15 03:00:00Z,14.5,16.0,1.0,18.2,41.0
2018-01-15 04:00:00Z,12.6,17.0,1.0,19.6,40.0
2018-01-15 05:00:00Z,10.5,21.0,2.0,24.4,38.0
2018-01-15 06:00:00Z,13.3,28.0,2.0,32.5,28.0
2018-01-15 07:00:00Z,14.5,39.0,5.0,46.4,17.0
2018-01-15 08:00:00Z,17.2,47.0,8.0,60.2,12.0
2018-01-15 09:00:00Z,23.7,45.0,8.0,59.3,16.0
2018-01-15 10:00:00Z,19.4,36.0,5.0,44.5,28.0
2018-01-15 11:00:00Z,14.5,33.0,3.0,40.2,31.0
2018-01-15 12:00:00Z,12.7,30.0,4.0,36.8,35.0
2018-01-15 13:00:00Z,10.4,24.0,2.0,27.8,43.0
2018-01-15 14:00:00Z,8.7,22.0,1.0,25.4,47.0
2018-01-15 15:00:00Z,7.4,22.0,2.0,26.8,48.0
2018-01-15 16:00:00Z,5.7,22.0,2.0,25.9,48.0
2018-01-15 17:00:00Z,0.4,28.0,1.0,32.0,43.0
2018-01-15 18:00:00Z,0.3,35.0,2.0,38.2,38.0
2018-01-15 19:00:00Z,3.8,38.0,2.0,44.0,36.0
2018-01-15 20:00:00Z,8.5,29.0,2.0,32.5,49.0
2018-01-15 21:00:00Z,13.0,23.0,1.0,24.9,52.0
2018-01-15 22:00:00Z,13.2,21.0,1.0,24.9,52.0
2018-01-15 23:00:00Z,13.6,19.0,1.0,20.5,54.0
2018-01-16 00:00:00Z,10.7,18.0,0.0,19.6,54.0
2018-01-16 01:00:00Z,5.8,19.0,0.0,20.1,51.0
2018-01-16 02:00:00Z,1.6,15.0,0.0,15.8,57.0
2018-01-16 03:00:00Z,3.5,11.0,0.0,12.5,61.0
2018-01-16 04:00:00Z,6.1,11.0,0.0,12.0,64.0
2018-01-16 05:00:00Z,6.8,13.0,0.0,14.4,60.0
2018-01-16 06:00:00Z,7.1,22.0,2.0,25.4,52.0
2018-01-16 07:00:00Z,4.2,28.0,2.0,32.0,50.0
2018-01-16 08:00:00Z,2.6,37.0,3.0,42.6,42.0
2018-01-16 09:00:00Z,6.7,38.0,4.0,45.9,44.0
2018-01-16 10:00:00Z,13.6,33.0,4.0,40.2,49.0
2018-01-16 11:00:00Z,12.3,23.0,4.0,30.1,58.0
2018-01-16 12:00:00Z,12.5,21.0,5.0,29.2,61.0
2018-01-16 13:00:00Z,17.4,21.0,4.0,27.3,62.0
2018-01-16 14:00:00Z,14.3,24.0,3.0,30.6,60.0
2018-01-16 15:00:00Z,9.3,26.0,3.0,31.6,58.0
2018-01-16 16:00:00Z,18.3,28.0,3.0,34.0,58.0
2018-01-16 17:00:00Z,11.9,41.0,5.0,48.3,50.0
2018-01-16 18:00:00Z,9.6,42.0,2.0,45.9,47.0
2018-01-16 19:00:00Z,11.1,34.0,1.0,37.8,55.0
2018-01-16 20:00:00Z,8.6,25.0,1.0,27.3,63.0
2018-01-16 21:00:00Z,8.0,31.0,2.0,34.4,57.0
2018-01-16 22:00:00Z,12.3,19.0,1.0,20.5,67.0
2018-01-16 23:00:00Z,5.7,13.0,1.0,15.3,72.0
2018-01-17 00:00:00Z,6.4,15.0,1.0,17.2,72.0
2018-01-17 01:00:00Z,3.0,13.0,1.0,15.3,72.0
2018-01-17 02:00:00Z,4.2,12.0,0.0,13.4,72.0
2018-01-17 03:00:00Z,0.6,11.0,1.0,12.9,71.0
2018-01-17 04:00:00Z,2.1,11.0,0.0,12.9,70.0
2018-01-17 05:00:00Z,3.9,15.0,0.0,16.7,64.0
2018-01-17 06:00:00Z,7.0,23.0,2.0,26.8,58.0
2018-01-17 07:00:00Z,7.3,35.0,4.0,42.6,46.0
2018-01-17 08:00:00Z,7.8,39.0,5.0,46.9,42.0
2018-01-17 09:00:00Z,7.8,42.0,6.0,51.6,41.0
2018-01-17 10:00:00Z,11.2,36.0,8.0,48.8,43.0
2018-01-17 11:00:00Z,14.9,29.0,8.0,42.1,49.0
2018-01-17 12:00:00Z,18.4,24.0,7.0,35.8,54.0
2018-01-17 13:00:00Z,22.2,23.0,6.0,32.0,57.0
2018-01-17 14:00:00Z,23.9,27.0,6.0,37.8,52.0
