,PA18:PM10,PA18:NO2,PA18:NO,PA18:NOX,PA18:O3
2019-03-21 08:00:00Z,51.3,87.1,127.7,282.9,4.7
2019-03-21 09:00:00Z,54.3,80.0,66.9,182.5,12.7
2019-03-21 10:00:00Z,47.3,54.0,28.1,97.1,32.4
2019-03-21 11:00:00Z,36.6,39.3,13.8,60.4,52.7
2019-03-21 12:00:00Z,31.9,36.2,12.1,54.8,56.6
2019-03-21 13:00:00Z,29.8,29.6,8.8,43.1,71.6
2019-03-21 14:00:00Z,27.3,27.4,7.1,38.2,80.4
2019-03-21 15:00:00Z,25.2,30.7,7.3,42.0,81.5
2019-03-21 16:00:00Z,28.1,28.7,4.9,36.2,85.5
2019-03-21 17:00:00Z,28.6,33.6,4.2,40.0,80.8
2019-03-21 18:00:00Z,28.9,47.1,4.2,53.6,68.5
2019-03-21 19:00:00Z,33.0,74.8,5.1,82.7,39.9
2019-03-21 20:00:00Z,37.4,92.0,12.4,111.0,18.4
2019-03-21 21:00:00Z,35.9,79.9,7.2,90.9,24.8
2019-03-21 22:00:00Z,36.8,67.0,4.5,73.9,29.2
2019-03-21 23:00:00Z,36.3,67.4,7.2,78.4,21.4
2019-03-22 00:00:00Z,33.3,52.4,5.0,59.9,22.4
2019-03-22 01:00:00Z,26.5,58.1,9.4,72.6,9.4
2019-03-22 02:00:00Z,28.4,51.0,7.5,62.5,10.6
2019-03-22 03:00:00Z,29.0,43.3,5.2,51.1,11.7
2019-03-22 04:00:00Z,27.3,38.7,6.2,48.2,12.5
2019-03-22 05:00:00Z,30.3,49.3,16.0,74.0,3.3
2019-03-22 06:00:00Z,35.4,56.5,72.5,167.8,1.9
2019-03-22 07:00:00Z,39.6,58.2,90.1,196.3,2.4
2019-03-22 08:00:00Z,46.7,67.3,135.9,275.7,4.0
2019-03-22 09:00:00Z,62.4,73.2,161.0,320.0,5.6
2019-03-22 10:00:00Z,78.0,80.5,159.0,324.2,7.2
2019-03-22 11:00:00Z,84.9,81.6,138.9,294.6,10.3
2019-03-22 12:00:00Z,78.6,66.8,79.4,188.5,16.7
2019-03-22 13:00:00Z,65.1,68.1,59.5,159.3,21.2
2019-03-22 14:00:00Z,58.2,64.0,33.6,115.5,32.5
2019-03-22 15:00:00Z,45.4,54.6,16.0,79.2,51.7
2019-03-22 16:00:00Z,39.5,53.9,10.8,70.5,59.4
2019-03-22 17:00:00Z,40.3,58.8,8.1,71.3,55.9
2019-03-22 18:00:00Z,37.0,48.2,2.8,52.6,78.3
2019-03-22 19:00:00Z,30.2,70.5,4.2,76.8,52.0
2019-03-22 20:00:00Z,37.4,106.1,10.6,122.3,23.8
2019-03-22 21:00:00Z,44.5,125.3,22.0,159.1,9.9
2019-03-22 22:00:00Z,47.5,132.4,33.6,183.8,3.3
2019-03-22 23:00:00Z,,132.1,46.6,203.6,2.9
2019-03-23 00:00:00Z,,133.7,103.5,292.5,3.6
2019-03-23 01:00:00Z,65.5,132.9,130.8,333.5,3.7
2019-03-23 02:00:00Z,68.3,119.9,104.8,280.6,2.6
2019-03-23 03:00:00Z,63.9,78.3,46.0,148.7,4.6
2019-03-23 04:00:00Z,62.1,48.5,8.5,61.5,6.1
2019-03-23 05:00:00Z,51.3,34.7,9.3,49.0,8.1
2019-03-23 06:00:00Z,33.5,29.6,10.1,45.1,14.0
2019-03-23 07:00:00Z,25.3,36.7,14.1,58.3,15.6
2019-03-23 08:00:00Z,28.4,34.2,8.7,47.5,30.7
2019-03-23 09:00:00Z,36.5,43.0,8.9,56.6,41.9
2019-03-23 10:00:00Z,42.7,39.3,9.4,53.6,50.1
2019-03-23 11:00:00Z,42.6,30.0,6.3,39.7,65.2
2019-03-23 12:00:00Z,37.7,22.4,5.5,30.8,74.5
2019-03-23 13:00:00Z,37.4,21.8,5.6,30.6,74.6
2019-03-23 14:00:00Z,36.2,26.2,6.9,36.8,66.4
2019-03-23 15:00:00Z,33.4,21.2,4.7,28.5,73.0
2019-03-23 16:00:00Z,30.3,26.5,6.1,35.9,59.6
2019-03-23 17:00:00Z,30.8,26.3,6.5,36.3,52.8
2019-03-23 18:00:00Z,31.9,34.6,5.6,43.2,45.2
2019-03-23 19:00:00Z,37.4,52.5,12.3,71.2,30.9
2019-03-23 20:00:00Z,40.7,49.0,6.9,59.6,33.0
2019-03-23 21:00:00Z,43.5,54.2,7.3,65.3,28.5
2019-03-23 22:00:00Z,50.6,61.6,10.7,78.0,13.3
2019-03-23 23:00:00Z,48.9,53.2,7.0,63.9,14.1
2019-03-24 00:00:00Z,45.7,46.3,7.3,57.5,15.3
2019-03-24 01:00:00Z,45.0,40.6,6.6,50.6,13.4
2019-03-24 02:00:00Z,51.3,34.1,7.3,45.2,12.5
2019-03-24 03:00:00Z,54.8,32.0,5.2,40.0,14.5
2019-03-24 04:00:00Z,53.2,33.3,5.8,42.1,12.5
2019-03-24 05:00:00Z,55.2,28.2,3.4,33.5,14.3
2019-03-24 06:00:00Z,55.2,28.5,5.0,36.0,19.0
2019-03-24 07:00:00Z,53.8,28.0,6.2,37.5,19.8
2019-03-24 08:00:00Z,47.9,26.2,7.1,37.0,23.8
2019-03-24 09:00:00Z,48.0,26.4,9.1,40.4,26.0
2019-03-24 10:00:00Z,46.0,25.5,7.7,37.4,31.6
2019-03-24 11:00:00Z,47.0,27.7,10.4,43.7,33.7
2019-03-24 12:00:00Z,47.2,24.7,9.6,39.3,40.3
2019-03-24 13:00:00Z,45.4,23.5,9.7,38.2,42.1
2019-03-24 14:00:00Z,38.3,26.7,7.5,38.4,48.6
2019-03-24 15:00:00Z,25.7,29.1,7.5,40.7,52.8
2019-03-24 16:00:00Z,28.2,26.4,5.4,34.5,58.1
2019-03-24 17:00:00Z,24.5,25.3,4.9,32.8,64.7
2019-03-24 18:00:00Z,22.0,44.5,5.2,52.4,54.6
2019-03-24 19:00:00Z,22.4,57.1,6.6,67.1,43.2
2019-03-24 20:00:00Z,28.7,67.0,7.5,78.6,31.1
2019-03-24 21:00:00Z,34.9,59.4,4.4,66.1,33.0
2019-03-24 22:00:00Z,37.6,62.0,7.0,72.7,26.0
2019-03-24 23:00:00Z,31.0,45.9,4.0,52.1,36.5
2019-03-25 00:00:00Z,20.1,36.0,3.0,40.7,48.5
2019-03-25 01:00:00Z,16.5,28.2,1.7,30.8,53.6
2019-03-25 02:00:00Z,15.3,26.2,1.4,28.5,56.1
2019-03-25 03:00:00Z,19.0,22.9,1.2,24.8,57.4
2019-03-25 04:00:00Z,24.9,25.7,1.9,28.5,48.8
2019-03-25 05:00:00Z,26.4,36.0,3.4,41.2,37.7
2019-03-25 06:00:00Z,31.2,56.9,9.1,70.7,
2019-03-25 07:00:00Z,32.3,64.0,26.2,104.1,11.5
2019-03-25 08:00:00Z,31.7,62.4,35.4,116.6,18.1
2019-03-25 09:00:00Z,31.0,47.6,20.7,79.3,36.9
2019-03-25 10:00:00Z,24.3,33.6,11.6,51.4,60.9
2019-03-25 11:00:00Z,24.4,30.1,9.0,43.9,73.5
2019-03-25 12:00:00Z,16.1,25.5,8.4,38.2,75.9
2019-03-25 13:00:00Z,14.5,25.5,7.9,37.5,77.7
2019-03-25 14:00:00Z,18.6,24.7,7.4,35.9,77.4
2019-03-25 15:00:00Z,20.9,28.5,8.5,41.5,74.4
2019-03-25 16:00:00Z,22.2,29.1,7.6,40.7,75.0
2019-03-25 17:00:00Z,21.3,33.7,7.7,45.6,69.3
2019-03-25 18:00:00Z,23.2,41.2,7.5,52.7,62.0
2019-03-25 19:00:00Z,21.3,41.8,5.1,49.7,61.2
2019-03-25 20:00:00Z,19.6,46.3,5.4,54.6,53.3
2019-03-25 21:00:00Z,21.9,38.2,4.9,45.6,60.8
2019-03-25 22:00:00Z,21.9,32.8,3.5,38.2,67.2
2019-03-25 23:00:00Z,17.7,27.0,2.7,31.2,74.8
2019-03-26 00:00:00Z,15.1,24.8,2.5,28.7,76.4
2019-03-26 01:00:00Z,15.0,19.0,1.9,21.9,81.4
2019-03-26 02:00:00Z,14.6,18.2,1.4,20.4,80.5
2019-03-26 03:00:00Z,12.7,20.2,1.2,22.1,77.0
2019-03-26 04:00:00Z,15.1,21.5,1.4,23.7,75.4
2019-03-26 05:00:00Z,17.0,46.2,4.0,52.1,51.5
2019-03-26 06:00:00Z,20.6,76.4,15.1,99.6,26.1
2019-03-26 07:00:00Z,25.6,89.7,27.2,131.6,17.1
2019-03-26 08:00:00Z,25.4,66.8,16.3,91.8,34.7
2019-03-26 09:00:00Z,29.5,50.9,14.3,72.9,56.9
2019-03-26 10:00:00Z,25.3,27.4,7.2,38.4,74.1
2019-03-26 11:00:00Z,25.1,30.2,9.8,45.2,72.1
2019-03-26 12:00:00Z,25.4,24.2,7.5,35.7,80.3
2019-03-26 13:00:00Z,26.2,24.1,7.0,34.8,84.8
2019-03-26 14:00:00Z,26.2,28.2,8.2,40.7,83.1
2019-03-26 15:00:00Z,25.1,26.7,7.5,38.2,85.4
2019-03-26 16:00:00Z,24.0,35.8,8.3,48.5,78.4
2019-03-26 17:00:00Z,26.4,37.6,7.8,49.7,73.5
2019-03-26 18:00:00Z,27.3,68.0,14.8,90.7,46.1
2019-03-26 19:00:00Z,28.6,73.2,10.9,90.1,39.5
2019-03-26 20:00:00Z,32.0,78.7,10.5,94.8,32.6
2019-03-26 21:00:00Z,34.0,58.2,7.4,69.5,47.1
2019-03-26 22:00:00Z,35.6,41.1,3.8,47.0,58.3
2019-03-26 23:00:00Z,33.1,48.7,4.2,55.1,51.4
2019-03-27 00:00:00Z,33.0,44.4,3.7,50.0,51.6
2019-03-27 01:00:00Z,33.4,34.7,2.4,38.3,54.2
2019-03-27 02:00:00Z,30.6,39.1,2.4,42.7,46.3
2019-03-27 03:00:00Z,32.4,40.5,2.3,44.0,40.6
2019-03-27 04:00:00Z,33.5,44.8,2.9,49.2,34.9
2019-03-27 05:00:00Z,35.4,54.7,6.8,65.2,27.3
2019-03-27 06:00:00Z,36.6,76.1,17.0,102.1,12.8
2019-03-27 07:00:00Z,35.8,83.5,38.0,141.8,6.6
2019-03-27 08:00:00Z,43.6,76.2,46.4,147.3,18.6
2019-03-27 09:00:00Z,42.8,49.1,16.9,75.0,50.4
2019-03-27 10:00:00Z,31.3,36.1,10.3,51.8,61.7
2019-03-27 11:00:00Z,28.5,31.6,8.8,45.2,67.0
2019-03-27 12:00:00Z,26.8,27.6,7.8,39.6,72.9
2019-03-27 13:00:00Z,30.1,27.6,6.9,38.3,74.5
2019-03-27 14:00:00Z,29.8,23.8,6.1,33.2,77.4
2019-03-27 15:00:00Z,32.6,25.5,5.6,34.0,77.3
2019-03-27 16:00:00Z,34.0,34.0,8.1,46.5,68.2
2019-03-27 17:00:00Z,37.0,40.9,8.3,53.6,61.3
2019-03-27 18:00:00Z,37.1,51.6,8.6,64.9,49.4
2019-03-27 19:00:00Z,37.4,63.3,10.9,80.0,35.6
2019-03-27 20:00:00Z,43.2,77.2,12.4,96.3,20.7
2019-03-27 21:00:00Z,49.9,68.9,12.4,88.0,21.5
2019-03-27 22:00:00Z,55.3,63.7,10.2,79.4,21.2
2019-03-27 23:00:00Z,53.0,61.8,6.2,71.3,22.2
2019-03-28 00:00:00Z,44.9,53.9,4.4,60.8,28.7
2019-03-28 01:00:00Z,40.7,50.5,3.3,55.6,30.4
2019-03-28 02:00:00Z,38.5,46.0,2.7,50.2,30.6
2019-03-28 03:00:00Z,39.6,48.0,3.7,53.7,27.2
2019-03-28 04:00:00Z,40.5,52.3,5.0,59.9,20.5
2019-03-28 05:00:00Z,43.5,61.4,15.2,84.8,8.3
2019-03-28 06:00:00Z,48.7,61.6,44.3,129.4,2.4
2019-03-28 07:00:00Z,59.0,59.4,64.4,158.2,3.9
2019-03-28 08:00:00Z,61.5,53.8,52.9,134.9,9.4
2019-03-28 09:00:00Z,59.2,42.9,24.9,81.2,26.0
2019-03-28 10:00:00Z,56.9,33.7,13.2,53.9,44.8
2019-03-28 11:00:00Z,56.8,32.3,11.3,49.7,59.2
2019-03-28 12:00:00Z,53.5,31.0,9.0,44.8,69.9
2019-03-28 13:00:00Z,49.4,25.9,6.8,36.2,78.5
2019-03-28 14:00:00Z,51.2,27.4,6.0,36.7,76.5
2019-03-28 15:00:00Z,51.6,35.3,8.6,48.5,61.6
2019-03-28 16:00:00Z,47.0,29.8,7.0,40.6,66.5
2019-03-28 17:00:00Z,41.9,39.7,8.1,52.2,58.5
2019-03-28 18:00:00Z,41.9,42.7,6.8,53.1,53.6
2019-03-28 19:00:00Z,43.9,55.2,8.4,68.1,37.3
2019-03-28 20:00:00Z,46.8,60.0,7.8,72.0,29.6
2019-03-28 21:00:00Z,46.2,53.3,5.1,61.1,32.9
2019-03-28 22:00:00Z,43.7,58.3,6.3,68.0,24.6
2019-03-28 23:00:00Z,42.5,49.7,4.4,56.3,28.5
2019-03-29 00:00:00Z,42.9,47.8,3.9,53.7,26.1
2019-03-29 01:00:00Z,42.5,44.4,4.4,51.3,25.0
2019-03-29 02:00:00Z,42.3,37.4,3.1,42.0,26.5
2019-03-29 03:00:00Z,42.0,34.5,3.0,39.1,25.0
2019-03-29 04:00:00Z,42.7,41.7,5.3,49.8,15.7
2019-03-29 05:00:00Z,43.6,54.2,18.8,83.1,4.9
2019-03-29 06:00:00Z,47.2,64.1,49.2,139.6,2.1
2019-03-29 07:00:00Z,50.9,66.5,86.1,198.5,3.8
2019-03-29 08:00:00Z,57.7,64.8,72.9,176.6,7.6
2019-03-29 09:00:00Z,59.3,62.7,67.1,165.5,11.8
2019-03-29 10:00:00Z,49.4,37.8,17.2,64.2,34.6
2019-03-29 11:00:00Z,32.0,29.9,10.6,46.1,49.4
2019-03-29 12:00:00Z,24.9,20.5,6.4,30.3,65.6
2019-03-29 13:00:00Z,20.5,19.2,6.0,28.4,67.8
2019-03-29 14:00:00Z,19.8,21.0,5.3,29.2,70.4
2019-03-29 15:00:00Z,16.4,20.8,4.4,27.6,71.3
2019-03-29 16:00:00Z,19.3,22.3,4.1,28.6,71.9
2019-03-29 17:00:00Z,20.2,25.2,3.2,30.1,72.3
2019-03-29 18:00:00Z,21.7,39.1,3.5,44.4,60.8
2019-03-29 19:00:00Z,25.7,67.9,3.6,73.3,37.0
2019-03-29 20:00:00Z,31.4,100.9,11.9,119.1,10.5
2019-03-29 21:00:00Z,39.5,113.3,32.0,162.3,2.8
2019-03-29 22:00:00Z,46.1,116.4,68.3,221.0,3.5
2019-03-29 23:00:00Z,58.4,125.0,151.4,357.2,4.0
2019-03-30 00:00:00Z,77.9,133.0,208.8,453.3,4.1
2019-03-30 01:00:00Z,69.4,116.6,95.1,262.4,2.1
2019-03-30 02:00:00Z,53.6,104.1,39.1,164.0,1.5
2019-03-30 03:00:00Z,48.7,100.8,52.6,181.6,2.1
2019-03-30 04:00:00Z,52.5,98.2,78.8,219.1,2.1
2019-03-30 05:00:00Z,47.9,90.2,55.5,175.3,2.0
2019-03-30 06:00:00Z,43.9,85.4,37.8,143.5,2.4
2019-03-30 07:00:00Z,39.7,80.4,29.9,126.2,6.9
2019-03-30 08:00:00Z,40.7,71.8,31.7,120.4,14.5
2019-03-30 09:00:00Z,39.0,58.9,21.9,92.4,27.5
2019-03-30 10:00:00Z,33.8,39.7,9.6,54.6,55.9
2019-03-30 11:00:00Z,25.8,34.3,8.5,47.3,64.7
2019-03-30 12:00:00Z,23.7,33.4,6.1,42.8,75.8
2019-03-30 13:00:00Z,21.6,23.2,3.9,29.1,97.0
2019-03-30 14:00:00Z,17.8,19.8,3.3,24.9,103.5
2019-03-30 15:00:00Z,14.8,15.8,2.7,19.9,108.5
2019-03-30 16:00:00Z,14.1,16.8,2.0,19.9,109.3
2019-03-30 17:00:00Z,14.9,21.0,2.1,24.3,103.9
2019-03-30 18:00:00Z,14.6,29.7,1.3,31.7,95.6
2019-03-30 19:00:00Z,14.8,49.0,1.7,51.6,77.6
2019-03-30 20:00:00Z,18.2,107.8,12.5,127.1,24.7
2019-03-30 21:00:00Z,30.7,131.0,36.2,186.6,6.8
2019-03-30 22:00:00Z,38.7,133.8,55.1,218.3,5.0
2019-03-30 23:00:00Z,53.3,134.2,64.2,232.6,3.7
2019-03-31 00:00:00Z,47.9,128.9,58.8,219.0,2.9
2019-03-31 01:00:00Z,37.3,128.0,66.3,229.6,2.3
2019-03-31 02:00:00Z,46.6,122.4,109.4,290.1,2.1
2019-03-31 03:00:00Z,47.8,106.0,61.6,200.5,2.2
2019-03-31 04:00:00Z,42.8,101.6,72.7,213.1,2.3
2019-03-31 05:00:00Z,47.9,100.0,86.4,232.5,2.4
2019-03-31 06:00:00Z,46.4,94.3,76.9,212.3,2.4
2019-03-31 07:00:00Z,44.2,82.9,54.9,167.1,5.7
2019-03-31 08:00:00Z,41.6,77.4,37.5,134.8,14.5
2019-03-31 09:00:00Z,41.7,69.2,28.4,112.8,31.5
2019-03-31 10:00:00Z,34.5,40.3,8.9,53.8,65.4
2019-03-31 11:00:00Z,26.8,35.0,8.8,48.4,74.1
2019-03-31 12:00:00Z,28.6,24.4,4.8,31.8,99.4
2019-03-31 13:00:00Z,27.2,23.7,4.2,30.1,103.8
2019-03-31 14:00:00Z,23.8,20.4,3.1,25.1,113.7
2019-03-31 15:00:00Z,23.5,21.6,2.7,25.8,113.4
2019-03-31 16:00:00Z,28.7,23.5,3.1,28.3,111.7
2019-03-31 17:00:00Z,33.6,30.2,3.4,35.4,101.1
2019-03-31 18:00:00Z,52.2,38.7,3.7,44.3,74.9
2019-03-31 19:00:00Z,70.8,39.9,4.0,46.1,60.2
2019-03-31 20:00:00Z,61.9,35.9,2.4,39.6,61.2
2019-03-31 21:00:00Z,51.6,34.6,2.4,38.4,59.5
2019-03-31 22:00:00Z,44.2,29.2,1.8,32.1,60.2
2019-03-31 23:00:00Z,40.5,25.7,2.0,28.8,56.9
2019-04-01 00:00:00Z,38.4,25.2,2.0,28.3,50.5
2019-04-01 01:00:00Z,38.9,23.3,1.9,26.2,49.6
2019-04-01 02:00:00Z,40.7,19.6,1.4,21.7,48.3
2019-04-01 03:00:00Z,39.2,20.3,1.4,22.6,43.9
2019-04-01 04:00:00Z,39.2,31.7,2.9,36.3,30.5
2019-04-01 05:00:00Z,41.7,56.3,14.4,78.3,9.4
2019-04-01 06:00:00Z,43.5,56.9,18.9,85.9,7.5
2019-04-01 07:00:00Z,49.1,55.7,31.8,104.4,8.6
2019-04-01 08:00:00Z,55.1,52.8,36.9,109.5,13.1
2019-04-01 09:00:00Z,56.8,48.0,27.4,90.0,23.6
2019-04-01 10:00:00Z,54.7,35.3,15.1,58.5,38.5
2019-04-01 11:00:00Z,54.8,30.8,11.5,48.4,48.4
2019-04-01 12:00:00Z,54.4,32.8,10.6,49.0,55.7
2019-04-01 13:00:00Z,53.8,30.5,8.5,43.6,73.5
2019-04-01 14:00:00Z,48.1,24.3,5.1,32.1,96.6
2019-04-01 15:00:00Z,37.3,21.7,2.8,26.1,113.9
2019-04-01 16:00:00Z,28.5,23.1,1.8,25.9,116.9
2019-04-01 17:00:00Z,29.9,31.0,2.4,34.7,108.1
2019-04-01 18:00:00Z,28.3,33.3,2.5,37.0,103.1
2019-04-01 19:00:00Z,30.4,38.9,2.0,42.1,90.0
2019-04-01 20:00:00Z,36.4,57.4,2.1,60.6,71.9
2019-04-01 21:00:00Z,38.5,57.5,1.1,59.3,72.8
2019-04-01 22:00:00Z,36.4,39.8,1.4,42.1,88.8
2019-04-01 23:00:00Z,32.8,36.1,1.1,37.9,86.8
2019-04-02 00:00:00Z,30.5,32.9,1.0,34.4,86.5
2019-04-02 01:00:00Z,29.1,26.9,0.6,27.9,87.7
2019-04-02 02:00:00Z,27.8,25.3,0.6,26.3,83.6
2019-04-02 03:00:00Z,29.7,25.8,0.6,26.7,83.8
2019-04-02 04:00:00Z,28.1,15.2,0.6,16.1,100.8
2019-04-02 05:00:00Z,19.8,20.9,0.8,22.1,77.2
2019-04-02 06:00:00Z,33.2,32.1,1.9,35.0,59.4
2019-04-02 07:00:00Z,30.1,45.5,2.6,49.6,54.6
2019-04-02 08:00:00Z,25.4,70.3,5.6,79.0,42.3
2019-04-02 09:00:00Z,24.7,74.9,12.5,94.0,40.1
2019-04-02 10:00:00Z,29.6,44.0,10.5,60.1,56.6
2019-04-02 11:00:00Z,28.2,22.2,5.8,31.1,78.9
2019-04-02 12:00:00Z,32.3,17.1,3.6,22.5,91.5
2019-04-02 13:00:00Z,40.3,14.2,3.0,18.7,98.2
2019-04-02 14:00:00Z,38.0,15.2,3.6,20.7,83.5
2019-04-02 15:00:00Z,31.2,16.1,2.9,20.5,83.7
2019-04-02 16:00:00Z,24.8,20.4,2.1,23.7,77.3
2019-04-02 17:00:00Z,14.2,25.8,3.6,31.2,68.5
2019-04-02 18:00:00Z,4.9,30.5,3.3,35.5,67.1
2019-04-02 19:00:00Z,7.2,29.6,1.9,32.5,70.5
2019-04-02 20:00:00Z,7.6,23.6,1.5,26.0,73.9
2019-04-02 21:00:00Z,8.3,23.4,1.2,25.4,71.2
2019-04-02 22:00:00Z,9.1,20.0,1.2,21.8,70.0
2019-04-02 23:00:00Z,8.2,17.4,1.2,19.2,71.2
2019-04-03 00:00:00Z,8.0,12.9,0.8,14.2,73.3
2019-04-03 01:00:00Z,6.0,11.8,0.7,12.9,75.9
2019-04-03 02:00:00Z,4.9,9.4,0.6,10.4,76.8
2019-04-03 03:00:00Z,2.5,9.6,0.9,11.1,81.4
2019-04-03 04:00:00Z,2.5,14.2,1.1,15.9,76.7
2019-04-03 05:00:00Z,3.2,22.6,2.4,26.3,62.4
2019-04-03 06:00:00Z,6.4,32.9,3.4,38.1,48.0
2019-04-03 07:00:00Z,7.6,40.2,6.5,50.3,43.0
2019-04-03 08:00:00Z,13.3,35.2,6.5,45.1,53.1
2019-04-03 09:00:00Z,12.5,26.0,5.5,34.3,64.4
2019-04-03 10:00:00Z,11.3,19.1,4.8,26.4,73.8
2019-04-03 11:00:00Z,11.1,17.9,4.3,24.5,77.3
2019-04-03 12:00:00Z,9.3,16.2,4.2,22.7,82.6
2019-04-03 13:00:00Z,9.1,14.1,4.5,21.0,84.5
2019-04-03 14:00:00Z,7.8,15.0,4.6,21.9,86.8
2019-04-03 15:00:00Z,5.5,14.6,3.2,19.7,90.6
2019-04-03 16:00:00Z,2.2,16.8,2.8,21.2,91.1
2019-04-03 17:00:00Z,3.6,18.1,2.1,21.5,88.3
2019-04-03 18:00:00Z,6.9,27.6,3.3,32.8,76.8
2019-04-03 19:00:00Z,10.0,36.8,3.9,42.7,66.3
2019-04-03 20:00:00Z,10.2,40.2,3.0,44.6,62.3
2019-04-03 21:00:00Z,9.9,23.6,1.3,25.6,79.4
2019-04-03 22:00:00Z,6.5,30.5,1.8,33.2,72.5
2019-04-03 23:00:00Z,7.1,33.1,1.8,35.8,65.0
2019-04-04 00:00:00Z,8.2,30.0,1.1,31.8,63.0
2019-04-04 01:00:00Z,9.3,28.8,1.2,30.7,63.9
2019-04-04 02:00:00Z,8.2,29.2,1.4,31.4,57.7
2019-04-04 03:00:00Z,6.4,22.5,1.2,24.4,66.2
2019-04-04 04:00:00Z,6.5,25.7,1.5,28.1,62.3
2019-04-04 05:00:00Z,7.7,36.0,2.4,39.6,50.2
2019-04-04 06:00:00Z,9.7,61.7,5.7,70.4,24.1
2019-04-04 07:00:00Z,13.7,77.8,33.1,128.5,14.7
2019-04-04 08:00:00Z,18.5,49.7,15.5,73.4,48.6
2019-04-04 09:00:00Z,15.4,31.6,7.8,43.6,73.4
2019-04-04 10:00:00Z,11.6,21.7,6.1,30.9,85.1
2019-04-04 11:00:00Z,8.6,15.1,4.1,21.5,90.2
2019-04-04 12:00:00Z,7.4,16.8,3.6,22.4,88.1
2019-04-04 13:00:00Z,6.3,15.7,3.4,20.9,88.8
2019-04-04 14:00:00Z,10.3,15.0,3.3,20.1,90.9
2019-04-04 15:00:00Z,3.7,16.0,3.5,21.3,89.9
2019-04-04 16:00:00Z,11.8,20.4,3.6,26.0,87.0
2019-04-04 17:00:00Z,10.2,19.7,2.5,23.7,87.5
2019-04-04 18:00:00Z,9.6,31.1,2.6,35.1,75.1
2019-04-04 19:00:00Z,10.9,43.7,2.1,46.9,61.3
2019-04-04 20:00:00Z,11.8,53.3,2.7,57.6,52.2
2019-04-04 21:00:00Z,12.9,58.3,2.6,62.4,44.8
2019-04-04 22:00:00Z,14.7,66.8,2.9,71.2,36.1
2019-04-04 23:00:00Z,12.7,51.1,2.3,54.6,45.4
2019-04-05 00:00:00Z,11.1,38.1,1.6,40.6,52.2
2019-04-05 01:00:00Z,11.3,35.1,2.2,38.4,51.8
2019-04-05 02:00:00Z,9.2,30.6,1.6,33.1,53.1
2019-04-05 03:00:00Z,9.9,33.9,2.3,37.5,48.3
2019-04-05 04:00:00Z,10.9,35.6,3.1,40.5,46.3
2019-04-05 05:00:00Z,10.3,37.3,3.1,42.1,44.0
2019-04-05 06:00:00Z,11.3,57.9,6.2,67.2,27.7
2019-04-05 07:00:00Z,14.1,60.3,10.1,75.7,29.1
2019-04-05 08:00:00Z,16.5,57.0,13.1,77.2,35.7
2019-04-05 09:00:00Z,18.1,45.2,10.0,60.5,50.8
2019-04-05 10:00:00Z,16.1,31.7,6.5,41.6,68.7
2019-04-05 11:00:00Z,8.7,18.7,4.1,24.9,83.2
2019-04-05 12:00:00Z,5.0,16.4,3.7,22.0,88.6
2019-04-05 13:00:00Z,9.2,18.3,4.3,24.8,86.4
2019-04-05 14:00:00Z,11.3,21.0,3.4,26.2,82.1
2019-04-05 15:00:00Z,10.7,25.0,4.0,31.1,81.6
2019-04-05 16:00:00Z,9.4,27.5,2.9,32.0,80.3
2019-04-05 17:00:00Z,11.9,33.4,2.9,37.9,74.0
2019-04-05 18:00:00Z,11.9,32.1,2.2,35.5,75.7
2019-04-05 19:00:00Z,12.6,44.9,2.9,49.3,63.7
2019-04-05 20:00:00Z,17.9,48.9,3.1,53.6,55.6
2019-04-05 21:00:00Z,24.1,37.8,2.3,41.4,61.6
2019-04-05 22:00:00Z,24.7,38.5,3.1,43.2,57.4
2019-04-05 23:00:00Z,26.0,37.8,2.0,40.8,53.0
2019-04-06 00:00:00Z,25.4,34.8,1.8,37.5,50.5
2019-04-06 01:00:00Z,22.9,37.7,3.2,42.4,43.6
2019-04-06 02:00:00Z,21.9,44.0,2.6,47.9,36.5
2019-04-06 03:00:00Z,22.4,51.8,3.9,57.8,23.7
2019-04-06 04:00:00Z,27.5,57.2,5.8,66.1,12.8
2019-04-06 05:00:00Z,32.0,53.5,5.9,62.5,15.1
2019-04-06 06:00:00Z,28.7,53.6,10.9,70.3,16.9
2019-04-06 07:00:00Z,29.6,50.9,15.9,75.3,20.2
2019-04-06 08:00:00Z,29.3,41.6,15.9,66.0,29.0
2019-04-06 09:00:00Z,27.6,31.0,9.8,46.0,42.6
2019-04-06 10:00:00Z,25.8,24.2,7.0,35.0,57.4
2019-04-06 11:00:00Z,23.7,25.0,5.9,34.1,64.9
2019-04-06 12:00:00Z,21.6,20.2,5.6,28.8,72.1
2019-04-06 13:00:00Z,24.3,16.9,4.7,24.1,84.4
2019-04-06 14:00:00Z,20.8,18.8,3.0,23.5,88.7
2019-04-06 15:00:00Z,17.7,25.2,3.3,30.2,86.5
2019-04-06 16:00:00Z,16.5,31.3,3.7,37.1,82.4
2019-04-06 17:00:00Z,17.2,39.8,3.5,45.1,76.4
2019-04-06 18:00:00Z,19.6,37.3,3.6,42.9,74.8
2019-04-06 19:00:00Z,24.5,44.1,2.6,48.0,65.5
2019-04-06 20:00:00Z,29.9,50.8,3.1,55.5,55.7
2019-04-06 21:00:00Z,28.6,47.2,3.0,51.8,59.4
2019-04-06 22:00:00Z,19.5,40.6,1.9,43.5,64.9
