,PA18:PM10,PA18:NO2,PA18:NO,PA18:NOX,PA18:O3
2019-01-04 05:00:00Z,22.5,43.6,4.4,50.4,19.1
2019-01-04 06:00:00Z,21.6,58.7,17.0,84.7,10.2
2019-01-04 07:00:00Z,24.3,71.8,43.0,137.8,3.3
2019-01-04 08:00:00Z,25.8,61.1,21.9,94.8,7.7
2019-01-04 09:00:00Z,30.1,58.3,23.0,93.5,8.6
2019-01-04 10:00:00Z,30.8,65.1,28.9,109.5,9.5
2019-01-04 11:00:00Z,32.5,58.9,28.9,103.2,13.2
2019-01-04 12:00:00Z,35.9,53.5,21.7,86.7,20.2
2019-01-04 13:00:00Z,28.5,51.3,15.4,74.8,27.8
2019-01-04 14:00:00Z,18.8,43.8,12.3,62.6,33.6
2019-01-04 15:00:00Z,13.5,46.4,11.2,63.6,36.3
2019-01-04 16:00:00Z,11.0,49.8,10.2,65.5,32.2
2019-01-04 17:00:00Z,12.1,59.9,13.1,79.9,23.9
2019-01-04 18:00:00Z,17.2,57.7,14.4,79.9,23.7
2019-01-04 19:00:00Z,16.9,56.3,10.1,71.7,27.7
2019-01-04 20:00:00Z,17.8,54.4,10.1,69.9,27.8
2019-01-04 21:00:00Z,20.4,48.2,8.4,61.1,30.1
2019-01-04 22:00:00Z,21.1,36.0,4.9,43.5,36.0
2019-01-04 23:00:00Z,23.0,36.9,7.2,47.9,33.3
2019-01-05 00:00:00Z,27.5,32.5,6.2,42.0,32.8
2019-01-05 01:00:00Z,27.1,30.9,4.3,37.6,34.5
2019-01-05 02:00:00Z,24.2,27.7,3.1,32.4,41.1
2019-01-05 03:00:00Z,19.1,33.9,3.3,39.0,35.6
2019-01-05 04:00:00Z,16.6,30.0,3.2,34.8,43.0
2019-01-05 05:00:00Z,15.8,29.1,4.3,35.7,42.1
2019-01-05 06:00:00Z,15.9,29.5,5.7,38.2,43.1
2019-01-05 07:00:00Z,16.2,35.6,6.3,45.3,34.5
2019-01-05 08:00:00Z,19.2,39.5,7.3,50.6,31.8
2019-01-05 09:00:00Z,20.2,47.0,10.8,63.5,23.6
2019-01-05 10:00:00Z,21.8,45.5,11.3,62.9,25.3
2019-01-05 11:00:00Z,24.1,46.9,13.1,66.9,21.6
2019-01-05 12:00:00Z,26.0,43.8,11.9,62.2,23.1
2019-01-05 13:00:00Z,27.0,48.4,14.4,70.5,19.3
2019-01-05 14:00:00Z,25.1,47.1,13.2,67.5,19.4
2019-01-05 15:00:00Z,22.7,47.2,13.9,68.4,21.4
2019-01-05 16:00:00Z,24.7,59.3,22.9,94.4,10.8
2019-01-05 17:00:00Z,24.9,57.1,17.9,84.4,14.0
2019-01-05 18:00:00Z,25.8,54.9,18.9,84.0,15.7
2019-01-05 19:00:00Z,28.4,45.5,12.6,64.9,25.1
2019-01-05 20:00:00Z,25.9,42.3,10.8,58.8,27.6
2019-01-05 21:00:00Z,29.7,43.6,12.3,62.5,23.7
2019-01-05 22:00:00Z,31.3,36.5,7.7,48.5,26.5
2019-01-05 23:00:00Z,31.5,35.2,7.4,46.5,25.8
2019-01-06 00:00:00Z,30.4,38.0,7.5,49.5,23.4
2019-01-06 01:00:00Z,31.4,35.0,7.1,45.9,23.6
2019-01-06 02:00:00Z,32.5,31.0,5.2,38.9,26.1
2019-01-06 03:00:00Z,33.2,27.7,5.3,35.8,27.6
2019-01-06 04:00:00Z,28.9,23.1,3.8,28.9,41.9
2019-01-06 05:00:00Z,19.0,26.0,3.0,30.6,41.8
2019-01-06 06:00:00Z,19.8,31.0,3.8,36.8,38.2
2019-01-06 07:00:00Z,20.8,32.6,4.7,39.8,33.2
2019-01-06 08:00:00Z,24.0,35.2,5.8,44.1,28.0
2019-01-06 09:00:00Z,27.3,38.5,6.3,48.2,24.0
2019-01-06 10:00:00Z,26.3,43.6,8.5,56.6,21.8
2019-01-06 11:00:00Z,25.4,45.1,10.0,60.3,22.1
2019-01-06 12:00:00Z,26.5,49.8,12.3,68.7,19.6
2019-01-06 13:00:00Z,26.8,52.9,14.7,75.4,18.8
2019-01-06 14:00:00Z,29.0,52.3,10.7,68.7,20.9
2019-01-06 15:00:00Z,28.9,55.6,11.8,73.7,18.7
2019-01-06 16:00:00Z,28.2,53.9,10.3,69.8,19.1
2019-01-06 17:00:00Z,27.1,53.5,10.9,70.3,16.8
2019-01-06 18:00:00Z,28.0,58.1,15.0,81.1,11.0
2019-01-06 19:00:00Z,33.3,60.2,14.8,82.8,8.7
2019-01-06 20:00:00Z,38.2,58.1,11.0,75.0,10.7
2019-01-06 21:00:00Z,36.6,42.9,5.5,51.2,22.3
2019-01-06 22:00:00Z,34.1,57.4,11.8,75.5,9.0
2019-01-06 23:00:00Z,38.5,51.0,11.2,68.2,9.0
2019-01-07 00:00:00Z,38.1,47.2,11.9,65.6,10.3
2019-01-07 01:00:00Z,33.6,36.3,7.0,47.0,16.2
2019-01-07 02:00:00Z,29.9,32.7,4.8,40.0,15.5
2019-01-07 03:00:00Z,28.0,27.7,3.9,33.8,23.6
2019-01-07 04:00:00Z,27.7,26.6,4.4,33.3,23.8
2019-01-07 05:00:00Z,26.1,31.9,7.4,43.3,20.5
2019-01-07 06:00:00Z,26.9,48.1,16.0,72.7,9.3
2019-01-07 07:00:00Z,25.6,62.5,36.5,118.4,2.8
2019-01-07 08:00:00Z,25.9,70.1,63.0,166.6,2.0
2019-01-07 09:00:00Z,27.4,62.8,45.2,132.1,3.2
2019-01-07 10:00:00Z,26.5,59.8,42.5,125.0,5.1
2019-01-07 11:00:00Z,27.2,56.4,31.2,104.3,8.6
2019-01-07 12:00:00Z,26.5,54.8,20.9,86.8,14.2
2019-01-07 13:00:00Z,23.6,54.0,19.3,83.5,16.7
2019-01-07 14:00:00Z,19.4,49.1,12.9,68.9,22.3
2019-01-07 15:00:00Z,13.8,42.2,6.9,52.8,25.8
2019-01-07 16:00:00Z,13.1,45.9,6.9,56.5,19.7
2019-01-07 17:00:00Z,13.2,56.8,10.2,72.5,9.5
2019-01-07 18:00:00Z,12.8,57.0,9.8,72.0,10.3
2019-01-07 19:00:00Z,15.1,54.1,11.1,71.1,10.4
2019-01-07 20:00:00Z,16.2,46.9,7.9,59.1,14.4
2019-01-07 21:00:00Z,18.9,37.5,4.8,44.9,24.6
2019-01-07 22:00:00Z,17.9,27.0,3.3,31.9,35.5
2019-01-07 23:00:00Z,15.2,19.2,2.3,22.7,41.5
2019-01-08 00:00:00Z,14.1,17.7,2.1,20.9,44.0
2019-01-08 01:00:00Z,16.8,15.1,1.9,18.0,50.5
2019-01-08 02:00:00Z,16.2,13.4,1.7,16.0,53.9
2019-01-08 03:00:00Z,12.2,12.8,1.6,15.3,56.5
2019-01-08 04:00:00Z,7.3,12.9,1.7,15.6,55.4
2019-01-08 05:00:00Z,4.0,20.3,2.7,24.4,47.4
2019-01-08 06:00:00Z,8.9,37.9,6.3,47.6,32.6
2019-01-08 07:00:00Z,12.6,46.4,9.4,60.8,26.7
2019-01-08 08:00:00Z,15.7,52.1,10.6,68.4,22.0
2019-01-08 09:00:00Z,13.7,50.5,11.6,68.2,27.5
2019-01-08 10:00:00Z,16.1,48.8,13.4,69.3,31.7
2019-01-08 11:00:00Z,21.8,41.2,11.3,58.5,38.3
2019-01-08 12:00:00Z,18.9,37.1,9.9,52.2,41.5
2019-01-08 13:00:00Z,18.8,35.9,9.7,50.8,42.7
2019-01-08 14:00:00Z,18.4,38.1,9.1,52.1,40.9
2019-01-08 15:00:00Z,17.8,39.3,9.9,54.4,40.6
2019-01-08 16:00:00Z,16.2,43.9,9.5,58.6,36.3
2019-01-08 17:00:00Z,17.3,62.8,14.1,84.5,20.9
2019-01-08 18:00:00Z,17.3,72.4,19.7,102.6,11.9
2019-01-08 19:00:00Z,20.5,68.8,16.9,94.7,13.9
2019-01-08 20:00:00Z,22.0,52.9,9.9,68.0,23.8
2019-01-08 21:00:00Z,21.8,48.3,8.2,60.9,24.7
2019-01-08 22:00:00Z,21.2,39.9,5.7,48.6,29.6
2019-01-08 23:00:00Z,19.9,34.3,4.7,41.6,35.4
2019-01-09 00:00:00Z,17.5,27.8,3.4,33.0,42.6
2019-01-09 01:00:00Z,14.7,24.9,2.7,29.0,44.2
2019-01-09 02:00:00Z,13.6,21.1,2.2,24.4,49.9
2019-01-09 03:00:00Z,13.8,16.6,1.6,19.0,57.3
2019-01-09 04:00:00Z,12.9,17.7,1.7,20.3,53.7
2019-01-09 05:00:00Z,14.0,23.5,2.9,27.8,47.6
2019-01-09 06:00:00Z,12.7,36.8,6.0,46.0,36.6
2019-01-09 07:00:00Z,14.8,51.6,11.2,68.7,25.0
2019-01-09 08:00:00Z,15.8,64.6,18.5,93.0,14.7
2019-01-09 09:00:00Z,18.5,62.4,20.0,93.1,21.6
2019-01-09 10:00:00Z,18.7,47.5,13.4,68.1,34.8
2019-01-09 11:00:00Z,17.7,45.6,13.4,66.3,38.2
2019-01-09 12:00:00Z,16.4,40.5,12.6,59.9,42.5
2019-01-09 13:00:00Z,,,,,40.2
2019-01-09 14:00:00Z,,40.0,10.9,56.7,44.4
2019-01-09 15:00:00Z,,41.2,12.3,60.1,44.9
2019-01-09 16:00:00Z,,59.4,18.3,87.5,29.5
2019-01-09 17:00:00Z,,66.9,17.5,93.8,18.4
2019-01-09 18:00:00Z,,64.2,15.1,87.2,20.0
2019-01-09 19:00:00Z,,67.8,19.3,97.4,17.6
2019-01-09 20:00:00Z,,56.8,12.7,76.2,23.7
2019-01-09 21:00:00Z,,54.3,9.8,69.5,26.2
2019-01-09 22:00:00Z,,44.7,8.2,57.2,30.4
2019-01-09 23:00:00Z,,40.9,6.1,50.3,32.6
2019-01-10 00:00:00Z,,36.9,5.9,46.0,36.6
2019-01-10 01:00:00Z,,33.3,4.0,39.5,36.4
2019-01-10 02:00:00Z,,34.2,3.2,39.2,34.5
2019-01-10 03:00:00Z,,37.2,3.5,42.5,31.7
2019-01-10 04:00:00Z,,29.5,4.1,35.8,36.2
2019-01-10 05:00:00Z,,41.5,7.1,52.3,23.5
2019-01-10 06:00:00Z,,62.6,21.2,95.0,8.0
2019-01-10 07:00:00Z,,72.4,39.2,132.5,3.4
2019-01-10 08:00:00Z,,77.1,49.2,152.6,2.3
2019-01-10 09:00:00Z,,80.6,75.7,196.8,3.4
2019-01-10 10:00:00Z,,73.2,52.2,153.3,7.6
2019-01-10 11:00:00Z,,67.5,40.9,130.2,10.8
2019-01-10 12:00:00Z,,62.8,31.5,111.0,16.7
2019-01-10 13:00:00Z,30.7,54.2,20.8,86.2,24.4
2019-01-10 14:00:00Z,25.8,51.7,17.6,78.6,29.3
2019-01-10 15:00:00Z,23.6,52.7,14.6,75.2,31.1
2019-01-10 16:00:00Z,21.3,66.0,21.1,98.4,19.3
2019-01-10 17:00:00Z,18.1,68.0,16.9,94.0,19.8
2019-01-10 18:00:00Z,16.4,71.7,19.1,101.0,14.3
2019-01-10 19:00:00Z,22.9,72.1,23.8,108.5,10.7
2019-01-10 20:00:00Z,24.7,68.3,17.2,94.7,13.6
2019-01-10 21:00:00Z,23.8,58.0,10.3,73.9,22.2
2019-01-10 22:00:00Z,17.8,50.6,5.5,59.1,33.5
2019-01-10 23:00:00Z,13.5,45.1,4.6,52.1,36.6
2019-01-11 00:00:00Z,12.8,45.0,4.1,51.4,37.0
2019-01-11 01:00:00Z,13.0,40.0,2.6,44.0,41.6
2019-01-11 02:00:00Z,11.4,45.4,3.2,50.3,33.6
2019-01-11 03:00:00Z,19.3,39.5,3.0,44.2,32.2
2019-01-11 04:00:00Z,20.1,31.7,3.1,36.6,33.7
2019-01-11 05:00:00Z,21.7,37.8,4.8,45.2,21.2
2019-01-11 06:00:00Z,25.4,49.8,10.8,66.3,11.6
2019-01-11 07:00:00Z,26.1,57.5,23.2,93.1,5.6
2019-01-11 08:00:00Z,23.1,60.5,20.0,91.2,8.3
2019-01-11 09:00:00Z,17.1,63.4,26.7,104.4,7.6
2019-01-11 10:00:00Z,15.3,60.4,34.3,112.8,6.2
2019-01-11 11:00:00Z,16.4,53.3,32.8,103.6,6.7
2019-01-11 12:00:00Z,20.3,52.6,42.1,117.1,4.9
2019-01-11 13:00:00Z,27.3,55.0,53.1,136.5,4.6
2019-01-11 14:00:00Z,27.7,63.5,37.0,120.3,7.2
2019-01-11 15:00:00Z,22.9,69.3,34.8,122.7,7.2
2019-01-11 16:00:00Z,20.7,70.8,37.9,128.9,4.8
2019-01-11 17:00:00Z,21.0,72.1,44.3,140.0,2.5
2019-01-11 18:00:00Z,23.8,66.5,45.1,135.6,2.0
2019-01-11 19:00:00Z,24.9,65.4,40.1,127.0,2.1
2019-01-11 20:00:00Z,26.4,53.6,15.7,77.6,10.6
2019-01-11 21:00:00Z,26.3,54.7,15.5,78.5,9.0
2019-01-11 22:00:00Z,26.2,54.5,13.6,75.2,11.2
2019-01-11 23:00:00Z,23.4,48.7,9.0,62.4,14.8
2019-01-12 00:00:00Z,23.0,46.6,8.7,59.9,15.9
2019-01-12 01:00:00Z,20.7,39.6,6.0,48.8,21.2
2019-01-12 02:00:00Z,18.2,36.9,5.0,44.7,24.6
2019-01-12 03:00:00Z,18.3,31.5,3.7,37.1,28.8
2019-01-12 04:00:00Z,18.5,35.2,3.5,40.5,23.7
2019-01-12 05:00:00Z,22.0,32.5,4.1,38.7,23.6
2019-01-12 06:00:00Z,25.4,31.8,6.4,41.6,19.0
2019-01-12 07:00:00Z,28.0,36.8,8.2,49.3,17.9
2019-01-12 08:00:00Z,23.2,41.9,5.9,51.0,26.8
2019-01-12 09:00:00Z,17.0,42.3,5.0,50.0,31.4
2019-01-12 10:00:00Z,15.5,43.8,6.8,54.2,28.2
2019-01-12 11:00:00Z,16.0,36.2,5.7,45.0,36.4
2019-01-12 12:00:00Z,12.7,26.2,5.6,34.8,45.8
2019-01-12 13:00:00Z,12.4,23.3,4.5,30.0,45.1
2019-01-12 14:00:00Z,11.8,26.5,4.2,33.0,42.5
2019-01-12 15:00:00Z,10.8,29.2,4.7,36.3,38.8
2019-01-12 16:00:00Z,11.7,30.6,3.8,36.4,36.5
2019-01-12 17:00:00Z,8.3,29.4,3.1,34.1,35.3
2019-01-12 18:00:00Z,6.6,32.8,4.5,39.7,30.5
2019-01-12 19:00:00Z,10.8,35.9,5.4,44.1,31.0
2019-01-12 20:00:00Z,17.3,34.3,5.9,43.3,35.0
2019-01-12 21:00:00Z,13.0,28.4,4.6,35.4,45.3
2019-01-12 22:00:00Z,17.3,23.1,3.2,28.1,50.8
2019-01-12 23:00:00Z,19.1,25.0,3.8,30.8,47.0
2019-01-13 00:00:00Z,14.1,23.4,3.2,28.3,47.6
2019-01-13 01:00:00Z,19.6,22.6,3.2,27.5,48.1
2019-01-13 02:00:00Z,15.5,21.9,2.6,25.9,46.6
2019-01-13 03:00:00Z,11.2,18.7,2.6,22.7,48.7
2019-01-13 04:00:00Z,11.7,15.2,2.1,18.4,52.6
2019-01-13 05:00:00Z,14.6,13.0,2.3,16.5,55.5
2019-01-13 06:00:00Z,13.3,15.1,2.2,18.5,52.5
2019-01-13 07:00:00Z,14.3,18.5,2.7,22.7,52.7
2019-01-13 08:00:00Z,13.1,16.7,2.4,20.5,55.3
2019-01-13 09:00:00Z,10.0,17.7,2.9,22.1,55.2
2019-01-13 10:00:00Z,8.9,16.7,3.0,21.2,57.1
2019-01-13 11:00:00Z,7.1,16.8,3.4,21.9,58.5
2019-01-13 12:00:00Z,8.1,18.1,4.0,24.2,59.8
2019-01-13 13:00:00Z,6.9,19.9,4.2,26.3,59.4
2019-01-13 14:00:00Z,9.3,17.8,3.9,23.8,62.7
2019-01-13 15:00:00Z,9.9,17.1,3.5,22.5,64.9
2019-01-13 16:00:00Z,11.8,17.4,2.7,21.5,65.6
2019-01-13 17:00:00Z,13.0,22.1,2.9,26.6,61.5
2019-01-13 18:00:00Z,10.4,22.9,3.1,27.6,59.7
2019-01-13 19:00:00Z,11.7,25.9,4.6,33.0,54.1
2019-01-13 20:00:00Z,19.0,27.8,4.8,35.2,52.1
2019-01-13 21:00:00Z,21.5,21.1,2.9,25.5,55.3
2019-01-13 22:00:00Z,18.8,19.4,2.5,23.3,55.7
2019-01-13 23:00:00Z,19.7,19.0,2.4,22.7,53.6
2019-01-14 00:00:00Z,17.0,18.2,2.3,21.7,54.1
2019-01-14 01:00:00Z,12.2,13.7,1.6,16.2,59.0
2019-01-14 02:00:00Z,9.8,14.3,1.6,16.8,62.8
2019-01-14 03:00:00Z,8.9,24.9,2.1,28.0,46.8
2019-01-14 04:00:00Z,9.8,28.0,2.2,31.3,49.5
2019-01-14 05:00:00Z,9.8,29.9,2.4,33.6,49.6
2019-01-14 06:00:00Z,9.8,41.4,5.8,50.4,38.8
2019-01-14 07:00:00Z,11.6,51.4,9.5,66.1,31.0
2019-01-14 08:00:00Z,13.5,55.1,10.2,70.7,27.4
2019-01-14 09:00:00Z,15.9,59.1,13.8,80.2,22.3
2019-01-14 10:00:00Z,19.6,49.3,13.2,69.5,29.8
2019-01-14 11:00:00Z,20.6,36.3,9.8,51.3,42.3
2019-01-14 12:00:00Z,17.9,30.1,7.3,41.2,47.4
2019-01-14 13:00:00Z,16.8,34.8,9.7,49.8,42.5
2019-01-14 14:00:00Z,20.1,37.5,9.7,52.4,39.9
2019-01-14 15:00:00Z,17.6,37.8,9.5,52.4,40.3
2019-01-14 16:00:00Z,16.5,43.0,8.7,56.3,34.9
2019-01-14 17:00:00Z,17.2,44.2,7.0,55.0,33.8
2019-01-14 18:00:00Z,17.3,55.8,13.0,75.7,21.8
2019-01-14 19:00:00Z,23.1,54.8,9.8,69.8,23.4
2019-01-14 20:00:00Z,22.9,50.0,9.7,64.9,25.4
2019-01-14 21:00:00Z,22.5,45.1,7.2,56.1,28.9
2019-01-14 22:00:00Z,25.3,44.6,6.8,54.9,28.7
2019-01-14 23:00:00Z,22.5,52.2,7.8,64.1,19.9
2019-01-15 00:00:00Z,21.5,54.3,7.5,65.8,15.3
2019-01-15 01:00:00Z,21.5,43.1,4.1,49.4,25.5
2019-01-15 02:00:00Z,16.6,31.9,2.2,35.3,34.6
2019-01-15 03:00:00Z,16.7,32.4,2.3,36.0,32.4
2019-01-15 04:00:00Z,17.2,27.1,3.0,31.7,37.8
2019-01-15 05:00:00Z,15.1,23.8,3.0,28.5,40.6
2019-01-15 06:00:00Z,14.4,36.5,5.3,44.6,31.2
2019-01-15 07:00:00Z,14.1,56.4,11.0,73.3,16.5
2019-01-15 08:00:00Z,14.3,63.9,12.7,83.4,12.7
2019-01-15 09:00:00Z,17.9,62.4,14.3,84.4,14.9
2019-01-15 10:00:00Z,22.2,56.6,12.4,75.5,22.7
2019-01-15 11:00:00Z,23.8,48.4,9.9,63.7,30.8
2019-01-15 12:00:00Z,21.1,41.3,9.2,55.3,39.5
2019-01-15 13:00:00Z,14.1,25.7,4.6,32.9,55.2
2019-01-15 14:00:00Z,13.0,30.3,4.9,37.7,51.8
2019-01-15 15:00:00Z,13.0,30.4,4.3,36.9,52.5
2019-01-15 16:00:00Z,13.5,30.0,3.8,35.9,51.9
2019-01-15 17:00:00Z,11.9,32.1,4.5,39.0,49.0
2019-01-15 18:00:00Z,12.2,28.5,3.0,33.0,49.4
2019-01-15 19:00:00Z,14.7,32.9,5.1,40.5,46.7
2019-01-15 20:00:00Z,17.6,31.4,3.9,37.4,47.0
2019-01-15 21:00:00Z,20.2,28.1,2.7,32.4,50.0
2019-01-15 22:00:00Z,14.7,21.6,2.1,24.9,54.9
2019-01-15 23:00:00Z,12.5,21.1,1.7,23.8,57.9
2019-01-16 00:00:00Z,11.0,16.7,1.3,18.6,61.1
2019-01-16 01:00:00Z,12.1,15.1,1.4,17.3,60.7
2019-01-16 02:00:00Z,12.7,18.9,1.5,21.2,56.3
2019-01-16 03:00:00Z,11.5,19.1,1.7,21.6,55.8
2019-01-16 04:00:00Z,12.0,20.7,1.6,23.2,53.7
2019-01-16 05:00:00Z,12.1,31.0,2.1,34.3,41.4
2019-01-16 06:00:00Z,12.1,55.9,5.1,63.7,19.4
2019-01-16 07:00:00Z,14.6,72.5,12.8,92.1,7.1
2019-01-16 08:00:00Z,20.5,78.2,31.9,127.0,3.0
2019-01-16 09:00:00Z,24.1,75.8,34.0,127.9,7.5
2019-01-16 10:00:00Z,26.7,64.7,29.3,109.6,17.4
2019-01-16 11:00:00Z,25.2,48.6,17.6,75.6,31.0
2019-01-16 12:00:00Z,23.6,33.0,10.1,48.4,42.9
2019-01-16 13:00:00Z,21.1,30.9,9.9,46.0,45.8
2019-01-16 14:00:00Z,22.5,28.3,7.5,39.8,47.4
2019-01-16 15:00:00Z,22.8,32.6,6.3,42.2,45.8
2019-01-16 16:00:00Z,21.4,30.3,3.7,35.9,50.6
2019-01-16 17:00:00Z,20.2,35.4,3.3,40.3,45.0
2019-01-16 18:00:00Z,18.2,35.5,2.7,39.6,45.2
2019-01-16 19:00:00Z,18.4,32.9,3.1,37.7,44.2
2019-01-16 20:00:00Z,20.5,29.3,3.4,34.7,43.4
2019-01-16 21:00:00Z,21.9,23.7,2.5,27.6,45.9
2019-01-16 22:00:00Z,20.1,21.8,2.5,25.7,43.6
2019-01-16 23:00:00Z,16.7,24.6,2.6,28.6,38.9
2019-01-17 00:00:00Z,13.5,23.3,2.6,27.2,37.4
2019-01-17 01:00:00Z,11.1,23.0,2.3,26.4,36.2
2019-01-17 02:00:00Z,7.4,20.0,2.0,23.0,58.1
2019-01-17 03:00:00Z,3.2,22.1,1.8,24.8,59.2
2019-01-17 04:00:00Z,3.0,20.9,1.7,23.6,56.9
2019-01-17 05:00:00Z,2.1,23.1,2.2,26.6,53.8
2019-01-17 06:00:00Z,4.5,27.0,2.9,31.5,49.0
2019-01-17 07:00:00Z,5.2,43.4,5.6,51.9,34.0
2019-01-17 08:00:00Z,7.7,43.2,5.2,51.2,34.9
2019-01-17 09:00:00Z,8.1,33.7,5.4,41.9,42.5
2019-01-17 10:00:00Z,8.6,31.7,8.2,44.3,43.6
2019-01-17 11:00:00Z,8.4,36.1,9.8,51.1,42.8
